idx,triple,E_au,E_rel_kcal_mol,rotation,if_rotation_positive,if_triple_positive
x103,-1.17196227273371,-614.476227874,151.368090405728,-529.49,-1.0,-1.0
x104,-1.26354289225815,-614.589492971,80.2931093872159,-235.72,-1.0,-1.0
x105,-1.22257373850032,-614.873178859,-97.7226221916156,-298.24,-1.0,-1.0
x106,-1.21303600809698,-614.811018405,-58.7163157021242,-273.57,-1.0,-1.0
x107,-1.3266772723039,-614.791909133,-46.725056429381,-248.52,-1.0,-1.0
x108,-1.09810249878173,-614.781048294,-39.909771348507,-549.85,-1.0,-1.0
x109,-1.15232329249308,-614.781800255,-40.3816343956119,175.93,1.0,-1.0
x110,-1.22265816950064,-614.624157061,58.5410462713294,-261.93,-1.0,-1.0
x111,-0.966545557649817,-614.48411608,146.418162258621,-1694.11,-1.0,-1.0
x112,-0.99787211548854,-614.474525443,152.436382882546,-1610.99,-1.0,-1.0
x113,-1.23842392270859,-614.591479791,79.0463599690432,-543.09,-1.0,-1.0
x114,-1.19363641180053,-614.805870876,-55.4861897792995,-448.37,-1.0,-1.0
x115,-1.38116090405592,-614.853196597,-85.1835529640051,-104.09,-1.0,-1.0
x116,-1.13586407631437,-614.782049575,-40.5380851887907,-648.87,-1.0,-1.0
x117,-1.13286814019901,-614.83847755,-75.947203781053,-469.4,-1.0,-1.0
x118,-1.21242863753001,-614.707924091,5.97639727603571,-704.83,-1.0,-1.0
x119,-1.28652831955853,-614.948311714,-144.869240032732,-209.64,-1.0,-1.0
x120,-1.14299653565425,-614.617705094,62.589720083484,-585.65,-1.0,-1.0
x121,-1.14011133036989,-614.738333771,-13.1059810207944,-481.02,-1.0,-1.0
x122,-1.18342376196591,-614.798414245,-50.8070792605095,-496.15,-1.0,-1.0
x123,-1.10675090579367,-614.602772367,71.9601556033084,-848.7,-1.0,-1.0
x124,-1.23123939187671,-614.650250372,42.1672326857482,-617.93,-1.0,-1.0
x125,-1.32931817304732,-614.92074514,-127.570939181962,-278.61,-1.0,-1.0
x126,-1.16678779691421,-614.813780473,-60.4495409927569,32.9,1.0,-1.0
x127,-1.15962137772246,-614.743344189,-16.250068419964,-595.19,-1.0,-1.0
x128,-1.02845624015649,-614.808942419,-57.4136137272501,-518.85,-1.0,-1.0
x129,-1.22647243253996,-614.842062794,-78.1969802434707,-331.64,-1.0,-1.0
x130,-1.30165466745275,-614.788230556,-44.4167125761363,-376.47,-1.0,-1.0
x131,-1.23452000789217,-614.51475285,127.19328271592,-531.82,-1.0,-1.0
x132,-1.28761264326432,-614.79104821,-46.1848186376481,-777.26,-1.0,-1.0
x133,-1.0080326629844,-614.633293094,52.8080942034967,-997.78,-1.0,-1.0
x134,-1.1288964281448,-614.685802813,19.8577204338069,-490.85,-1.0,-1.0
x135,-1.08190668048673,-614.768270615,-31.8916499992109,-480.83,-1.0,-1.0
x136,-1.20647686290992,-614.67707066,25.337233762826,-690.08,-1.0,-1.0
x137,-1.15833003847032,-614.615754898,63.813487575477,-592,-1.0,-1.0
x138,-0.98348325717368,-614.687784439,18.614230302563,-859.99,-1.0,-1.0
x139,-1.21019518246173,-614.830230571,-70.772141988777,14.92,1.0,-1.0
x140,-0.949062986207754,-614.710916824,4.09842739117943,-1359.62,-1.0,-1.0
x141,-1.41708671725974,-615.028338309,-195.086728661142,-128.17,-1.0,-1.0
x142,-1.16895769335878,-614.651079227,41.6471178846926,-482.69,-1.0,-1.0
x143,-1.30867318711937,-614.595376333,76.6012408986189,-231.37,-1.0,-1.0
x144,-1.27593500918731,-614.604331414,70.981838020338,-497.25,-1.0,-1.0
x145,-1.19571517123382,-614.721173539,-2.33776383845087,-537.27,-1.0,-1.0
x146,-1.23383926220265,-614.936490624,-137.451387846825,-378.43,-1.0,-1.0
x147,-1.12429711684644,-614.697291967,12.6481614073007,-633.65,-1.0,-1.0
x148,-1.26840066107094,-614.899055249,-113.96031568052,-254.52,-1.0,-1.0
x149,-1.13414274407389,-614.67588018,26.0842718676204,-587.8,-1.0,-1.0
x150,-1.23021371068191,-614.748174392,-19.2810691044834,-413.85,-1.0,-1.0
x151,-1.08403061449383,-614.585363964,82.8841025698324,-518.4,-1.0,-1.0
x152,-1.11231266496577,-614.428770384,181.148139955592,-908.64,-1.0,-1.0
x153,-1.02111415999379,-614.687369778,18.8744342266957,-571.78,-1.0,-1.0
x154,-1.2522228417956,-614.786083368,-43.0693306342684,-584.8,-1.0,-1.0
x155,-1.37593455276477,-614.840061244,-76.9409876030135,-186.89,-1.0,-1.0
x156,-1.19880199657665,-614.764975495,-29.823929248035,-451.09,-1.0,-1.0
x157,-1.04864729984964,-614.628271621,55.959118725762,-854.69,-1.0,-1.0
x158,-1.03072007090733,-614.277492875,276.076289628188,-1158.01,-1.0,-1.0
x159,-1.04091234664726,-614.460974592,160.93967739355,-833.17,-1.0,-1.0
x160,-1.4280998736922,-614.67742959,25.1120015985589,-33.3,-1.0,-1.0
x161,-1.25365792170128,-614.801100578,-52.4927800813661,-183.69,-1.0,-1.0
x162,-1.29287753079438,-614.980696554,-165.191050981109,-175.06,-1.0,-1.0
x163,-1.35183850674489,-614.735677826,-11.439348973835,-437.53,-1.0,-1.0
x164,-1.24192543045885,-614.739052922,-13.5572554648034,-502.18,-1.0,-1.0
x165,-1.24774471367842,-614.90500189,-117.691892374454,-521.59,-1.0,-1.0
x166,-1.16737229238095,-614.811654287,-59.1153380159337,-710.91,-1.0,-1.0
x167,-1.01026857376927,-614.509589949,130.433054722469,-955.36,-1.0,-1.0
x168,-1.02713939524927,-614.525966677,120.156494135146,-1208.95,-1.0,-1.0
x169,-1.25874125144712,-614.810918992,-58.6539330504669,-329.26,-1.0,-1.0
x170,-1.28792534629833,-614.871383395,-96.5959505769775,-355.47,-1.0,-1.0
x171,-1.20013132786938,-614.889792791,-108.148030660961,-583.54,-1.0,-1.0
x172,-1.19631490787101,-614.834038897,-73.1619046370446,-145.34,-1.0,-1.0
x173,-1.09320024680732,-614.728281829,-6.79828689636294,-463.36,-1.0,-1.0
x174,-1.07937254096366,-614.645294781,45.276915594157,-478.07,-1.0,-1.0
x175,-1.29520416009321,-614.654858089,39.2758441910788,-148.8,-1.0,-1.0
x176,-1.30460827366587,-614.89396562,-110.766522586768,-425.06,-1.0,-1.0
x177,-1.07949580066128,-614.569216239,93.01696148458,-870.8,-1.0,-1.0
x178,-1.23132369889268,-614.725311096,-4.93412223154314,-514.73,-1.0,-1.0
x179,-1.0999909810666,-614.822988444,-66.2276348749816,-235.61,-1.0,-1.0
x180,-1.31596919469184,-614.914308138,-123.531656056952,-309.79,-1.0,-1.0
x181,-1.32308637969221,-614.872336342,-97.1939343490021,-293.56,-1.0,-1.0
x182,-1.11604892967227,-614.603936971,71.2293549471996,-516.27,-1.0,-1.0
x183,-1.10176793665363,-614.454722901,164.862676012953,-481.33,-1.0,-1.0
x184,-1.18012802030929,-614.740952381,-14.7491849819027,-481.23,-1.0,-1.0
x185,-1.0239443942342,-614.646804492,44.3295568445221,-713.29,-1.0,-1.0
x186,-1.13023989130838,-614.84550101,-80.3544951656703,-629.57,-1.0,-1.0
x187,-1.11918121957583,-614.515227517,126.895424426791,-1264.21,-1.0,-1.0
x188,-1.09325957330566,-614.602732641,71.9850840655399,-660.78,-1.0,-1.0
x189,-1.30230991463114,-614.714511284,1.84286779662264,-476.68,-1.0,-1.0
x190,-1.05258228968002,-614.662394382,34.5467449706214,-1209.98,-1.0,-1.0
x191,-1.08551322180138,-614.745318846,-17.4891854340373,-853.91,-1.0,-1.0
x192,-1.1097444331851,-614.776075072,-36.7890248112936,-472.23,-1.0,-1.0
x193,-1.36452873278704,-614.883613147,-104.270242254531,-312.02,-1.0,-1.0
x194,-1.10804362217284,-614.683507816,21.2978540012991,-517.14,-1.0,-1.0
x195,-1.08780474707832,-614.786451237,-43.3001721104593,-245.72,-1.0,-1.0
x196,-1.23678704236792,-614.768788755,-32.2167880305733,-220.13,-1.0,-1.0
x197,-1.01627186430688,-614.404654469,196.281117777266,-1446.07,-1.0,-1.0
x198,-1.07948552816529,-614.721932617,-2.81409287422291,-718.14,-1.0,-1.0
x199,-1.13266844993672,-614.474519086,152.440371963591,-791.97,-1.0,-1.0
x200,-1.21573642048125,-614.737334951,-12.4792114825546,-340.08,-1.0,-1.0
x201,-1.04060286845822,-614.718619599,-0.735140949060711,-618.44,-1.0,-1.0
x202,-1.33244153694709,-614.773507955,-35.1781332226158,-167.37,-1.0,-1.0
x203,-1.14884349168386,-614.534262497,114.950784126982,-444.87,-1.0,-1.0
x204,-1.04634713096454,-614.615508396,63.9681700454855,-995.59,-1.0,-1.0
x205,-1.05261800750491,-614.235846653,302.209710395442,-879.21,-1.0,-1.0
x206,-1.38833360148177,-614.915955247,-124.565233425563,-107.35,-1.0,-1.0
x207,-1.21853702736962,-614.805627638,-55.3335555019577,-341.44,-1.0,-1.0
x208,-1.37099363067529,-614.955888679,-149.623861339881,-172.97,-1.0,-1.0
x209,-1.24759991093859,-614.797892912,-50.4799375896471,-647.97,-1.0,-1.0
x210,-1.17038909816578,-614.780846359,-39.7830551166171,-95.39,-1.0,-1.0
x211,-1.27237471784754,-614.492948248,140.875888516996,-278.79,-1.0,-1.0
x212,-1.04803568711097,-614.644877375,45.538842033215,-1565.92,-1.0,-1.0
x213,-0.966285711562841,-614.662072572,34.7486839636874,-726.21,-1.0,-1.0
x214,-1.10266631281779,-614.587737554,81.3946511089026,-802.18,-1.0,-1.0
x215,-1.22682745736278,-614.738086477,-12.9508015628425,-354.92,-1.0,-1.0
x216,-1.18234387622807,-614.757498774,-25.1322120533319,-851.53,-1.0,-1.0
x217,-0.962956121205123,-614.507784987,131.56568642705,-1296.82,-1.0,-1.0
x218,-1.37377557776094,-614.858052705,-88.230809295093,-310.71,-1.0,-1.0
x219,-1.18339253511625,-614.974237703,-161.138057390069,-329.2,-1.0,-1.0
x220,-1.03096235630722,-614.736283021,-11.819114888244,-847.75,-1.0,-1.0
x221,-1.16695512378487,-614.701168155,10.2158146753897,-602.7,-1.0,-1.0
x222,-1.17802312493942,-614.640315812,48.4012684312978,-600.96,-1.0,-1.0
x223,-1.1799882826041,-614.664434463,33.2665737422999,-537.61,-1.0,-1.0
x224,-1.15971924510215,-614.44798018,169.093800867677,-626.85,-1.0,-1.0
x225,-1.0470038338993,-614.226235035,308.241096806627,-1496.63,-1.0,-1.0
x226,-1.46915809278456,-614.875278376,-99.0400901043065,-444.23,-1.0,-1.0
x227,-1.31083776386437,-614.741414095,-15.0389151339959,-233.88,-1.0,-1.0
x228,-1.19640887854838,-614.860517399,-89.7774294270132,-367.68,-1.0,-1.0
x229,-1.07382413102801,-614.793508248,-47.7285170830162,-424.52,-1.0,-1.0
x230,-1.296769832867,-614.894662749,-111.203978005524,-468.36,-1.0,-1.0
x231,-1.05094407259811,-614.590788339,79.4802530135353,-778.12,-1.0,-1.0
x232,-1.28345698900851,-614.902886712,-116.364597027711,-312,-1.0,-1.0
x233,-1.21426086539891,-614.740740176,-14.6160242223368,-917.02,-1.0,-1.0
x234,-1.24957573000832,-614.961342902,-153.046440814549,-181.82,-1.0,-1.0
x235,-1.22611085515359,-614.730450908,-8.15940565961599,-395.28,-1.0,-1.0
x236,-1.14453103995073,-614.49479763,139.715382818147,-793.81,-1.0,-1.0
x237,-1.14098515305817,-614.573901237,90.0770783895899,-663.73,-1.0,-1.0
x238,-0.932786826973752,-614.643366668,46.4868257827635,-1188.96,-1.0,-1.0
x239,-1.22961507621329,-614.867184814,-93.9612990136871,-544.23,-1.0,-1.0
x240,-1.31550338045586,-614.713492213,2.48234503981591,72.51,1.0,-1.0
x241,-1.05910454616317,-614.838924928,-76.2279379498266,-548.4,-1.0,-1.0
x242,-1.30370114709943,-614.809794827,-57.948508271339,-394.78,-1.0,-1.0
x243,-1.05492152303452,-614.680214418,23.3644941802682,-869.11,-1.0,-1.0
x244,-1.17126110725433,-614.882721415,-103.710671507202,-95.24,-1.0,-1.0
x245,-1.10978790962843,-614.837389179,-75.2642400948197,-527.36,-1.0,-1.0
x246,-1.03873209893932,-614.722590061,-3.22664555867058,-578.38,-1.0,-1.0
x247,-1.06476836499278,-614.720230819,-1.74619761124345,-525.5,-1.0,-1.0
x248,-1.03173776900263,-614.84727329,-81.4666185884419,-610.35,-1.0,-1.0
x249,-1.09518948837082,-614.738170689,-13.0036454349207,-808.19,-1.0,-1.0
x250,-1.13001607085762,-614.799252817,-51.3332915762424,-377.87,-1.0,-1.0
x251,-0.981661415801254,-614.649591483,42.5806921221161,-1228.6,-1.0,-1.0
x252,-1.08530467192344,-614.720371551,-1.83450834854908,-509.24,-1.0,-1.0
x253,-1.33674868636387,-614.840925752,-77.4834750180619,-254.43,-1.0,-1.0
x254,-1.14484449927491,-614.885910355,-105.711763246585,-432.14,-1.0,-1.0
x255,-1.24284613596509,-614.900037032,-114.576394330877,-278.99,-1.0,-1.0
