idx,rot_sign,SMILES,R=0,close,nmol
044734,1,COc1cccc([C@@H]2CCN(Cc3ccccc3)C2)c1,False,False,1
044735,1,COc1cccc([C@@H]2CCNC2)c1,False,False,1
044736,1,CCCCCCCCCN1CC[C@@H](c2cccc(O)c2)C1,False,False,1
044737,1,COc1cccc([C@@H]2CCN(CCCCN)C2)c1.Cl,False,False,2
044738,1,CN(C)c1ccc(C(=O)NCCCCN2CC[C@@H](c3cccc(O)c3)C2)cc1,False,False,1
044739,1,COc1cccc([C@@H]2CCN(CCCCNC(=O)OC(C)(C)C)C2)c1,False,False,1
044740,1,COc1cccc([C@@H]2CCN(CCCCNC(=O)c3ccc(N(C)C)cc3)C2)c1,False,False,1
044741,1,CCCCCCCCCN1CC[C@@H](c2cccc(OC)c2)C1,False,False,1
044742,1,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@H](O)[C@@]2(C)O,False,False,1
044743,1,COC1=C(OC)C(=O)C(=C(OC)[C@@H]2C(=O)C[C@H](c3ccccc3)C3(C(=O)C(OC)=C(OC)C3=O)[C@H]2c2ccccc2)C1=O,False,False,1
044744,1,CCCCCC[C@@H](CO)N(Cc1ccccc1)Cc1ccccc1,False,False,1
044745,1,C[C@@H](N(C)C)[c]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->71)[cH-]->8[cH]->92.O=C(O)[C@H](O)[C@@H](O)C(=O)O,True,False,2
044746,1,CC[C@H](C)[C@H](NS(=O)(=O)c1cccc([N+](=O)[O-])c1)C(=O)OC,False,False,1
044747,1,COC(=O)[C@@H](NS(=O)(=O)c1cccc([N+](=O)[O-])c1)[C@@H](C)C(C)=O,False,False,1
044748,1,CCC(C)(O)[C@H](NS(=O)(=O)c1cccc([N+](=O)[O-])c1)C(=O)OC,False,False,1
044749,1,O=[14C]C(CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)C(=O)O,False,False,1
044750,1,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,False,False,2
044751,1,CC(C)C[C@H]1CO[C@H]2C[C@@]2(c2ccc(Cl)cc2Cl)C(=O)N1Cc1ccccc1,False,False,1
044752,1,CN1C(=O)[C@]2(c3ccc(Cl)cc3Cl)C[C@@H]2OC[C@@H]1Cc1ccccc1,False,False,1
044753,1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)CO[C@H]2C[C@@]12c1ccccc1,False,False,1
044754,1,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)CO[C@H]2C[C@@]12c1ccc(Cl)cc1Cl,False,False,1
044755,1,C[C@H](c1ccccc1)N1C(=O)C=CC1=O,False,False,1
044756,1,CCC[C@@]12c3ccccc3[C@@]3(CCC)c4cc(Br)c(N=Cc5cc6ccccc6c(-c6c(O)ccc7ccccc67)c5O)cc4[C@@](CCC)(c4ccccc41)[C@@]23C,False,False,1
044757,1,CCC[C@@]12c3ccccc3[C@@]3(CCC)c4cc(Br)c(N)cc4[C@@](CCC)(c4ccccc41)[C@@]23C,False,False,1
044758,1,COc1cc2c(c(Oc3ccc(C=O)cc3)c1OC)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,False,False,1
044759,1,COc1cc2c(c(Oc3ccc(CO)cc3)c1OC)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,False,False,1
044760,1,COc1cc2c(c(Oc3ccc(C=O)cc3)c1OC)C[C@H]1c3c(c(OC)c(OC)c(OC)c3-2)CCN1C,False,False,1
044761,1,C[C@@H](NP(=O)(NC(=O)c1c(F)cccc1F)N[C@H](C)c1ccccc1)c1ccccc1,False,False,1
044762,1,C=CC(C)(C)c1c(O)cc(O)c2c1O[C@@]13[C@@H]4C[C@@H](C(=O)[C@@]1(CC=C(C)C)OC4(C)C)[C@@H](OCC)[C@@H]3C2=O,False,False,1
044763,1,CC(C)=CC[C@]12OC(C)(C)[C@H]3C[C@H](C=C4C(=O)c5c(O)cc6c(c5O[C@@]431)C(C)(C)[C@H](CO)O6)C2=O,False,False,1
044764,1,CC(C)=CC[C@]12OC(C)(C)[C@H]3C[C@H](C=C4C(=O)c5c(O)cc6c(c5O[C@@]431)C(C)(C)[C@@H](CO)O6)C2=O,False,False,1
044765,1,C=CC(C)(C)c1c(O)cc(O)c2c1O[C@@]13[C@@H]4C[C@@H](C(=O)[C@@]1(CC=C(C)C)OC4(C)C)[C@@H](OC)[C@@H]3C2=O,False,False,1
044766,1,COc1cc2cc(C3=NNC(=O)C[C@@H]3C)sc2cc1OC,False,False,1
044767,1,CC1(C)CCC[C@@]23C[C@@](CC(=O)c4cc(O)ccc4O)(CC[C@H]12)C(=O)O3,False,False,1
044768,1,CC1(C)CCC[C@]23C[C@](CC(=O)c4cc(O)ccc4O)(CC[C@@H]12)C(=O)O3,False,False,1
044769,1,CC1(C)CC[C@@H]2[C@]3(CC(=O)c4cc(O)ccc4O)CC[C@H]1[C@@]2(C)OC3=O,False,False,1
044770,1,Cl.O=C(OC[C@H](O)CO)[C@H](Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)NCc1ccccc1,False,False,2
044771,1,Cl.O=C(OC[C@H](O)CO)[C@H](Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)N(Cc1ccccc1)Cc1ccccc1,False,False,2
044772,1,C[C@@H]1Cc2ccc3cc(Br)ccc3c2/C1=C1\c2c(ccc3cc(Br)ccc23)C[C@H]1C,False,False,1
044773,1,CC1O[C@@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O,False,False,1
044774,1,C=CCCCCCCCC/C=C/[C@H]1C(=O)O[C@H](C)[C@@H]1O,False,False,1
044775,1,CCCCCCCCCC/C=C/C1=C[C@H](C)OC1=O,False,False,1
044776,1,CCCCC/C=C\C/C=C\CCCC/C=C/C1=C[C@H](C)OC1=O,False,False,1
044777,1,COCOC(CC#Cc1ccc(C)cc1)c1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1C#Cc1c(C[C@@H](C#Cc2ccc(C)cc2)OCOC)ccc2ccccc12,False,False,1
044778,1,COCO[C@H](C#C[Si](C(C)C)(C(C)C)C(C)C)Cc1ccc2ccccc2c1C#Cc1cc(NC(=O)OC(C)(C)C)ccc1Br,False,False,1
044779,1,COCO[C@H](C#Cc1ccc(C)cc1)Cc1ccc2ccccc2c1C#Cc1cc(NC(=O)OC(C)(C)C)ccc1-c1ccccc1C#Cc1ccc(C)cc1,False,False,1
044780,1,CN1C(=O)[C@]2(c3ccccc3)C[C@@H]2OC[C@@H]1Cc1ccccc1,False,False,1
044781,1,CN1C(=O)[C@]2(c3ccc(F)cc3)C[C@@H]2OC[C@@H]1Cc1ccccc1,False,False,1
044782,1,CC(C)C[C@H]1CO[C@H]2C[C@@]2(c2ccc(F)cc2)C(=O)N1Cc1ccccc1,False,False,1
044783,1,C[C@@H]1[C@@H](c2ccccc2)O[C@@H]2C[C@]2(c2ccccc2)C(=O)N1C,False,False,1
044784,1,C[C@@H]1[C@@H](c2ccccc2)O[C@@H]2C[C@]2(c2ccc(F)cc2)C(=O)N1C,False,False,1
044785,1,C[C@@H]1[C@@H](c2ccccc2)O[C@@H]2C[C@]2(c2ccc(Cl)cc2Cl)C(=O)N1C,False,False,1
044786,1,C[C@@H]1[C@@H](c2ccccc2)O[C@@H]2C[C@]2(c2cccc3ccccc23)C(=O)N1C,False,False,1
044787,1,C[C@H]1[C@@H](c2ccccc2)O[C@H]2C[C@@]2(c2ccccc2)C(=O)N1C,False,False,1
044788,1,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4CC(O)C(O)C[C@]4(C)[C@H]3CC[C@]12C,False,False,1
044789,1,COc1cc2c(c(O)c1CCO)C(=O)CC[C@@H]2O,False,False,1
044790,1,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C=Cc1ccc(O)c(O)c1)C2,False,False,1
044791,1,CC1(C)[C@H]2C[C@@H]3OO[C@@]4(CC(=O)[C@]3(O)[C@@H]1C2)C(=O)C[C@H]1C[C@@H]4C1(C)C,False,False,1
044792,1,CC(C)CCCCCCCCCCC[C@H](CC(=O)NCC(=O)O)OC(=O)CCCCCCCCCCC(C)C,False,False,1
044793,1,COC(=O)CNC(=O)C[C@@H](CCCCCCCCCCCC(C)C)OC(=O)CC/C=C\CCCCCCCC(C)C,False,False,1
044794,1,Oc1ccc(C2CCN([C@H]3CCCC[C@@H]3O)CC2)cc1Br,False,False,1
044795,1,Oc1ccc(C2CCN([C@H]3CCCC[C@@H]3O)CC2)cc1,False,False,1
044796,1,Oc1c(Br)cc(C2CCN([C@H]3CCCC[C@@H]3O)CC2)cc1Br,False,False,1
044797,1,C=C(Oc1ccc(/C=C/C=O)cc1OC)[C@@H](OC)OCC,False,False,1
044798,1,CCOC(C[C@@H](OCC)c1cc(OC)c(O)c(OC)c1)OCC,False,False,1
044799,1,COc1ncccc1-c1cn([C@H](C)c2cn(-c3ccccc3F)nn2)c2ncnc(N)c12,False,False,1
044800,1,C[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2ccc(OC3CC3)cc2)c2c(N)ncnc21,False,False,1
044801,1,C[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2ccc(OC3CC3)nc2)c2c(N)ncnc21,False,False,1
044802,1,CC[C@H](c1cn(-c2ccccc2)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044803,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2ccc(Cl)cc2)c2c(N)ncnc21,False,False,1
044804,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044805,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2nccnc2OC)c2c(N)ncnc21,False,False,1
044806,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2cc(F)cnc2OC)c2c(N)ncnc21,False,False,1
044807,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2ccc(OC(F)F)nc2)c2c(N)ncnc21,False,False,1
044808,1,CC[C@H](c1cn(-c2ccc(F)cc2)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044809,1,CC[C@H](c1cn(-c2ccc(F)c(F)c2)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044810,1,CC[C@H](c1cn(-c2ccc(F)cc2F)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044811,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(C2CC2)c2c(N)ncnc21,False,False,1
044812,1,C[C@H](c1cc(-c2ccccc2F)no1)n1cc(-c2ccc(Cl)cc2)c2c(N)ncnc21,False,False,1
044813,1,COc1ncc(-c2cn([C@H](C)c3cc(-c4ccccc4F)no3)c3ncnc(N)c23)cn1,False,False,1
044814,1,CC[C@H](c1cn(-c2ccccc2F)nn1)n1cc(-c2cncnc2OC)c2c(N)nc(C)nc21,False,False,1
044815,1,CC[C@H](c1cn(-c2cccc(F)c2F)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044816,1,CC[C@H](c1cn(-c2cc(F)ccc2F)nn1)n1cc(-c2cncnc2OC)c2c(N)ncnc21,False,False,1
044817,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O[C@@H]1O[C@H](COC(=O)Cc2ccccc2[N+](=O)[O-])[C@@H](OC(=O)Cc2ccccc2[N+](=O)[O-])[C@H](OC(=O)Cc2ccccc2[N+](=O)[O-])[C@H]1OC(=O)Cc1ccccc1[N+](=O)[O-],True,False,1
044818,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O[C@H]1O[C@H](COC(=O)Cc2ccccc2[N+](=O)[O-])[C@@H](OC(=O)Cc2ccccc2[N+](=O)[O-])[C@H](OC(=O)Cc2ccccc2[N+](=O)[O-])[C@H]1OC(=O)Cc1ccccc1[N+](=O)[O-],True,False,1
044819,1,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(cc(C)c(Br)c2O)O1,False,False,1
044820,1,CC[C@]1(NC(=O)/C=C(\C)CCO)OC(C)=CC1=O,False,False,1
044821,1,C[C@]12CCC[C@H](CC1)N2C(=O)[C@@H](N)Cc1ccccc1,False,False,1
044822,1,C[C@]12CCC[C@H](CC1)N2,False,False,1
044823,1,CCCCCCCCCCCCCC#C[C@@H](O)C#C[Si](C)(C)C,False,False,1
044824,1,COc1cc(/C(C)=C(C(=O)O)/C(=C\c2ccc3c(c2)OCO3)C(=O)N2CCC[C@H]2CO)cc(OC)c1OC,False,False,1
044825,1,CCCCCC[S@@](=O)c1ccc(Cl)cc1,False,False,1
044826,1,CC(C)(C[C@H](OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1)O[Si](C)(C)C(C)(C)C,False,False,1
044827,1,CC(C)(C[C@@H](O)c1ccccc1)O[Si](C)(C)C(C)(C)C,False,False,1
044828,1,CN(C)N=C1CN(CC(=O)Nc2cccc(-c3cnn(C)c3)c2)C(=O)[C@@H](Cc2c(Cl)cccc2Cl)CN1,False,False,1
044829,1,CC1(C)C=Cc2c(cc3oc4c(O)c5c(cc4c(=O)c3c2O)C[C@@H](C(C)(C)O)O5)O1,False,False,1
044830,1,CC1(C)C=Cc2c(cc3oc4c(O)c5c(cc4c(=O)c3c2O)[C@H](O)[C@@H](O)C(C)(C)O5)O1,False,False,1
044831,1,C[C@@H]1OC(=O)CC[C@@H]1O,False,False,1
044832,1,C[C@@H](N)c1ccccc1.O=C(O)c1cccc2ccccc12,False,False,2
044833,1,COC1=CC(=O)[C@]2(C)CO[C@H](O)[C@H]12,False,False,1
044834,1,C=C1C(OC)=CC(=O)[C@]1(C)CO,False,False,1
044835,1,C=C[C@@](C)(O)CC/C=C(\C)C(=O)OC[C@H]1O[C@@H](O[C@]23C[C@@H]4[C@@]2(COC(=O)c2ccccc2)[C@H]2O[C@]4(O)C[C@@]3(C)O2)[C@H](O)[C@@H](O)[C@@H]1O,True,False,1
044836,1,CC1=CC(=O)[C@@H]2C[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]2(C)COC(=O)c1ccccc1,False,False,1
044837,1,CC1=CC(=O)[C@@H]2C[C@@]1(O[C@@H]1O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]1O)[C@@]2(C)CO,False,False,1
044838,1,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,False,False,2
044839,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(F)cc1,False,False,1
044840,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(Br)cc1,False,False,1
044841,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(C)cc1,False,False,1
044842,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(OC)cc1,False,False,1
044843,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc([N+](=O)[O-])cc1,False,False,1
044844,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(C(=O)OC)cc1,False,False,1
044845,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc(CO)cc1,False,False,1
044846,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1cccc(Br)c1,False,False,1
044847,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1cccc(C)c1,False,False,1
044848,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1ccc2ccccc2c1,False,False,1
044849,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)C[C@@H](C)[C@@H]1c1ccccc1,False,False,1
044850,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)C[C@@H](CCCCCC)[C@@H]1c1ccccc1,False,False,1
044851,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)C[C@@H](c2ccccc2)[C@@H]1c1ccccc1,False,False,1
044852,1,C=C1CN(S(=O)(=O)c2ccc(C)cc2)CC[C@@H]1c1cccs1,False,False,1
044853,1,C=C1COCC[C@@H]1c1ccccc1,False,False,1
044854,1,C=C1COCC[C@@H]1c1cccc(C)c1,False,False,1
044855,1,C=C1COCC[C@@H]1c1ccc(C(C)(C)C)cc1,False,False,1
044856,1,C=C1COCC[C@@H]1c1ccc2ccccc2c1,False,False,1
044857,1,C=C1COCC[C@@H]1c1cccs1,False,False,1
044858,1,C=C1COCC[C@@H]1[c]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH-]->81)[cH]->92,True,False,1
044859,1,C=C1COCC[C@@H]1/C=C/c1ccccc1,False,False,1
044860,1,CC1(C)[C@H]2CC[C@@]13CS(=O)(=O)N(C(=O)CBr)C3C2,False,False,1
044861,1,FC(F)(F)O[C@H](CBr)c1ccc(-n2cncn2)cc1,False,False,1
044862,1,Cc1cccc(C)c1OCCN[C@@H](C)CO.O=C(O)CCC(=O)O,False,False,2
044863,1,CC=CC1=CC(=O)[C@H](C)[C@H]1C,False,False,1
044864,1,CC=CC1=CC(=O)[C@H](C)[C@@H]1C,False,False,1
044865,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@H](CC(C)C)N1,False,False,1
044866,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@H](Cc2ccccc2)N1,False,False,1
044867,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@H](c2ccccc2)N1,False,False,1
044868,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](CC(C)C)N1,False,False,1
044869,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](Cc2ccccc2)N1,False,False,1
044870,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](c2ccccc2)N1,False,False,1
044871,1,CCOC(=O)C[C@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](COCc2ccccc2)N1,False,False,1
044872,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](COCc2ccccc2)N1,False,False,1
044873,1,CCOC(=O)C[C@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](CCCNC(=O)OCc2ccccc2)N1,False,False,1
044874,1,CCOC(=O)C[C@@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])C[C@@H](CCCNC(=O)OCc2ccccc2)N1,False,False,1
044875,1,CC1C=C[C@H]2[C@@H](C1)C2(C)C,False,False,1
044876,1,COc1cc(/C=C2/C(=O)OC[C@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,False,False,1
044877,1,COC(=O)Nc1ccccc1C(=O)N[C@@H](CCC(N)=O)OC,False,False,1
044878,1,COC(=O)Nc1ccccc1C(=O)N[C@H](OC)C(C)C,False,False,1
044879,1,C[C@@]12C[C@@]3(O)O[C@@](C)(O1)[C@@H]1c4oc5cc(O)c(O)c(C(=O)O)c5c(=O)c4C[C@]34COc3cc(O)c(O)c(C(=O)O)c3[C@@]14O2,False,False,1
044880,1,CC1(C)[C@@H]2Cc3cc4-c5cccc[n]5->[Dy+3]567(<-[O]=C(C=C([O-]->5)C(F)(F)F)c5ccccc5)(<-[O]=C(C=C([O-]->6)C(F)(F)F)c5ccccc5)(<-[O]=C(C=C([O-]->7)C(F)(F)F)c5ccccc5)<-[n]4cc3[C@H]1C2,False,False,1
044881,1,CCCCCCCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CC[C@H]([C@H](O)CCCCCCCCCC[C@@H](O)CC3=C[C@H](C)OC3=O)O2)O1,False,False,1
044882,1,COc1cc2c(c(OC)c1O)[C@@H]1c3c(cc(OC)c(O)c3OC)OC[C@H](C2)[C@H]1CO,False,False,1
044883,1,CC1=C2C[C@@]3(C)CCC(C)(C)[C@H]3[C@@H]3CC[C@H](C)[C@]23CC1,False,False,1
044884,1,C[C@@H]1[OH]->[Cu+2]2(<-[OH2])(<-[O-]C1=O)<-[O-]C(=O)[C@H](C)[OH]->2.O,False,False,2
044885,1,COc1ccc([C@H]2CN(C(=O)OC(C)(C)C)C[C@H]2C(=O)Nc2cccc3cccnc23)cc1,False,False,1
044886,1,COc1ccc([C@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)Nc2cccc3cccnc23)cc1,False,False,1
044887,1,CC(C)(C)OC(=O)N1CC[C@@H](c2ccc(F)cc2)[C@@H](C(=O)Nc2cccc3cccnc23)C1,False,False,1
044888,1,CC(C)(C)OC(=O)N1CC[C@@H](c2ccc(F)cc2)[C@H](C(=O)Nc2cccc3cccnc23)C1,False,False,1
044889,1,CC[C@]1(CO)CCCn2ccc(-c3ccccc3[N+](=O)[O-])c21,False,False,1
044890,1,CC[C@]1(/C=C/C(=O)OC)CCCn2ccc(-c3ccccc3[N+](=O)[O-])c21,False,False,1
044891,1,CO[C@H]1O[C@H](C(=O)C(C)(C)O)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044892,1,CO[C@H]1O[C@H](C(=O)C(C)(C)OC)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044893,1,CO[C@H]1O[C@H]([C@H]2OC2(C)C)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044894,1,CO[C@H]1O[C@H]([C@@H](OC(C)=O)C(C)(C)O)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044895,1,CO[C@H]1O[C@H](C(O)C(C)(C)O)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044896,1,CO[C@H]1O[C@H](C(O)C(C)(C)OC)C[C@@H]1[C@H]1CC[C@@]2(C)C3=CC[C@@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False,False,1
044897,1,C=C1[C@H]2OC(=O)[C@@]34CC[C@@]5(C)[C@@H]6CCC(=O)[C@H](C)[C@@]6(C)CC[C@@H]5[C@@]3(C)CC[C@@](C)(C[C@@H]1O)[C@@H]24,False,False,1
044898,1,C=C1[C@H]2OC(=O)[C@@]34CC[C@@]5(C)[C@@H]6C[C@H](O)C(=O)[C@H](C)[C@@]6(C)CC[C@@H]5[C@@]3(C)CC[C@@](C)(C[C@@H]1O)[C@@H]24,False,False,1
044899,1,CCCCC1(C2CCCC2)C(=O)c2c3cc(c(Cl)c2Cl)[C@H](C(=O)O)OC31,True,False,1
044900,1,[2H]N(C([2H])([2H])[2H])[C@@]([2H])(C)Cc1ccccc1,False,False,1
044901,1,[2H]CC([2H])(C)N([2H])C([2H])([2H])[C@]([2H])(COc1cccc2ccccc12)O[2H],False,False,1
044902,1,CC(C)(C)[Si@@]1(C)Oc2ccccc2/C1=C/c1cc2ccccc2o1,False,False,1
044903,1,COc1ccc2c(c1)/C(=C/c1cc3cc(OC)ccc3o1)[Si@@](C)(C(C)(C)C)O2,False,False,1
044904,1,Cc1ccc2c(c1)/C(=C/c1cc3cc(C)ccc3o1)[Si@@](C)(C(C)(C)C)O2,False,False,1
044905,1,CC(C)(C)[Si@@]1(C)Oc2ccc(-c3ccccc3)cc2/C1=C/c1cc2cc(-c3ccccc3)ccc2o1,False,False,1
044906,1,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](COC(C)=O)[C@@H]2COC(=O)c2ccccc2)ccc1O,False,False,1
044907,1,COc1ccc(N[C@@H](C#Cc2ccccc2Cl)C(F)(F)F)cc1,False,False,1
044908,1,CCCc1ccc(C#C[C@H](Nc2ccc(OC)cc2)C(F)(F)F)cc1,False,False,1
044909,1,COc1ccc(N[C@@H](C#Cc2ccc(C(C)(C)C)cc2)C(F)(F)F)cc1,False,False,1
044910,1,CCCCC#C[C@H](Nc1ccc(OC)cc1)C(F)(F)F,False,False,1
044911,1,c1ccc([P@](c2ccc3ccccc3c2)c2cccc3c2oc2ccccc23)cc1,False,False,1
044912,1,COc1ccc([P@@](c2ccccc2)c2ccccc2Oc2ccccc2)cc1,False,False,1
044913,1,COC(=O)C1=CC(OC)=C(Cl)C(=O)[C@@]12OC(=O)c1c(O)cc(C)cc1O2,False,False,1
044914,1,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1SCBr,False,False,1
044915,1,CC1C[C@H]2[C@@H]3Cn4c(cccc4=O)[C@H](CN2C)[C@H]13,False,False,1
044916,1,C[C@H]1C[C@H](O)CC2=CC[C@H](C(C)(C)O)C[C@]21C,False,False,1
044917,1,CC(C)(O)[C@@H]1C[C@]2(C)C(=CC1=O)CCC[C@@]2(C)O,False,False,1
044918,1,CC(C)=CCC[C@@](C)(O)[C@@H]1Cc2c(O)cc(O)c(C(=O)c3ccccc3)c2O1,False,False,1
044919,1,CCCN[C@@H](C)Cc1ccc(C)cc1.Cl,False,False,2
044920,1,CN[C@@H](C)Cc1ccc(C)cc1.Cl,False,False,2
044921,1,CCN[C@@H](C)Cc1ccc(C)cc1.Cl,False,False,2
044922,1,CCOC(=O)C(C(=O)OCc1ccccc1)[C@]1(c2c[nH]c3ccccc23)C(=O)Nc2ccccc21,False,False,1
044923,1,CCOC(=O)C(C(=O)OCC)[C@]1(c2cc3c(cc2O)OCO3)C(=O)Nc2ccccc21,False,False,1
044924,1,CC(=O)NC(C)(C)CC1=C[C@]2(C)C(=O)C(C)(C)NC(C)=C2C1=O,False,False,1
044925,1,CC(=O)NC(C)(C)C[C@@]1(O)C(=O)C2=C(C)NC(C)(C)C(=O)[C@@]2(C)[C@H]1O,False,False,1
044926,1,CC(=O)NC(C)(C)[C@H]1C=C2CC(C)(C)NC(C)=C2C(=O)[C@@H]1C,False,False,1
044927,1,CC1=C2C(=O)C3=CC(C)(C)N=C4CC(C)(C)C[C@]2(CC(C)(C)N1)[C@@]34O,False,False,1
044928,1,CCCCC[C@@H]1C[C@@H]2CC[C@@H]3C[C@H](C)NC(=[N+]32)N1.O=C[O-],False,False,2
044929,1,CCC/C=C\CC[C@H]1C[C@H]2CC[C@H]3C(C(=O)OCCCCNC(=N)N)=C(CCCCC)NC(=[N+]23)N1.O=C([O-])C(F)(F)F.[H+],False,False,3
044930,1,CC[C@H]1C(c2ccccc2)=C(C)C(=O)[C@@]1(F)C(=O)OC,False,False,1
044931,1,CC1=C(c2ccccc2)[C@H](c2ccccc2)[C@H](F)C1=O,False,False,1
044932,1,CC1=C(c2ccccc2)[C@H](c2ccccc2)[C@@H](F)C1=O,False,False,1
044933,1,COC(=O)[C@]1(F)C(=O)C(C)=C(c2ccccc2)[C@@H]1c1ccccc1,False,False,1
