idx,rot_sign,SMILES,point_group,point_group_noH
024491,1,C=C(C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)CO)O1,C1,C1
024492,1,CC(C)(C)NC[C@@H]1COC[C@]2(COC[C@@H](CO)O2)O1,C1,C1
024493,1,C[C@](CCCBr)(C(=O)O)c1ccccc1,C1,C1
024494,1,COC(=O)[C@]1(C)CC[C@@H]2[C@H](CC1=O)C2(C)C,C1,C1
024495,1,CC1(C)[C@@H]2CC[C@@]1(C)/C(=N/NC(N)=O)C2,C1,C1
024496,1,C[C@@H]1CC[C@@H]2[C@H](C(=O)[C@H](C)CCC1=O)C2(C)C,C1,C1
024497,1,CCC[C@H](O)C[C@@H]1CC[C@H]([C@H](CC)C(=O)OC)O1,C1,C1
024498,1,CC[C@@]1(CCC(=O)OC)CCC(=O)CC1=O,C1,C1
024499,1,CC1=CCC[C@]2(C)Cc3occ(C)c3C[C@H]12,C1,C1
024500,1,C[C@@]12CO[C@@H](CC(=O)c3ccccc3)[C@@H]1[C@H]1CC[C@@H]2C1,C1,C1
024501,1,CC(=O)O[C@H]1C=C2[C@H](C)CC[C@@H]3[C@H]([C@@H]2C1)C3(C)C,C1,C1
024502,1,CCCCCCO[C@@H]1C/C=C\CCCCCCCC(=O)O1,C1,C1
024503,1,CCOC(=O)[C@](C)(CCCBr)c1ccccc1,C1,C1
024504,1,COC(=O)[C@@]1(C)CCO[C@H](c2ccccc2)O1,C1,C1
024505,1,C=C(C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)C(=O)O)O1,C1,C1
024506,1,C=CC1=C(Br)C=C[C@H](O[Si](C)(C)C(C)(C)C(C)C)[C@@H]1O,C1,C1
024507,1,CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)OC,C1,C1
024508,1,CN1C(=O)[C@H]2C(c3ccccc3)=CC=C[C@H]2C1=O,C1,C1
024509,1,CCCCCCCCCCCC[C@H]1C(=O)NC(=O)[C@H]1C,C1,C1
024510,1,CC=C(C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)C(=O)O)O1,C1,C1
024511,1,CCCCCCCCCCCC[C@@H](COC(C)=O)[C@H](C)COC(C)=O,C1,C1
024512,1,CC[C@H](C)C(=O)Oc1ccc(OCc2ccccc2)cc1,C1,C1
024513,1,COC(=O)[C@](C)(CC12CC3CC(CC(C3)C1)C2)C(=O)O,C1,C1
024514,1,CCCCCCCCCCCC[C@@H](C(=O)OCC)[C@H](C)C(=O)OCC,C1,C1
024515,1,COC(c1ccccc1)(c1ccccc1)[C@H](N)c1ccccc1,C1,C1
024516,1,CN(C(=O)/C=C/c1ccccc1)[C@H](CO)Cc1ccccc1,C1,C1
024517,1,COC(=O)[C@@](C)(C(=O)O)c1cccc(-c2ccccc2)c1,C1,C1
024518,1,CC[C@@]1(CCC(=O)OC)CCC(Sc2ccccc2)=CC1=O,C1,C1
024519,1,CCCCC[C@H](CC[C@@H](CCCC)OS(C)(=O)=O)OS(C)(=O)=O,C1,C1
024520,1,CC(=O)[C@@]1(O)[C@@H]2CC[C@H]3[C@]4(C)CCCC(C)(C)[C@H]4CC[C@]3(C2)[C@H]1CO,C1,C1
024521,1,COc1cc(OC)c([C@@H]2OC[C@@]3(C)[C@@H]4CC[C@@H](C4)[C@@H]23)c(OC)c1,C1,C1
024522,1,Cc1ccc([S@](=O)[C@@H]2C=C[C@H](C)[C@@H]3C(=O)N(C)C(=O)[C@@H]32)cc1,C1,C1
024523,1,CC(c1ccccc1)N1C[C@H](c2ccccc2)[C@@H](c2ccccc2)C1,C1,C1
024524,1,CC[C@@]1(CCC(=O)OC)CCC(Nc2ccccc2I)=CC1=O,C1,C1
024525,1,COc1ccc(CC[C@H](NC(=O)C(F)(F)F)C(=O)O)cc1,C1,C1
024526,1,O=C1Nc2ccc(Cl)cc2S[C@@H](c2ccc(O)cc2)[C@H]1O,C1,C1
024527,1,C[C@H](c1ccccc1)N1CSCN([C@H](C)c2ccccc2)CSC1,C1,C1
024528,1,COc1cc(C(C)C)c(OC)c2c1[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1CC2,C1,C1
024529,1,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2[11CH2]c1ccccc1,C1,C1
024530,1,C=C=CCC[C@H](O)[C@@H](C)C(=O)N1C(=O)O[C@@H](c2ccccc2)[C@H]1C,C1,C1
024531,1,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1OC(=O)CC(=O)O[C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2,C1,C1
024532,1,CCC(=O)CC[C@@]1(C)C(=O)CCc2c(OC)c(C(C)C)cc(OC)c21,C1,C1
024533,1,CC=C=CCC[C@H](O)[C@@H](C)C(=O)N1C(=O)O[C@@H](c2ccccc2)[C@H]1C,C1,C1
024534,1,Cc1coc2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)OC(C)(C)C,C1,C1
024535,1,Cc1ccc([S@](=O)[C@@H]2C=C[C@H](c3ccccc3)[C@@H]3C(=O)N(C)C(=O)[C@@H]32)cc1,C1,C1
024536,1,COc1cc(C(C)C)c(OC)c2c1[C@@]1(C)CCC(=O)[C@](C)(CO)[C@@H]1CC2,C1,C1
024537,1,CC1(C)OC[C@H](COCC(O)COC[C@H]2CN(C(C)(C)C)C(c3ccccc3)O2)O1,C1,C1
024538,1,C[C@@H]1CC[C@H]2[C@@H](CC(=O)OC(C)(C)C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,C1,C1
024539,1,COc1cc([C@@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(O)c(OC)c2)ccc1O,C1,C1
024541,1,COC(=O)C1=C(C)[C@@H]2CCc3c(OC)c(C(C)C)cc(OC)c3[C@@]2(C)CC1,C1,C1
024542,1,CN(C)CCN1C(=O)[C@H](O)[C@H](c2ccc(O)cc2)Sc2cc(Cl)ccc21,C1,C1
024543,1,CC1(C)OC[C@H](COCC(=O)COC[C@H]2CN(C(C)(C)C)C(c3ccccc3)O2)O1,C1,C1
024544,1,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC#N)C(=O)[C@@H]2O)cc1,C1,C1
024545,1,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC(=O)O)C(=O)[C@@H]2O)cc1,C1,C1
024546,1,C#CCC(CC#C)(C(=O)O[C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2)C(=O)O[C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2,C1,C1
024547,1,O=C1N[C@H]2CS(=O)C(CCCCC(=O)Oc3ccc([N+](=O)[O-])cc3)[C@H]2N1,C1,C1
024548,1,CC(=O)O[C@H]1C(=O)N(CC(=O)O)c2ccc(Cl)cc2S[C@H]1c1ccc(O)cc1,C1,C1
024549,1,CCOC(=O)c1[nH]c2cccc3c2c1CC[C@H](NC(=O)C(F)(F)F)C3=O,C1,C1
024550,1,CCCCCCCCCCCC[C@@H](COC(=O)c1ccccc1)[C@H](C)COC(=O)c1ccccc1,C1,C1
024551,1,CC(=O)OC(C)(C)[C@@H]1CC[C@@](C)([C@H](O)COc2ccc(CCNC(=O)c3ccccc3)cc2)O1,C1,C1
024552,1,CCOC(=O)CN1C(=O)[C@H](O)[C@H](c2ccc(OC)cc2)Sc2cc(Cl)ccc21,C1,C1
024553,1,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC(=O)O)C(=O)[C@@H]2OC(C)=O)cc1,C1,C1
024554,1,CCOC(=O)c1[nH]c2ccccc2c1CC[C@H](NC(=O)C(F)(F)F)C(=O)O,C1,C1
024555,1,CCOC(=O)c1[nH]c2ccccc2c1CC[C@H](NC(=O)C(F)(F)F)C(=O)OC,C1,C1
024556,1,Cc1coc2c(OCc3ccccc3)cc3c(c12)[C@H](CCl)CN3C(=O)OC(C)(C)C,C1,C1
024557,1,Cc1coc2c(OCc3ccccc3)cc3c(c12)[C@H](CO)CN3C(=O)OC(C)(C)C,C1,C1
024558,1,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC#N)C(=O)[C@@H]2OC(C)=O)cc1,C1,C1
024559,1,CCC[14C](=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024560,1,[3H]/C(C)=C\C(=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024561,1,CCOC(=O)c1[nH]c2cccc3c2c1C(OC)C[C@H](NC(=O)C(F)(F)F)C3=O,C1,C1
024562,1,C/C=C/[14C](=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024563,1,[3H]C(C)(CC)CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024564,1,CCC(Br)[14C](=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024565,1,CC[C@]12CC=C3N(S(=O)(=O)c4ccc(OC)cc4)c4ccccc4[C@]34CC(=O)N(CCC1)[C@H]24,C1,C1
024566,1,CN(C)CCN1C(=O)[C@H](O)[C@H](c2ccc(OCc3ccccc3)cc2)Sc2cc(Cl)ccc21,C1,C1
024567,1,[3H]C(C)(CC)[C@@H](Br)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024568,1,[3H]C(C)(CC)[C@H](N)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024569,1,O=C(O)CN1C(=O)[C@H](O)[C@H](c2ccc(OCc3ccccc3)cc2)Sc2cc(Cl)ccc21,C1,C1
024570,1,COC(=O)CN1C(=O)[C@H](O)[C@H](c2ccc(OCc3ccccc3)cc2)Sc2cc(Cl)ccc21,C1,C1
024571,1,CCCCCCCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CC[C@H]([C@H](O)CCCCCCCCC[C@@H](O)CC3=C[C@H](C)OC3=O)O2)O1,C1,C1
024572,1,CC[C@@]1(CCCN=[N+]=[N-])CCc2c(c3ccccc3n2S(=O)(=O)c2ccc(OC)cc2)C1=O,C1,C1
024573,1,[3H]C(C)(CC)[C@H](N=[N+]=[N-])C(=O)O[C@H]1C[C@@H]2CC[C@@]1(S(=O)(=O)N(C1CCCCC1)C1CCCCC1)C2(C)C,C1,C1
024574,1,CC[C@]12CCCN(C(=O)CSc3ccccc3)[C@H]1c1c(n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc13)CC2,C1,C1
024578,1,CN(CCN1C(=O)[C@H](O)[C@H](c2ccc(OCc3ccccc3)cc2)Sc2cc(Cl)ccc21)C(=O)OCc1ccccc1,C1,C1
024579,1,CC(=O)O[C@H]1C(=O)N(CCN(C)C(=O)OCc2ccccc2)c2ccc(Cl)cc2S[C@H]1c1ccc(OCc2ccccc2)cc1,C1,C1
024581,1,CCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)C(OC)(c1ccccc1)C(F)(F)F,C1,C1
024582,1,CCCCCCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)C(OC)(c1ccccc1)C(F)(F)F,C1,C1
024583,1,CCCCCCCCCCCCCCCCO[C@@H]1CCC[C@@]1(COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)[C@](OC)(c1ccccc1)C(F)(F)F,C1,C1
024585,1,CCCCCCCCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)C(OC)(c1ccccc1)C(F)(F)F,C1,C1
024598,1,CCOC(=O)[C@](C)(CCCOc1cccc(Cl)c1-c1c2nc(c(-c3c(Cl)cccc3Cl)c3ccc([nH]3)c(-c3c(Cl)cccc3Cl)c3nc(c(-c4c(Cl)cccc4Cl)c4ccc1[nH]4)C=C3)C=C2)c1ccccc1,C1,C1
024599,1,CO[C@@](C(=O)O[C@H](COCCCCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)[C@](OC)(c1ccccc1)C(F)(F)F)COS(=O)(=O)c1cccc([N+](=O)[O-])c1)(c1ccccc1)C(F)(F)F,C1,C1
024600,1,CO[C@@](C(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)[C@](OC)(c1ccccc1)C(F)(F)F)COS(=O)(=O)c1cccc([N+](=O)[O-])c1)(c1ccccc1)C(F)(F)F,C1,C1
024601,1,CCCCCCCCCCCCCCCCOC[C@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)C(OC)(c1ccccc1)C(F)(F)F,C1,C1
024602,1,CCCCCCCCCCCCCCCCOC[C@@H](COS(=O)(=O)c1cccc([N+](=O)[O-])c1)OC(=O)C(OC)(c1ccccc1)C(F)(F)F,C1,C1
024603,1,CCCCCCCCCCCC[C@@H](OC(C)=O)[C@H]1CC[C@H]([C@@H](CC[C@H](OC(C)=O)[C@@H]2CC[C@@H](CCCCC[C@H](CC3=C[C@H](C)OC3=O)OC(C)=O)O2)OC(C)=O)O1,C1,C1
024607,1,CC(C)[C@@H]1CC[C@@H](CO)C[C@@H]1O,C1,C1
024608,1,C[C@@H]1CCC[C@]2(C)CC[C@@H]3[C@H]([C@H]12)C3(C)C,C1,C1
024609,1,CC(C)(O)[C@@H]1CC[C@](C)(O)C[C@@H]1O,C1,C1
024610,1,CN(C)[C@@H]1[C@@H](O)[C@@]2(C)CC[C@@H]1C2(C)C,C1,C1
024611,1,CO[C@H]1CC[C@]2(C1)[C@@H](C)CCC[C@]2(C)O,C1,C1
024612,1,C[C@@H]1CC[C@@H]2[C@H](CC1=O)C2(C)C,C1,C1
024613,1,C[C@H]1CC[C@@H]2[C@H](CC1=O)C2(C)C,C1,C1
024614,1,CC1(C)[C@@H]2CC[C@@]1(C)C[S@](=O)C2,C1,C1
024615,1,ON1CCC[C@@H]1c1ccccc1,C1,C1
024616,1,O[C@@H]1[C@@H]2[C@@H](O)[C@@H](O)[C@@H](O)CN2C[C@H]1O,C1,C1
024617,1,O[C@@H]1[C@H]2[C@@H](O)[C@@H](O)[C@@H](O)CN2C[C@H]1O,C1,C1
024618,1,COC1=CC(=O)C[C@@H](CO)C1,C1,C1
024619,1,C[C@H](N=O)c1cccc2ccccc12,C1,C1
024620,1,CO[C@H]1O[C@@H]([C@@H]2CO2)[C@@H]2OC(C)(C)O[C@H]12,C1,C1
024621,1,CO[C@H]1O[C@@H]([C@H]2CS2)[C@@H]2OC(C)(C)O[C@H]12,C1,C1
024622,1,OC[C@@H](O)[C@H](O)[C@H]1NC[C@H](O)[C@H](O)[C@@H]1O,C1,C1
024623,1,C=CC[C@@H]1C(=O)[C@H](C)CC[C@@H]2[C@H]1C2(C)C,C1,C1
024624,1,C=CC[C@@H]1C(=O)[C@@H](C)CC[C@@H]2[C@H]1C2(C)C,C1,C1
024625,1,CO[C@H]1O[C@@H]([C@H](Br)CO)[C@@H]2OC(C)(C)O[C@H]12,C1,C1
024626,1,CCCC/C=C(\C)C[C@H]1CCN(C)C1=O,C1,C1
024627,1,O[C@@H](CCl)CNCc1ccc(F)cc1,C1,C1
024628,1,CC[C@H](O)CCCCC1=C(C)C(=O)OC1,C1,C1
024629,1,C[C@H]1CC[C@@H]2[C@H]([C@@H]3CC(=O)C=C31)C2(C)C,C1,C1
024630,1,COC(=O)[C@@H](C)[C@H]1CC[C@@H]([C@@H](C)CO)O1,C1,C1
024631,1,CC[C@H](C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)CO)O1,C1,C1
024632,1,CC(C)(O)[C@@H]1[C@H]2CC[C@@](C)(C[S@@]1=O)C2(C)C,C1,C1
024633,1,CC(=O)C[C@@H]1C(=O)[C@H](C)CC[C@@H]2[C@H]1C2(C)C,C1,C1
024634,1,CC(=O)C[C@@H]1C(=O)[C@@H](C)CC[C@@H]2[C@H]1C2(C)C,C1,C1
024635,1,O=C1CCC[C@@]2(CCCO2)[C@]12CCCS2,C1,C1
024636,1,O=C1CC2(CCCC2)[C@@H](C(=O)O)O1,C1,C1
024637,1,C=C(C)[C@@H]1CC[C@@H](C)[C@@]2(O)CC[C@@H](C)C(=O)[C@@H]12,C1,C1
024638,1,C=C(C)[C@@H]1CC[C@@H](C)[C@@]2(O)CC[C@H](C)C(=O)[C@@H]12,C1,C1
024639,1,C[C@@H]1CCC(=O)[C@@H](C)C/C=C/C(C)(C)CC1=O,C1,C1
024640,1,C[C@@H]1C/C=C/C(C)(C)CC(=O)[C@H](C)CCC1=O,C1,C1
024641,1,CCCCC[C@H](C)NC(=O)CC(=O)c1ccccc1,C1,C1
024642,1,CN(C)C[C@H]1CCO[C@H](c2ccccc2)O1,C1,C1
024643,1,CN(C)C[C@@H]1CCO[C@H](c2ccccc2)O1,C1,C1
024644,1,COC(=O)[C@@](C)(C(=O)O)C1C2CCCC1CCC2,C1,C1
024645,1,Fc1ccc(CN2CCO[C@H](CCl)C2)cc1,C1,C1
024646,1,COC(=O)[C@H]1CCO[C@@H](c2ccccc2)O1,C1,C1
024647,1,COC(=O)[C@H]1CCO[C@H](c2ccccc2)O1,C1,C1
024648,1,CC1(C)O[C@@H]2[C@H](O)[C@H]([C@@H](O)[C@H]3COC(C)(C)O3)NC[C@@H]2O1,C1,C1
024649,1,CC1(C)O[C@@H]2[C@H](O)[C@@H]([C@@H](O)[C@H]3COC(C)(C)O3)NC[C@@H]2O1,C1,C1
024650,1,CC(=O)O[C@H]1c2ccccc2-c2ccccc2[C@@H]1Br,C1,C1
024651,1,CN(C)C(=O)[C@H]1CCO[C@H](c2ccccc2)O1,C1,C1
024652,1,CN(C)C(=O)[C@@H]1CCO[C@H](c2ccccc2)O1,C1,C1
024653,1,CN1Cc2ccccc2[C@](O)(c2ccc(Cl)cc2)C1,C1,C1
024654,1,O=C1CO[C@@H](CCl)CN1Cc1ccc(F)cc1,C1,C1
024655,1,CCOC(=O)COc1ccc2c(c1)C[C@H](N)CC2,C1,C1
024656,1,CC(=O)O[C@@H]1C[C@H]2[C@@H](C=C1C)Cc1ccoc1C2(C)C,C1,C1
024657,1,CC(=O)O[C@@H]1C[C@H]2[C@@H](C=C1C)Cc1occc1C2(C)C,C1,C1
024658,1,Cc1cn([C@@H]2OC[C@@]3(C)[C@@H]4CC[C@@H](C4)[C@@H]23)c(=O)[nH]c1=O,C1,C1
024659,1,CC[Si](CC)(CC)OC1=C[C@H](Cc2ccc3c(c2)OCO3)C1,C1,C1
024660,1,C=CC[C@@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,C1,C1
024661,1,CC[C@H](C(=O)OC)[C@H]1CC[C@@H](CCOCc2ccc(OC)cc2)O1,C1,C1
024662,1,C[C@@H](CCOC(=O)c1ccccc1)N(C)S(=O)(=O)C(F)(F)F,C1,C1
024663,1,COC(=O)C1=C(C(=O)OCc2ccccc2)[C@H]2C=C[C@@H]1CC2,C1,C1
024664,1,CC=C(C(=O)OC)[C@H]1CC[C@@H](CCOCc2ccc(OC)cc2)O1,C1,C1
024665,1,COC(=O)C1=C(C(=O)OCc2ccccc2)[C@@H]2C=C[C@H]1C2,C1,C1
024666,1,CO[C@H]1O[C@@H]([C@@H](COC(C)=O)SC(C)=O)[C@@H]2OC(C)(C)O[C@H]12,C1,C1
024667,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)CNC(=O)c1ccccc1Cl,C1,C1
024668,1,CCCCCCC[C@H](OC(=O)c1ccccc1)C(=O)c1ccccc1,C1,C1
024669,1,O=C1c2ccccc2C(=O)[C@@H]2[C@H]1[C@H]1/C=C\c3ccccc3-c3ccccc3[C@H]12,C1,C1
024670,1,Cc1ccc(S(=O)(=O)OC[C@@H]2CC(c3ccccc3)=NO2)cc1,C1,C1
024671,1,C[C@H](COC(=O)[C@@H](C)NC(=O)c1ccccc1)NC(=O)c1ccccc1,C1,C1
024672,1,C[C@H](COC(=O)[C@H](C)NC(=O)c1ccccc1)NC(=O)c1ccccc1,C1,C1
024673,1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C(Br)NC(=O)c1ccccc1Cl,C1,C1
024674,1,C=CC[C@@H](NC(=O)c1ccccc1Cl)C(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,C1,C1
024675,1,C=CC[C@H](NC(=O)c1ccccc1Cl)C(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,C1,C1
024676,1,CCOC(=O)COc1ccc2c(c1)C[C@H](NC(=O)OC(C)(C)C)CC2,C1,C1
024677,1,COc1cc(C(C)C)c(OC)c2c1[C@@]1(C)CCC(O[Si](C)(C)C)=C(C)[C@@H]1CC2,C1,C1
024678,1,O=C1c2ccccc2C(=O)N1C[C@@H]1CN(Cc2ccc(F)cc2)CCO1,C1,C1
024679,1,COc1cc(C(C)C)c(OC)c2c1[C@@]1(C)CCC(C(=O)O)=C(C)[C@@H]1CC2,C1,C1
024680,1,C#CCC(CC#C)(C(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C)C(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,C1,C1
024681,1,CNCCN1C(=O)[C@H](O)[C@H](c2ccc(O)cc2)Sc2cc(Cl)ccc21,C1,C1
024682,1,O=C1C(Cl)=C(Cl)[C@]2(O[C@H]3C=C[C@@H]2c2ccccc2-c2ccccc23)c2ccccc21,C1,C1
024683,1,CNCCN1C(=O)[C@H](O)[C@H](c2ccc(OC)cc2)Sc2cc(Cl)ccc21,C1,C1
024684,1,COC(=O)[C@H](C)OC(=O)NC(Cc1ccccc1)(C(=O)OC)C(F)(F)F,C1,C1
024685,1,C[C@H](COC(=O)[C@@H](C)NC(=O)OCc1ccccc1)NC(=O)c1ccccc1,C1,C1
024686,1,C=C(C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)C(=O)N2C(=O)O[C@@H](c3ccccc3)[C@H]2C)O1,C1,C1
024687,1,CC(=O)O[C@H](C(=O)OC[C@@H]1ON(Cc2ccccc2)[C@@H]2[C@H]1CS[C@H]2C)c1ccccc1,C1,C1
024688,1,CC(=O)O[C@H](C(=O)OC[C@H]1ON(Cc2ccccc2)[C@H]2[C@@H]1CS[C@@H]2C)c1ccccc1,C1,C1
024689,1,CC(=O)O[C@H]1C(=O)N(CCN(C)C)c2ccc(Cl)cc2S[C@H]1c1ccc(O)cc1,C1,C1
024690,1,CC(C)(C)[C@H](O)[C@@H]1C[C@@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)OC1=O,C1,C1
024691,1,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN)C(=O)[C@@H]2OC(C)=O)cc1,C1,C1
024692,1,CNCCN1C(=O)[C@H](OC(C)=O)[C@H](c2ccc(O)cc2)Sc2cc(Cl)ccc21,C1,C1
024693,1,CC=C(C(=O)OC)[C@H]1CC[C@@H]([C@@H](C)C(=O)N2C(=O)O[C@@H](c3ccccc3)[C@H]2C)O1,C1,C1
024694,1,CC(=O)OC[C@@H]1S[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C1,C1
024695,1,CNCCN1C(=O)[C@H](OC(C)=O)[C@H](c2ccc(OC)cc2)Sc2cc(Cl)ccc21,C1,C1
024696,1,CC1=C(C)/C(=C/c2[nH]c(C[C@]3(C)C=CC(=O)N3)c(C)c2C)N=C1C[C@]1(C)C=CC(=O)N1,C1,C1
024697,1,COc1cc(C(C)C)c(OC)c2c1[C@@]1(C)CCC(OS(=O)(=O)C(F)(F)F)=C(C)[C@@H]1CC2,C1,C1
024698,1,CC[C@]12CCCN(C(=O)OC)[C@@H]1c1c(n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc13)CC2,C1,C1
024699,1,CC[C@]12CCCN(C(=O)OC)[C@H]1c1c(n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc13)CC2,C1,C1
024702,1,COC(=O)[C@H]([C@@H]1O[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2OC(C)(C)O[C@H]21)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1COC(C)(C)O1,C1,C1
024703,1,COC(=O)[C@@H]([C@@H]1O[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2OC(C)(C)O[C@H]21)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1COC(C)(C)O1,C1,C1
024704,1,CC(=O)O[C@H]1C(=O)N(CCN(C)C)c2ccc(Cl)cc2S[C@H]1c1ccc(OCc2ccccc2)cc1,C1,C1
024705,1,Cc1c(C[C@@]2(C)C=CC(=O)N2OC(=O)N[C@H](C)c2cccc3ccccc23)[nH]c(C(=O)OC(C)(C)C)c1C,C1,C1
024706,1,CN(CCN1C(=O)[C@H](O)[C@H](c2ccc(OCc3ccccc3)cc2)Sc2cc(Cl)ccc21)Cc1ccccc1,C1,C1
024707,1,CC(=O)O[C@H]1C(=O)N(CCN(C)Cc2ccccc2)c2ccc(Cl)cc2S[C@H]1c1ccc(OCc2ccccc2)cc1,C1,C1
024709,1,CC1(C)O[C@@H]2[C@H](O1)[C@@H](O[Si](C)(C)C(C)(C)C)O[C@H]2[C@H](C(=O)OCc1ccccc1)[C@H](O[Si](C)(C)C(C)(C)C)[C@H]1COC(C)(C)O1,C1,C1
024710,1,CC1(C)O[C@H]2[C@@H](O1)[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]2[C@H](C(=O)OCc1ccccc1)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1COC(C)(C)O1,C1,C1
024715,1,CCCCC#CCC[C@H](C)O,C1,C1
024716,1,[2H][C@H]1CCC(=O)C1,C2,C2
024717,1,C[C@@H]1CCCC(=O)C1(C)C,C1,C1
024718,1,CC1=C/C=C\[C@@](C)(O)C/C=C\1,C1,C1
024719,1,CCC(C)CCC[C@@H](C)CC(=O)OC,C1,C1
024720,1,CC/C=C\CC[C@@H](C)CC(=O)OC,C1,C1
024721,1,C[C@@H](CCCCCCO)OC1CCCCO1,C1,C1
024722,1,C=C/C(C)=C/CC[C@@H](C)CC(=O)OC,C1,C1
024723,1,O=C1CC2C[C@H]3CC[C@@H]2C[C@@H]13,C1,C1
024724,1,O[C@H]1CCC[C@@H]1c1ccoc1,C1,C1
024725,1,O[C@H]1CCC[C@H]1c1ccsc1,C1,C1
024726,1,O[C@H]1CCCC[C@@H]1c1ccoc1,C1,C1
024727,1,O[C@H]1CCCC[C@@H]1c1ccsc1,C1,C1
024728,1,O[C@H]1CCCC[C@@H]1c1ccco1,C1,C1
024729,1,C=C1CC[C@H](O)C(C)(C)[C@H]1/C=C/C(C)=O,C1,C1
024730,1,CC1=CC(=O)O[C@H]1COC(C)(C)C,C1,C1
024731,1,O[C@H]1CCCCC[C@@H]1c1ccco1,C1,C1
024732,1,CC1(C)O[C@]2(C)CC[C@H]1CC2=NO,C1,C1
024733,1,CCC(=O)O[C@H]1C[C@@H](C)[C@H]2C[C@@H]1C2(C)C,C1,C1
024734,1,C[N+]1(C)CCC[C@@H]1c1cccnc1,C1,C1
024735,1,CCCCCC[C@]1(C)OC(=O)C=C1O,C1,C1
024736,1,CC(=O)O[C@@H](C)CCCCCCC#CCCCCO,C1,C1
