idx,rot_sign,SMILES,point_group,point_group_noH
022223,1,C[C@@]12C[C@H](O)C[C@@H]1CC(=O)O2,C1,C1
022224,1,C[C@@]12C[C@@H](Br)C[C@@H]1CC(=O)O2,C1,C1
022225,1,CC(C)(O)[C@@H]1CC[C@]1(C)CCO[Si](C)(C)C(C)(C)C,C1,C1
022226,1,CC(C)(O)[C@@H]1CC[C@]1(C)[C@H](O)CO[Si](C)(C)C(C)(C)C,C1,C1
022227,1,CC(=O)O[C@@H]1C[C@@H]2CC(=O)O[C@]2(C)C1,C1,C1
022228,1,CC1CN(C)CCC1=N[C@@H](C)Cc1ccccc1,C1,C1
022229,1,C[C@]1(C(=O)O)[C@@H]2CC[C@@H](C2)[C@@H]1C(=O)O,C1,C1
022230,1,COC(=O)[C@H](OCc1ccccc1)C(F)F,C1,C1
022231,1,CSC(C[C@H](O)COCc1ccccc1)(SC)SC,C1,C1
022232,1,CCOC(=O)[C@@H]1[C@H](O)CCN1C(=O)OCC,C1,C1
022233,1,C[C@@H]1CC[C@@H](C(c2ccccc2)c2ccccc2)[C@H](O)C1,C1,C1
022234,1,O=[S@]1CCCS[C@@H]1c1ccc2c(c1)OCO2,C1,C1
022235,1,CC(C)=CCCC(C)(C)C/C=C(\C#N)[S@@](=O)c1ccc(C)cc1,C1,C1
022236,1,COc1cccc([P@](=O)(OC)c2ccccc2OC)c1,C1,C1
022237,1,COc1ccc([P@](=O)(OC)c2ccccc2OC)cc1,C1,C1
022238,1,C=C(C)[C@H]1CCC(C)(C)C[C@@H]1[C@H](Sc1ccc(C)cc1)C(=O)OC,C1,C1
022239,1,OC[C@H]1OC[C@@H](n2cnc3c(O)ncnc32)O1,C1,C1
022240,1,COc1ccccc1[P@@](=O)(OC)c1ccc2ccccc2c1,C1,C1
022241,1,C[C@H](c1ccccc1)N1CC[C@]2(C)c3ccccc3C[C@H]1[C@H]2C,C1,C1
022242,1,CNc1ncnc2c1ncn2[C@@H]1CO[C@H](CO)O1,C1,C1
022243,1,CC(C)=CCC1CC2=C3N(C=CC(Cl)=N2)C(=S)CN3[C@H]1C,C1,C1
022244,1,C[C@H](c1ccccc1)N1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,C1,C1
022245,1,Cc1coc2c1[C@H]1OC(=O)[C@]3(CC[C@@H]4O[C@@]4(C)C2)O[C@H]13,C1,C1
022246,1,C[C@H](c1ccccc1)N1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,C1,C1
022247,1,CC1(C)[C@H]2CC[C@H](C3([Si](C)(C)c4ccccc4)CC=CCS3(=O)=O)[C@@H]1C2,C1,C1
022249,1,C[C@@H](Cc1cc(F)c(F)c(F)c1F)c1cc(F)c(F)c(F)c1F,C1,C1
022250,1,COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(Br)[C@@H](C2)N(C)CC[C@]314,C1,C1
022251,1,CCN1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1CNC(=O)c1cc(I)cc2c1OCC2,C1,C1
022252,1,COc1cc2c(cc1O)[C@H]1Oc3cc4c(cc3[C@@]1(O)CO2)OCO4,C1,C1
022253,1,CC1=C[C@@]2(C)O[C@@H]1C[C@@]2(C#N)OC(=O)[C@@]12CC[C@@](C)(C(=O)O1)C2(C)C,C1,C1
022254,1,Cc1ccc([S@](=O)CC(=O)CCCCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc1,C1,C1
022255,1,COc1ccc2c3c1O[C@@]1(C)[C@@H](OS(C)(=O)=O)[C@@H](Cl)C=C4[C@@H](C2)N(C)CC[C@]431,C1,C1
022257,1,COc1cc(CCC2(C[C@@H](O)CCCCCO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)SCCCS2)ccc1O,C1,C1
022259,1,CC1(CC[C@]2([N+](=O)[O-])CCCCCCCCCCC2=O)O[C@H](COCc2ccc(Cl)cc2)[C@@H](COCc2ccc(Cl)cc2)O1,C1,C1
022260,1,CC[C@@H]1CCC[C@@H](O)[C@H](C)C(=O)C2=C[C@H]3[C@H](C=C[C@H]4C[C@H](O[C@H]5O[C@H](C)[C@@H](OC)[C@H](OC)[C@@H]5OC)C[C@H]34)[C@H]2CC(=O)O1,C1,C1
022262,1,CC[C@@H]1CCC[C@@H](O[C@@H]2CC[C@@H](N(C)C)[C@H](C)O2)[C@H](C)C(=O)C2=C[C@H]3[C@H](C=C[C@H]4C[C@H](O[C@H]5O[C@H](C)[C@@H](OC)[C@H](OC)[C@@H]5OC)C[C@H]34)[C@H]2CC(=O)O1,C1,C1
022263,1,CC(C)[C@@H]1OC(=O)/C=C/C=C/C=C/C=C/C=C/C[C@@H]2OC(C)(C)O[C@H](C[C@H]3C[C@@H](C[C@@H]4C[C@@H](C[C@@H]5C[C@H](/C=C/[C@@H]1C)OC(C)(C)O5)OC(C)(C)O4)OC(C)(C)O3)[C@H]2C,C1,C1
022266,1,CC[C@@H]1CCC[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H](C)C(=O)C2=C[C@H]3[C@H](C=C[C@H]4C[C@H](O[C@H]5O[C@H](C)[C@@H](OC)[C@H](OC)[C@@H]5OC)C[C@H]34)[C@H]2CC(=O)O1,C1,C1
022267,1,CCC1=C(C)C(=O)N/C1=C\C1=NC(=Cc2[nH]c(/C=C3\NC(=O)C(C)=C3CC)c(C)c2[C@@H](C)CC(N)=O)C([C@@H](C)CC(N)=O)=C1C,C1,C1
022268,1,CCC1=C(C)C(=O)N/C1=C\c1[nH]c(Cc2[nH]c(/C=C3\NC(=O)C(C)=C3CC)c(C)c2[C@H](C)CC(N)=O)c([C@H](C)CC(N)=O)c1C,C1,C1
022269,1,CCC1=C(C)C(=O)N/C1=C\C1=NC(=Cc2[nH]c(/C=C3\NC(=O)C(C)=C3CC)c(C)c2[C@@H](C)CC(=O)NC)C([C@@H](C)CC(=O)NC)=C1C,C1,C1
022270,1,CCC1=C(C)C(=O)N/C1=C\C1=NC(=Cc2[nH]c(/C=C3\NC(=O)C(C)=C3CC)c(C)c2[C@H](C)CC(=O)OC)C([C@H](C)CC(=O)OC)=C1C,C1,C1
022272,1,CC[C@@H]1CCC[C@@H](O[C@@H]2CC[C@@H](NC(=O)OCC3c4ccccc4-c4ccccc43)[C@H](C)O2)[C@H](C)C(=O)C2=C[C@H]3[C@H](C=C[C@H]4C[C@H](O[C@H]5O[C@H](C)[C@@H](OC)[C@H](OC)[C@@H]5OC)C[C@H]34)[C@H]2CC(=O)O1,C1,C1
022277,1,[2H][C@@H]1[C@]([2H])(C)[C@@]1([2H])CC,C1,C1
022278,1,CC1=CC[C@@H]2C(C1)C2(C)C,C1,C1
022279,1,O[C@H]1C[C@H]2CC[C@@H]1C[C@@H]2O,C1,C1
022280,1,C=C(C)C(=O)N[C@@H](C)CC,C1,C1
022281,1,OC[C@]1(Br)CC12CCCCC2,C1,C1
022282,1,C/C=C/C(=O)N[C@@H](C)CC,C1,C1
022283,1,C=C(C)C(=O)N[C@@H](C)CCCCC,C1,C1
022284,1,C=CC(=O)N[C@H](C)CCCCC,C1,C1
022285,1,C/C=C/C(=O)N[C@H](C)CCCCC,C1,C1
022286,1,C[C@]1(C(=O)O)CC12CCCCC2,C1,C1
022287,1,C[C@@H]1C(=O)C[C@H]2C[C@@H]1C[C@@]2(C)O,C1,C1
022288,1,COC(=O)[C@H]1OCC[C@H]1CCl,C1,C1
022289,1,[2H][C@H]1[C@]([2H])(CC)[C@@]1([2H])C(=O)O,C1,C1
022290,1,O=C(O)[C@@]1(Br)CC12CCCCC2,C1,C1
022291,1,CCCC(=O)O[C@H]1CCCCC[C@@H]1Br,C1,C1
022292,1,Oc1ccc2c(c1)[C@H](O)CO2,C1,C1
022293,1,c1ccc([P@@]2c3ccccc3[C@H]3C[C@H]32)cc1,C1,C1
022294,1,C[C@]1(Cl)CC1(c1ccccc1)c1ccccc1,C1,C1
022295,1,N#C[C@@](F)(C(=O)O)c1ccccc1,C1,C1
022296,1,N#C[C@@](F)(C(=O)Cl)c1ccccc1,C1,C1
022297,1,CCCC(=O)O[C@@H]1CC[C@H]2C[C@@H]1CC[C@H]2O,C1,C1
022298,1,C=C[P@](=O)(OC)c1ccccc1OC,C1,C1
022299,1,COC(=O)N1[C@H](CO)CO[C@@H]1C(C)(C)C,C1,C1
022300,1,OC[C@H]1O[C@@H]1C#CC#C[C@H]1O[C@@H]1CO,C2,C2
022301,1,CC1CN(C)CCC1=N[C@H](C)c1ccccc1,C1,C1
022302,1,Cc1ccc2c(c1)[C@@H]1CC[C@H]2c2cc(C)ccc21,C2,C2
022303,1,CCOC(=O)C[C@H]1CC(=O)N2CCC[C@H]12,C1,C1
022304,1,COC(=O)N1[C@H](C(C)(C)C)OC[C@@H]1C=O,C1,C1
022305,1,COc1cc2c(cc1C)[C@@H](C(C)C)CC[C@@H]2C,C1,C1
022306,1,CN[C@@H]1CO[C@@H]2Cc3ccccc3[C@H]1O2,C1,C1
022307,1,CN[C@H]1CO[C@@H]2Cc3ccccc3[C@H]1O2,C1,C1
022308,1,CN(C)[C@H]1CO[C@@H]2Cc3ccccc3[C@H]1O2,C1,C1
022309,1,Clc1cccc2c1[C@@H]1CC[C@H]2c2ccccc21,C1,C1
022310,1,CCCCCC[C@H](O)C/C=C\CCCCCCCC(=O)OCC,C1,C1
022311,1,CO[C@H](COC(=O)CC(C)=O)c1ccccc1,C1,C1
022312,1,C[C@H](c1ccc([N+](=O)[O-])cc1)N1C[C@H]2C=C[C@@H]1C2,C1,C1
022313,1,Cc1cn([C@H]2CO[C@H](CO)O2)c(=O)nc1N,C1,C1
022314,1,Clc1cccc2c1[C@@H]1CC[C@H]2c2c(Br)cccc21,C1,C1
022315,1,Brc1cccc2c1[C@@H]1CC[C@H]2c2c(Br)cccc21,C2,C2
022316,1,Nc1nc(=O)n([C@H]2CO[C@H](CO)O2)cc1Cl,C1,C1
022317,1,Nc1nc(=O)n([C@H]2CO[C@H](CO)O2)cc1Br,C1,C1
022318,1,Nc1nc(=O)n([C@H]2CO[C@H](CO)O2)cc1I,C1,C1
022319,1,COC(=O)N1[C@H]2Cc3ccccc3[C@H](O2)[C@@H]1CO,C1,C1
022320,1,Cc1ccc(S(=O)(=O)OC[C@]2(Br)CC23CCCCC3)cc1,C1,C1
022321,1,O=C(O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@@]1(C(=O)O)c1ccccc1,C1,C1
022323,1,CC(=O)CC[C@]1([N+](=O)[O-])CCCCCCCCCCC1=O,C1,C1
022324,1,COC(=O)N[C@H]1CO[C@@H]2Cc3ccccc3[C@H]1O2,C1,C1
022325,1,COC(=O)N[C@@H]1CO[C@@H]2Cc3ccccc3[C@H]1O2,C1,C1
022327,1,OC[C@H]1OC[C@@H](n2cnc3c(Cl)ncnc32)O1,C1,C1
022328,1,COc1ncnc2c1ncn2[C@@H]1CO[C@H](CO)O1,C1,C1
022329,1,COC(=O)CCCCCC[C@@H](N=[N+]=[N-])[C@@H]1CCC(=O)O1,C1,C1
022330,1,Nc1nc(F)nc2c1ncn2[C@@H]1CO[C@H](CO)O1,C1,C1
022331,1,Nc1nc(Cl)nc2c1ncn2[C@@H]1CO[C@H](CO)O1,C1,C1
022332,1,C=C(C)[C@@H]1CCC(C)(C)C[C@H]1[C@H](C(=O)OC)[S@@](=O)c1ccc(C)cc1,C1,C1
022333,1,C=C(C)[C@@H]1CCC(C)(C)C[C@@H]1[C@@H](C(=O)OC)[S@@](=O)c1ccc(C)cc1,C1,C1
022334,1,COC(=O)/C(=C\CC(C)(C)CCC=C(C)C)[S@@](=O)c1ccc(C)cc1,C1,C1
022335,1,CC1=CC(=O)CC(C)(C)C1/C=C/C(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C1,C1
022336,1,CCC1=C(C)C(=O)N/C1=C\c1[nH]c(C)c([C@H](C)CC(=O)O)c1C,C1,C1
022337,1,CCC1=C(C)C(=O)N/C1=C\c1[nH]c(C)c([C@H](C)CC(=O)OC)c1C,C1,C1
022338,1,CC/C=C(C)/C=C(\C)[C@@H](O)[C@@H](C)C12O[C@H]3[C@@H](C)[C@@](CC)(O1)O[C@@](O)(C2C)[C@H]3C,C1,C1
022339,1,COC(=O)CC[C@@H](OS(=O)(=O)c1ccc(C)cc1)C(=O)OC,C1,C1
022340,1,O=C1Oc2cc(O)ccc2[C@H]2[C@@H]1[C@@H]1C(=O)Oc3cc(O)ccc3[C@@H]12,C1,C1
022341,1,Cc1cn([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)c(=O)[nH]c1=O,C1,C1
022342,1,COC(=O)N1[C@H]([C@H](O)c2ccccc2CC(OC)OC)CO[C@@H]1C(C)(C)C,C1,C1
022343,1,COC(=O)N1[C@@H](C(=O)c2ccccc2CC(OC)OC)CO[C@H]1C(C)(C)C,C1,C1
022344,1,O=C(OC[C@H]1OC[C@@H](n2cnc3c(Cl)ncnc32)O1)c1ccccc1,C1,C1
022345,1,COc1cc(CN2C(=O)OC[C@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,C1,C1
022346,1,O=C(OC[C@H]1OC[C@@H](n2cnc3c(Cl)nc(F)nc32)O1)c1ccccc1,C1,C1
022347,1,O=C(OC[C@H]1OC[C@@H](n2cnc3c(Cl)nc(Cl)nc32)O1)c1ccccc1,C1,C1
022349,1,COC(=O)CCCCCC[C@H](OS(=O)(=O)c1ccc(C)cc1)[C@@H]1CCC(=O)O1,C1,C1
022350,1,Cc1ccc([S@](=O)C[C@@H](O)CCCCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc1,C1,C1
022351,1,O=C(Nc1ccn([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)c(=O)n1)c1ccccc1,C1,C1
022352,1,Cc1cn([C@@H]2CO[C@H](COC(=O)c3ccccc3)O2)c(=O)nc1NC(=O)c1ccccc1,C1,C1
022353,1,Cc1cn([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)c(=O)nc1NC(=O)c1ccccc1,C1,C1
022356,1,O=C(Nc1nc(=O)n([C@@H]2CO[C@H](COC(=O)c3ccccc3)O2)cc1Cl)c1ccccc1,C1,C1
022357,1,O=C(Nc1nc(=O)n([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)cc1Cl)c1ccccc1,C1,C1
022358,1,O=C(Nc1nc(=O)n([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)cc1Br)c1ccccc1,C1,C1
022359,1,O=C(Nc1nc(=O)n([C@@H]2CO[C@H](COC(=O)c3ccccc3)O2)cc1I)c1ccccc1,C1,C1
022360,1,O=C(Nc1nc(=O)n([C@H]2CO[C@H](COC(=O)c3ccccc3)O2)cc1I)c1ccccc1,C1,C1
022361,1,COC(=O)N1[C@@H](COC(=O)C(OC)(c2ccccc2)C(F)(F)F)CO[C@H]1C(C)(C)C,C1,C1
022363,1,C[C@H](c1cc(F)c(F)c(F)c1F)C(c1cc(F)c(F)c(F)c1F)S(=O)(=O)c1ccccc1,C1,C1
022364,1,CCOC(=O)[C@@H](OC(=O)C(OC)(c1ccccc1)C(F)(F)F)[C@H](C)c1c[nH]c2ccccc12,C1,C1
022365,1,CCOC(=O)[C@@H](OC(=O)C(OC)(c1ccccc1)C(F)(F)F)[C@@H](C)c1c[nH]c2ccccc12,C1,C1
022366,1,CCOC(=O)[C@H](OC(=O)C(OC)(c1ccccc1)C(F)(F)F)[C@H](C)c1c[nH]c2ccccc12,C1,C1
022367,1,CCOC(=O)[C@H](OC(=O)C(OC)(c1ccccc1)C(F)(F)F)[C@@H](C)c1c[nH]c2ccccc12,C1,C1
022371,1,C=C(CCl)[C@@H](C)CC,C1,C1
022372,1,CC(C)[C@H]1CC[C@@](C)(O)[C@@H](N)C1,C1,C1
022373,1,C[C@H]1CCN1C#N,C1,C1
022374,1,CO[P@@](=O)(S)C(C)(C)C,C1,C1
022375,1,[3H]CC1(C)[C@@H]2CC=C(C)[C@H]1C2,C1,C1
022376,1,O=P(O)(O)[C@H]1CN1,C1,C1
022377,1,CC(C)[C@H]1CC[C@H](C)C23CC[C@@](C)(O)C2[C@H]13,C1,C1
022378,1,C=C1[C@@H](C(C)C)CC[C@]1(C)CO,C1,C1
022379,1,CC(O)[C@@H]1C[C@@H]2C=CC[C@@H](C2)C1,C1,C1
022380,1,COC[C@H]1OC(C)(C(C)(C)C)O[C@@H]1COC,C1,C1
022381,1,CCC(O)[C@@H]1C[C@@H]2C=CC[C@@H](C2)C1,C1,C1
022382,1,CC1(C)[C@@H]2CC[C@@]1(C)CN(C#N)C2,C1,C1
022383,1,CCC(=C=Cc1ccccc1)C(=O)O,C1,C1
022384,1,C=C[C@@H](CCO)[C@H](O)CC#C[Si](C)(C)C,C1,C1
022385,1,C[C@@H]1CC[C@@]23CC=C[C@]2(C)C(=O)C[C@@H]13,C1,C1
022386,1,OC[C@@H]1[C@H]2CC[C@H](CC2)[C@H]1COC1CCCCO1,C1,C1
022387,1,COC(=O)[C@@H]1C[C@@H]2[C@H](C[C@H]1C)C2(C)C,C1,C1
022388,1,C/C(=C\C#N)[C@@]12O[C@@H]1C[C@@H]1[C@H]2C1(C)C,C1,C1
022389,1,CC(C)(C)C(=O)[C@@H]1C[C@H]2C=CC[C@H](C2)C1,C1,C1
022390,1,C=C[C@H]1CC(=O)O[C@@H]1CC#C[Si](C)(C)C,C1,C1
022391,1,C[C@@]12CC[C@H](O)[C@H](CO)[C@H]1CCCC2=O,C1,C1
022392,1,C[C@@H]1CC[C@@]23CCC(O)[C@]2(C)C(=O)C[C@@H]13,C1,C1
022393,1,CCCCCC1=C([C@H](O)CCCC)CCCCCCCCCC1,C1,C1
022394,1,C=C[C@H]1CCOC(C)(C)O[C@@H]1CC#C[Si](C)(C)C,C1,C1
022395,1,CSc1ccccc1[P@](C)c1ccccc1,C1,C1
022396,1,CCOC(=O)[C@](C)(O)[C@@](C)(O)C(=O)OCC,C1,C1
022397,1,Cc1ccc(O[P@](C)c2ccccc2)cc1,C1,C1
022398,1,Cc1ccc([S@@](=O)C2=CCOC2=O)cc1,C1,C1
022399,1,C[C@H](NCc1ccc2ccccc2c1)C(=O)O,C1,C1
022400,1,C=C(CC)CC1(C(=O)OC)C(=O)CC[C@H]1C,C1,C1
022401,1,CC(C)(O)[C@@H]1Cc2cc3cc(O)ccc3nc2O1,C1,C1
022402,1,CC1(C)OC[C@H]2[C@H](CC[C@@]3(C)C(=O)CCC[C@H]23)O1,C1,C1
022403,1,CCOC(=O)[C@H](C)NCc1ccc2ccccc2c1,C1,C1
022404,1,COC(=O)/C=C(\C)[C@@]12O[C@@H]1C[C@@H]1[C@H]2C1(C)C,C1,C1
022405,1,C=C(Sc1ccc(C)cc1)[S@@](=O)c1ccc(C)cc1,C1,C1
022406,1,C[C@H](NCc1cccc2ccccc12)C(=O)O,C1,C1
022407,1,CC[C@H]1[C@@H]2C=C[C@@H]3[C@H]4C[C@@H](O)[C@@H](O)[C@H]4C[C@@H]3[C@H]2C[C@H]1C,C1,C1
022408,1,CCCCC/C=C/C=C[C@@H](O)CCCCCCCC(=O)OC,C1,C1
022409,1,CC1(C)OC[C@H]2[C@H](CC[C@@]3(C)C=CC(=O)C[C@H]23)O1,C1,C1
022410,1,CCOC(=O)[C@H](C)NCc1cccc2ccccc12,C1,C1
022411,1,CC1(C)OCC[C@@H]2[C@H]3CC(=O)C([Si](C)(C)C)[C@H]3C[C@H]2O1,C1,C1
022412,1,CCCCCCCCCCCCCCCC[C@@H]1C2C[C@H]3C[C@@](O)(C2)C[C@]1(O)O3,C1,C1
022413,1,COC(=O)[C@]1(O)[C@H]2CC3(OCCO3)[C@@H]1C[C@H]2Br,C1,C1
022414,1,C[C@@H](Sc1ccc2ccc3ccccc3c2c1)C(=O)O,C1,C1
022415,1,CSCO[C@@H](C)CCCCS(=O)(=O)c1ccccc1,C1,C1
022416,1,C[C@H](c1ccccc1-c1ccccc1[C@@H](C)N(C)C)N(C)C,C1,C1
022417,1,CCCCCCCCCCCCCCCC[C@@H]1C2C[C@H]3C[C@@](O)(C2)C[C@]1(OC)O3,C1,C1
022418,1,COC(=O)C1=CC[C@@H]2[C@@H]3OC(C(C)C)(C(C)C)O[C@@H]3C[C@H]12,C1,C1
022419,1,C=CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,C1,C1
022420,1,CCCCCC1=C([C@@H](CCCC)OC(C)=O)CCCCCCCCCC1,C1,C1
022421,1,C[C@@H](/C=C/c1ccccc1)NC(=O)[C@H](O)[C@@H](O)C(=O)O,C1,C1
022422,1,C=C(C)[C@H]1CC/C(C)=C/CC/C(C)=C/CC/C(CO)=C\[C@@H]1O,C1,C1
022423,1,COc1ccc2c(c1)[C@]13CCC(=O)C=C1[C@H](C2)N(C)CC3,C1,C1
022424,1,CC1(C)OC[C@H](N[C@](C)(C#N)CO)[C@H](c2ccccc2)O1,C1,C1
022426,1,CN1CCC[C@@H]1c1ccccc1-c1ccccc1[C@H]1CCCN1C,C1,C1
022427,1,C[Si](C)(C)[C@]1(C(=O)c2ccccc2)CC1(c1ccccc1)c1ccccc1,C1,C1
022428,1,CC1(C)OC[C@H](N[C@](C)(C#N)C2CC2)[C@H](c2ccccc2)O1,C1,C1
022429,1,COCC(C)(C#N)N[C@H]1COC(C)(C)O[C@H]1c1ccccc1,C1,C1
022430,1,COc1ccc2c(c1)[C@]13C=CC(=O)C[C@@H]1[C@H](C2)N(C)CC3,C1,C1
022431,1,COCCOCO[C@@H]1C[C@H]([C@H]2CO2)[C@H](/C=C/CCC[C@H](C)OCSC)C1,C1,C1
022432,1,COc1ccc2c(c1)[C@]13CCC(=O)[C@H](Br)[C@@H]1[C@H](C2)N(C)CC3,C1,C1
022433,1,CC1(C)OC[C@H](NC(C)(C#N)C(C)(C)O)[C@H](c2ccccc2)O1,C1,C1
022434,1,COC(C)(C)C(C)(C#N)N[C@H]1COC(C)(C)O[C@H]1c1ccccc1,C1,C1
022435,1,CC1(C)OC[C@H](N[C@](C)(C#N)C2CCCC2)[C@H](c2ccccc2)O1,C1,C1
022436,1,O=[N+]([O-])c1ccc(NN=C2C[C@@H]3CC[C@H]2C3)c([N+](=O)[O-])c1,C1,C1
022437,1,Cc1ccc(S(=O)(=O)OC[C@@H](O)[C@@H]2CCCC(=O)O2)cc1,C1,C1
022438,1,C=CCCCCCCCCCCC1=C([C@H](O)CCCCCCCCCC=C)CCCCCCCCCC1,C1,C1
022440,1,CC[C@]12CCCN3CCc4c(n(c5ccc(Br)cc45)C(=O)CC1)[C@@H]32,C1,C1
022441,1,CC[C@]12CCCN3CCc4c(n(c5cccc(Br)c45)C(=O)CC1)[C@@H]32,C1,C1
022442,1,CC[C@]12CCCN3CCc4c(n(c5cc(Br)ccc45)C(=O)CC1)[C@@H]32,C1,C1
022443,1,CC1(C)OC[C@H](NC(C)(C#N)C2CCCCC2)[C@H](c2ccccc2)O1,C1,C1
022444,1,Cc1ccc(S(=O)(=O)N2Cc3c(ccc4ccccc34)C(=O)[C@@H]2C)cc1,C1,C1
022445,1,Cc1ccc(S(=O)(=O)N2Cc3ccc4ccccc4c3C(=O)[C@@H]2C)cc1,C1,C1
022446,1,COC(=O)C1=CC[C@@H]2[C@@H](OS(C)(=O)=O)[C@@H](OS(C)(=O)=O)C[C@H]12,C1,C1
022447,1,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,C1,C1
022448,1,COCn1c2c(c3ccccc31)CCN[C@H]2Cc1cccc(OC)c1,C1,C1
022449,1,Cc1ccc(C[C@@](C)(C#N)N[C@H]2COC(C)(C)O[C@H]2c2ccccc2)cc1,C1,C1
022450,1,CN1CC[C@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)[C@H]12,C1,C1
022451,1,CCc1c(C=O)c2c(c3c1CCCC3)C[C@@]1(Cc3ccc(C(=O)OC)cc3C1)C2,C1,C1
022452,1,Cc1c([C@@H]2Cc3cc4c(cc3C[C@@H]2O)OCO4)ccc2c1OCO2,C1,C1
022454,1,COc1cc(C2=N[C@@H](OC)[C@H](c3ccccc3)O2)c(OC)c(OC)c1OC,C1,C1
022455,1,Cc1ccccc1C[C@@](C)(C#N)N[C@H]1COC(C)(C)O[C@H]1c1ccccc1,C1,C1
022456,1,COC[C@H]1N=C(c2cc3cc4c(cc3cc2CO)OCO4)O[C@@H]1C,C1,C1
022457,1,Cc1ccc(S(=O)(=O)N(Cc2ccc3ccccc3c2)[C@@H](C)C(=O)O)cc1,C1,C1
022458,1,Cc1ccc(S(=O)(=O)N(Cc2cccc3ccccc23)[C@@H](C)C(=O)O)cc1,C1,C1
022459,1,CC1(C)OC[C@H](N[C@](C)(C#N)Cc2ccc(Cl)cc2)[C@H](c2ccccc2)O1,C1,C1
022460,1,CC(C)[C@@H]1C[C@@H](C)CC[C@H]1OC(=O)[C@H]1[C@H]([Si](C)(C)C)C1(c1ccccc1)c1ccccc1,C1,C1
022461,1,Cc1c([C@]2(C)Cc3cc4c(cc3C[C@@H]2O)OCO4)ccc2c1OCO2,C1,C1
022462,1,CC1(C)OC[C@H](N[C@](C)(C#N)Cc2ccccc2Cl)[C@H](c2ccccc2)O1,C1,C1
022463,1,CCc1c2c(c3c(c1C(C)=O)C[C@]1(Cc4ccc(C(=O)OC)cc4C1)C3)CCCC2,C1,C1
022464,1,C=C[C@H]1CC(=O)O[C@@H]1COS(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,C1,C1
022465,1,CC1(C)OC[C@H](NC(C)(C#N)C(C)(C)Oc2ccccc2)[C@H](c2ccccc2)O1,C1,C1
022466,1,Cc1ccc(S(=O)(=O)OC[C@H]2OC(C)(C)O[C@H]2CCCC2OCCCO2)cc1,C1,C1
022468,1,COc1ccc(OC)c2c1CC1C(=O)C[C@@H]3[C@H]4COC(C)(C)O[C@H]4CC[C@@]3(C)C1C2,C1,C1
022469,1,C=CCCCCCCCCCCC1=C([C@@H](CCCCCCCCCC=C)OC(C)=O)CCCCCCCCCC1,C1,C1
022470,1,Cc1ccc(S(=O)(=O)OC[C@H]2OC(C)(C)O[C@H]2/C=C\CC2OCCCO2)cc1,C1,C1
022471,1,CN1Cc2c(ccc3c2OCO3)[C@@]2(C)C(=O)Cc3cc4c(cc3[C@@H]12)OCO4,C1,C1
022472,1,CC1(C)OC[C@H](N[C@](C)(C#N)Cc2ccc([N+](=O)[O-])cc2)[C@H](c2ccccc2)O1,C1,C1
022473,1,COC[C@H]1N=C(c2cc3cc4c(cc3cc2CO[Si](C)(C)C(C)(C)C)OCO4)O[C@@H]1C,C1,C1
022474,1,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@H]1[C@H]2CO)OCO4,C1,C1
022475,1,CC1(C)OC[C@H](N[C@](C)(C#N)Cc2ccccc2[N+](=O)[O-])[C@H](c2ccccc2)O1,C1,C1
022476,1,Cc1ccc(S(=O)(=O)OC[C@H]2OC(C)(C)O[C@H]2CCCC(=O)OCCCO)cc1,C1,C1
022477,1,C=CCOCc1cc2cc3c(cc2cc1C1=N[C@H](COC)[C@@H](C)O1)OCO3,C1,C1
022478,1,CC[C@H](C(=O)OC(C)CCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,C1,C1
022479,1,CN1Cc2c(ccc3c2OCO3)[C@@]2(C)[C@@H](OC(=O)CBr)Cc3cc4c(cc3[C@H]12)OCO4,C1,C1
022480,1,C=CCCCCCCCCCCC1=C(COC(=O)[C@](OC)(c2ccccc2)C(F)(F)F)CCCCCCCCCC1,C1,C1
