SMILES	Structure: Image	Substance Identification: Reaxys Registry Number	Links to Reaxys	Data Count	CAS Registry Number	Chemical Name	Linear Structure Formula	Molecular Formula	Molecular Weight	Type of Substance	Type and Modification	InChI Key	Composition: Comp. Name	Composition: Comp. Conc.	Composition: Comp. Attrib.	Field Availability	Number of Reactions	Number of References	LogP	H Bond Donors	H Bond Acceptors	Rotatable Bonds	TPSA	Lipinski Number	Veber Number	Optical Rotatory Power: Type (Optical Rotatory Power)	Concentration (Optical Rotatory Power)	Enantiomeric excess [%ee]	Length of Path [cm]	Solvent (Optical Rotatory Power)	Optical Rotatory Power [deg]	Wavelength (Optical Rotatory Power) [nm]	Temperature (Optical Rotatory Power) [C]	Location	Comment (Optical Rotatory Power)	References	Links to Reaxys	
O[C@@](CN(=O)=O)(C=O)C1=CC=CC=C1		21326003	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326003&database=RX&origin=ReaxysOutput&ln=	(2043 of 3437)	1289423-39-7	(S)-(-)-2-hydroxy-3-nitro-2-phenylpropanal	C9H9NO4	C9H9NO4	195.175			JPNNEGGTGDKXBZ-VIFPVBQESA-N				Identification(5); Physical Data(1); Spectra(3)	3	1	0.423	1	2	4	83.12	4	2	[alpha]	0.55 g/100ml	91		dichloromethane	-72.7	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
OC[C@@](O)(CN(=O)=O)C1=CC=CC=C1		21326009	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326009&database=RX&origin=ReaxysOutput&ln=	(2044 of 3437)	1289423-73-9	(S)-(-)-3-nitro-2-phenylpropane-1,2-diol	C9H11NO4	C9H11NO4	197.191			NWEARTWPTRNWDD-VIFPVBQESA-N				Identification(5); Physical Data(1); Spectra(3)	2	1	-0.248	2	2	4	86.28	4	2	[alpha]	0.89 g/100ml	79		dichloromethane	-7	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
CC1=CC=C(C=C1)[C@](O)(CN(=O)=O)C=O		21326018	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326018&database=RX&origin=ReaxysOutput&ln=	(2045 of 3437)	1289423-41-1	(S)-(-)-2-hydroxy-3-nitro-2-p-tolylpropanal	C10H11NO4	C10H11NO4	209.202			NCWNFZYVZVWADH-JTQLQIEISA-N				Identification(5); Physical Data(1); Spectra(3)	1	1	0.86	1	2	4	83.12	4	2	[alpha]	0.55 g/100ml	89		dichloromethane	-96.6	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
O[C@@](CN(=O)=O)(C=O)C1=CC=C(Cl)C=C1		21326022	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326022&database=RX&origin=ReaxysOutput&ln=	(2046 of 3437)	1289423-43-3	(S)-(-)-2-(4-chlorophenyl)-2-hydroxy-3-nitropropanal	C9H8ClNO4	C9H8ClNO4	229.62			FFNSZFJNNQPXDN-VIFPVBQESA-N				Identification(5); Physical Data(1); Spectra(3)	1	1	1.045	1	2	4	83.12	4	2	[alpha]	0.77 g/100ml	85		dichloromethane	-75.6	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
O[C@@](CN(=O)=O)(C=O)C1=CC=C(F)C=C1		21326028	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326028&database=RX&origin=ReaxysOutput&ln=	(2047 of 3437)	1289423-46-6	(S)-(-)-2-(4-fluorophenyl)-2-hydroxy-3-nitropropanal	C9H8FNO4	C9H8FNO4	213.165			TYOXOBSCIQRQAF-VIFPVBQESA-N				Identification(5); Physical Data(1); Spectra(3)	1	1	0.584	1	2	4	83.12	4	2	[alpha]	0.46 g/100ml	89		dichloromethane	-79.5	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
COC(OC)[C@@](O)(CN(=O)=O)C1=CC=CC=C1		21326034	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326034&database=RX&origin=ReaxysOutput&ln=	(2048 of 3437)	1289423-77-3	(S)-(+)-1,1-dimethoxy-3-nitro-2-phenylpropan-2-ol	C11H15NO5	C11H15NO5	241.244			KAFVVTRMNIIDQL-LLVKDONJSA-N				Identification(5); Physical Data(1); Spectra(3)	2	1	0.255	1	3	6	84.51	4	2	[alpha]	1.33 g/100ml	81		dichloromethane	17.3	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
O[C@@](CN(=O)=O)(C=O)C1=CC=C(C=C1)N(=O)=O		21326037	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326037&database=RX&origin=ReaxysOutput&ln=	(2049 of 3437)	1289423-47-7	(S)-(-)-2-hydroxy-3-nitro-2-(4-nitrophenyl)propanal	C9H8N2O6	C9H8N2O6	240.172			YKPAKAZWBANEAY-VIFPVBQESA-N				Identification(5); Physical Data(1); Spectra(3)	1	1	0.315	1	2	5	128.94	4	2	[alpha]	0.42 g/100ml	81		dichloromethane	-14.2	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
O[C@@](CN(=O)=O)(C=O)C1=CC=C2C=CC=CC2=C1		21326041	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21326041&database=RX&origin=ReaxysOutput&ln=	(2050 of 3437)	1289423-54-6	(S)-(-)-2-hydroxy-2-(naphthalen-2-yl)-3-nitropropanal	C13H11NO4	C13H11NO4	245.235			YTUHIHVXHBIULV-ZDUSSCGKSA-N				Identification(5); Physical Data(1); Spectra(3)	1	1	1.689	1	2	4	83.12	4	2	[alpha]	0.46 g/100ml	86		dichloromethane	-42	589	25	supporting information		Article; Blay, Gonzalo; Hernandez-Olmos, Victor; Pedro, Jose R.; Chemistry - A European Journal; vol. 17; 13; (2011); p. 3768 - 3773;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019699&database=RX&origin=ReaxysOutput&ln=	
C=C[C@H]1OC(O[C@@H]1C=C)C1=CC=CC=C1		21327393	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21327393&database=RX&origin=ReaxysOutput&ln=	(2051 of 3437)	1191075-15-6	(4R,5R)-2-phenyl-4,5-divinyl-1,3-dioxolane	C13H14O2	C13H14O2	202.253			DIOLLUWQUZUXCO-VXGBXAGGSA-N				Identification(5); Physical Data(1); Spectra(5)	2	1	3.006	0	2	3	18.46	4	2	[alpha]	0.79 g/100ml			dichloromethane	-0.1	589	25	supporting information		Article; Schmidt, Bernd; Staude, Lucia; Kelling, Alexandra; Schilde, Uwe; European Journal of Organic Chemistry; 9; (2011); p. 1721 - 1727;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019822&database=RX&origin=ReaxysOutput&ln=	
[H][C@]1(CCC(=O)O1)[C@H](N)C1=CC=C(Cl)C=C1		21353137	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21353137&database=RX&origin=ReaxysOutput&ln=	(2052 of 3437)		(S)-((R)-amino(4-chlorophenyl)methyl)furan-2(5H)-one	C11H12ClNO2	C11H12ClNO2	225.675			HDBHWEIGSOOGDC-GXSJLCMTSA-N				Identification(5); Physical Data(2); Spectra(4)	3	1	1.915	1	3	2	52.32	4	2	[alpha]	0.5 g/100ml	86		dichloromethane	-92.9	589	25	supporting information		Article; Yu, Jipan; Miao, Zhiwei; Chen, Ruyu; Organic and Biomolecular Chemistry; vol. 9; 6; (2011); p. 1756 - 1762;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9019426&database=RX&origin=ReaxysOutput&ln=	
CCCCCCCC[C@@H](O)[C@@H](C)CO		21374834	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21374834&database=RX&origin=ReaxysOutput&ln=	(2053 of 3437)	1276028-32-0		C12H26O2	C12H26O2	202.337			SIXFQKMIHIHIRU-NWDGAFQWSA-N				Identification(5); Physical Data(2); Spectra(3)	9	1	3.679	2	2	9	40.46	4	2	[alpha]	1.1 g/100ml			dichloromethane	22.7	589	25			Article; Sarabia, Francisco; Chammaa, Samy; Garcia-Ruiz, Cristina; Journal of Organic Chemistry; vol. 76; 7; (2011); p. 2132 - 2144;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9027506&database=RX&origin=ReaxysOutput&ln=	
CCOC(=O)\C=C\C[C@@H](O)C(C)(C)C		21395139	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21395139&database=RX&origin=ReaxysOutput&ln=	(2054 of 3437)	1303556-22-0	(R)-(E)-ethyl 5-hydroxy-6,6-dimethylhept-2-enoate	C11H20O3	C11H20O3	200.278			RMBTWYYXIBOQQP-BNICOGTQSA-N				Identification(5); Physical Data(2); Spectra(4)	2	1	1.9	1	3	6	46.53	4	2	[alpha]	1 g/100ml	96		dichloromethane	37	589	25	supporting information		Article; Hassan, Abbas; Zbieg, Jason R.; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 15; (2011); p. 3493 - 3496;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9030204&database=RX&origin=ReaxysOutput&ln=	
CCOC(=O)\C=C\C[C@@H](O)C1(C)COC1		21395141	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21395141&database=RX&origin=ReaxysOutput&ln=	(2055 of 3437)	1303556-26-4	(R)-(E)-ethyl 5-hydroxy-5-(3-methyloxetan-3-yl)pent-2-enoate	C11H18O4	C11H18O4	214.262			ZVRIMYCBQGIYSJ-OTQAPUNGSA-N				Identification(5); Physical Data(2); Spectra(4)	2	1	0.654	1	4	6	55.76	4	2	[alpha]	1 g/100ml	90		dichloromethane	6	589	25	supporting information		Article; Hassan, Abbas; Zbieg, Jason R.; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 15; (2011); p. 3493 - 3496;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9030204&database=RX&origin=ReaxysOutput&ln=	
CCOC(=O)\C=C\C[C@@H](O)C1CCCC1		21395142	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21395142&database=RX&origin=ReaxysOutput&ln=	(2056 of 3437)	1303556-20-8	(R)-(E)-ethyl 5-cyclopentyl-5-hydroxypent-2-enoate	C12H20O3	C12H20O3	212.289			DODRMAYEWKWVGH-FZPLPXEFSA-N				Identification(5); Physical Data(2); Spectra(4)	2	1	2.303	1	3	6	46.53	4	2	[alpha]	1 g/100ml	94		dichloromethane	-41	589	25	supporting information		Article; Hassan, Abbas; Zbieg, Jason R.; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 15; (2011); p. 3493 - 3496;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9030204&database=RX&origin=ReaxysOutput&ln=	
CCOC(=O)\C=C\C[C@@H](O)C1=C(OC)C=CC=C1		21395144	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21395144&database=RX&origin=ReaxysOutput&ln=	(2057 of 3437)	1303556-27-5	(R)-(E)-ethyl 5-hydroxy-5-(2-methoxyphenyl)pent-2-enoate	C14H18O4	C14H18O4	250.295			JURLBXJDLKETJT-GCZGVDRJSA-N				Identification(5); Physical Data(1); Spectra(4)	2	1	2.118	1	3	7	55.76	4	2	[alpha]	1 g/100ml	86		dichloromethane	25	589	25	supporting information		Article; Hassan, Abbas; Zbieg, Jason R.; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 15; (2011); p. 3493 - 3496;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9030204&database=RX&origin=ReaxysOutput&ln=	
CCOC(=O)\C=C\C[C@@H](O)C1CCCCC1		21395146	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21395146&database=RX&origin=ReaxysOutput&ln=	(2058 of 3437)	1303556-21-9	(R)-(E)-ethyl 5-cyclohexyl-5-hydroxypent-2-enoate	C13H22O3	C13H22O3	226.316			HZOLDDGUPNTRPK-GCZGVDRJSA-N				Identification(5); Physical Data(2); Spectra(4)	3	1	2.872	1	3	6	46.53	4	2	[alpha]	1 g/100ml	95		dichloromethane	-11	589	25	supporting information		Article; Hassan, Abbas; Zbieg, Jason R.; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 15; (2011); p. 3493 - 3496;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9030204&database=RX&origin=ReaxysOutput&ln=	
[H][C@@]12C[C@@]([H])(C(C=NC(C)C)=CC1)C2(C)C		21412785	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21412785&database=RX&origin=ReaxysOutput&ln=	(2059 of 3437)			C13H21N	C13H21N	191.316			OIDMHDQWZAJOSD-RYUDHWBXSA-N				Identification(5); Physical Data(2); Spectra(2)	1	1	3.96	0	1	2	12.36	4	2	[alpha]	1 g/100ml			dichloromethane	21.4	589	25			Article; Otero, Antonio; Fernandez-Baeza, Juan; Tejeda, Juan; Lara-Sanchez, Agustin; Franco, Sonia; Martinez-Ferrer, Jaime; Carrion, Maria P.; Lopez-Solera; Rodriguez, Ana M.; Sanchez-Barba, Luis F.; Inorganic Chemistry; vol. 50; 5; (2011); p. 1826 - 1839;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9012283&database=RX&origin=ReaxysOutput&ln=	
CO[C@H]1C[C@@H](OCC2=CC=CC=C2)C=CO1		21419709	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419709&database=RX&origin=ReaxysOutput&ln=	(2060 of 3437)	1279711-45-3	methyl 3-O-benzyl-2,4-dideoxy-β-pent-4-enopyranoside	C13H16O3	C13H16O3	220.268			KYIYCMJFLVVUJC-QWHCGFSZSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	2.564	0	3	4	27.69	4	2	[alpha]	0.2 g/100ml			dichloromethane	-10	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
CO[C@H]1OC=CC[C@H]1OCC1=CC=CC=C1		21419711	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419711&database=RX&origin=ReaxysOutput&ln=	(2061 of 3437)	1279711-49-7	methyl 2-O-benzyl-3,4-dideoxy-α-pent-4-enopyranoside	C13H16O3	C13H16O3	220.268			ZTSRBFNYJBHCEJ-OLZOCXBDSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	2.298	0	3	4	27.69	4	2	[alpha]	0.5 g/100ml			dichloromethane	96.6	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
[H][C@@]12COC(O[C@]1([H])CC=CO2)C1=CC=C(OC)C=C1		21419715	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419715&database=RX&origin=ReaxysOutput&ln=	(2062 of 3437)	1279711-39-5	3-deoxy-4,6-O-p-methoxybenzylidene-D-galactal	C14H16O4	C14H16O4	248.279			QZCJXPQGSUUEKZ-ZFXTZCCVSA-N				Identification(5); Physical Data(2); Spectra(4)	4	1	2.106	0	3	2	36.92	4	2	[alpha]	0.2 g/100ml			dichloromethane	2.5	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
[H][C@@]12COC(O[C@@]1([H])CC=CO2)C1=CC=C(OC)C=C1		21419716	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419716&database=RX&origin=ReaxysOutput&ln=	(2063 of 3437)	1279711-34-0	3-deoxy-4,6-O-p-methoxybenzylidene-D-glucal	C14H16O4	C14H16O4	248.279			QZCJXPQGSUUEKZ-WLDKUNSKSA-N				Identification(5); Physical Data(2); Spectra(4)	9	1	2.106	0	3	2	36.92	4	2	[alpha]	0.2 g/100ml			dichloromethane	40.9	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
[2H][C@@H]1O[C@H](OC)[C@@H](C[C@H]1O)OCC1=CC=CC=C1		21419722	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419722&database=RX&origin=ReaxysOutput&ln=	(2064 of 3437)	1279711-62-4	methyl 2-O-benzyl-3-deoxy-5S-deutero-α-L-arabinopyranose	C13H17(2)HO4	C13H18O4	239.276			WFRRTLPCKLLWBM-QOGXEHITSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	1.037	1	4	4	47.92	4	2	[alpha]	1.1 g/100ml			dichloromethane	197	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
[2H][C@H]1O[C@H](C[C@@H](OCC2=CC=CC=C2)[C@@H]1O)OC		21419723	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21419723&database=RX&origin=ReaxysOutput&ln=	(2065 of 3437)	1279711-59-9	methyl 3-O-benzyl-2-deoxy-5R-deutero-β-D-xylopyranoside	C13H17(2)HO4	C13H18O4	239.276			ZBQKZAIQNYSPJS-NGBLCQAXSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	1.037	1	4	4	47.92	4	2	[alpha]	0.3 g/100ml			dichloromethane	3.5	589	25			Article; Alberch, Laura; Cheng, Gang; Seo, Seung-Kee; Li, Xuehua; Boulineau, Fabien P.; Wei, Alexander; Journal of Organic Chemistry; vol. 76; 8; (2011); p. 2532 - 2547;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9035605&database=RX&origin=ReaxysOutput&ln=	
CCC[C@@H](CCCC=C)N=N#N		21431962	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21431962&database=RX&origin=ReaxysOutput&ln=	(2066 of 3437)	1277189-91-9	(S)-6-azidonon-1-ene	C9H17N3	C9H17N3	167.254			FWISGIKKOIAFHJ-VIFPVBQESA-N				Identification(5); Physical Data(2); Spectra(4)	9	1	3.316	0	3	7	49.75	4	2	[alpha]	0.31 g/100ml		1	dichloromethane	1.37	589	25			Article; Kavala, Miroslav; Mathia, Frantisek; Kozisek, Jozef; Szolcsanyi, Peter; Journal of Natural Products; vol. 74; 4; (2011); p. 803 - 808;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036868&database=RX&origin=ReaxysOutput&ln=	
CCC[C@@H](CCCC(C)=O)N=N#N		21431963	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21431963&database=RX&origin=ReaxysOutput&ln=	(2067 of 3437)	1277189-92-0	(S)-6-azidononan-2-one	C9H17N3O	C9H17N3O	183.253			OFKIEDIFQRFGQP-VIFPVBQESA-N				Identification(5); Physical Data(2); Spectra(4)	9	1	1.715	0	4	7	66.82	4	2	[alpha]	1.66 g/100ml		1	dichloromethane	3.19	589	25			Article; Kavala, Miroslav; Mathia, Frantisek; Kozisek, Jozef; Szolcsanyi, Peter; Journal of Natural Products; vol. 74; 4; (2011); p. 803 - 808;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036868&database=RX&origin=ReaxysOutput&ln=	
CC(=O)CCC[C@H](CC(C)=O)N=N#N		21431964	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21431964&database=RX&origin=ReaxysOutput&ln=	(2068 of 3437)	1277189-96-4	(R)-4-azidononane-2,8-dione	C9H15N3O2	C9H15N3O2	197.237			IFIDMOBCZBNRBQ-SECBINFHSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	0.17	0	5	7	83.89	4	2	[alpha]	0.161 g/100ml		1	dichloromethane	-10.02	589	25			Article; Kavala, Miroslav; Mathia, Frantisek; Kozisek, Jozef; Szolcsanyi, Peter; Journal of Natural Products; vol. 74; 4; (2011); p. 803 - 808;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036868&database=RX&origin=ReaxysOutput&ln=	
CS(=O)(=O)O[C@@H](CCCC=C)CC=C		21431965	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21431965&database=RX&origin=ReaxysOutput&ln=	(2069 of 3437)	1277189-94-2	(S)-nona-1,8-dien-4-yl methanesulfonate	C10H18O3S	C10H18O3S	218.317			PJPNDPRFGINVKG-SNVBAGLBSA-N				Identification(5); Physical Data(2); Spectra(4)	6	1	2.274	0	3	8	51.75	4	2	[alpha]	0.26 g/100ml		1	dichloromethane	-18.5	589	25			Article; Kavala, Miroslav; Mathia, Frantisek; Kozisek, Jozef; Szolcsanyi, Peter; Journal of Natural Products; vol. 74; 4; (2011); p. 803 - 808;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036868&database=RX&origin=ReaxysOutput&ln=	
CCC[C@H](CCCC=C)OS(C)(=O)=O		21431966	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21431966&database=RX&origin=ReaxysOutput&ln=	(2070 of 3437)	1277189-90-8	(R)-non-8-en-4-yl methanesulfonate	C10H20O3S	C10H20O3S	220.333			MVMVEBBLXBBCPS-SNVBAGLBSA-N				Identification(5); Physical Data(2); Spectra(4)	9	1	2.64	0	3	8	51.75	4	2	[alpha]	2.21 g/100ml		1	dichloromethane	3.82	589	25			Article; Kavala, Miroslav; Mathia, Frantisek; Kozisek, Jozef; Szolcsanyi, Peter; Journal of Natural Products; vol. 74; 4; (2011); p. 803 - 808;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036868&database=RX&origin=ReaxysOutput&ln=	
O[C@H]([C@@H](C=C)C(F)(F)F)C1=CC=CO1		21433934	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21433934&database=RX&origin=ReaxysOutput&ln=	(2071 of 3437)	1309435-41-3	(1R,2R)-1-(furan-2-yl)-2-(trifluoromethyl)but-3-en-1-ol	C9H9F3O2	C9H9F3O2	206.164			SEYKSFXBJCLZFR-HTRCEHHLSA-N				Identification(5); Physical Data(2); Spectra(5)	2	1	2.29	1	1	4	33.37	4	2	[alpha]	1.2 g/100ml	94		dichloromethane	15	589	25	supporting information		Article; Gao, Xin; Zhang, Yong Jian; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 18; (2011); p. 4173 - 4175;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036984&database=RX&origin=ReaxysOutput&ln=	
C[C@H](C=C)[C@@H](O)CCNC(=O)OC(C)(C)C		21433937	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21433937&database=RX&origin=ReaxysOutput&ln=	(2072 of 3437)		tert-butyl (3S,4R)-3-hydroxy-4-(trifluoromethyl)hex-5-enylcarbamate	C12H23NO3	C12H23NO3	229.32			JDOWBANEGBKVCG-ZJUUUORDSA-N				Identification(5); Physical Data(2); Spectra(4)	2	1	2.144	2	4	8	58.56	4	2	[alpha]	1.4 g/100ml	96		dichloromethane	-7.14	589	25	supporting information		Article; Gao, Xin; Zhang, Yong Jian; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 18; (2011); p. 4173 - 4175;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036984&database=RX&origin=ReaxysOutput&ln=	
O[C@@H](CCC1=CC=CC=C1)[C@@H](C=C)C(F)(F)F		21433938	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D21433938&database=RX&origin=ReaxysOutput&ln=	(2073 of 3437)	1309435-43-5	(3S,4R)-1-phenyl-4-(trifluoromethyl)hex-5-en-3-ol	C13H15F3O	C13H15F3O	244.257			LONAMYBQXJSPKD-NEPJUHHUSA-N				Identification(5); Physical Data(2); Spectra(5)	2	1	4.043	1	1	6	20.23	4	2	[alpha]	0.4 g/100ml	94		dichloromethane	-15.01	589	25	supporting information		Article; Gao, Xin; Zhang, Yong Jian; Krische, Michael J.; Angewandte Chemie - International Edition; vol. 50; 18; (2011); p. 4173 - 4175;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9036984&database=RX&origin=ReaxysOutput&ln=	
