idx,triple,E_au,E_rel_kcal_mol,rotation
x200,-1.21573642048125,-614.737334951,-12.4792114825546,-340.08
x201,-1.04060286845822,-614.718619599,-0.735140949060711,-618.44
x202,-1.33244153694709,-614.773507955,-35.1781332226158,-167.37
x203,-1.14884349168386,-614.534262497,114.950784126982,-444.87
x204,-1.04634713096454,-614.615508396,63.9681700454855,-995.59
x205,-1.05261800750491,-614.235846653,302.209710395442,-879.21
x206,-1.38833360148177,-614.915955247,-124.565233425563,-107.35
x207,-1.21853702736962,-614.805627638,-55.3335555019577,-341.44
x208,-1.37099363067529,-614.955888679,-149.623861339881,-172.97
x209,-1.24759991093859,-614.797892912,-50.4799375896471,-647.97
x210,-1.17038909816578,-614.780846359,-39.7830551166171,-95.39
x211,-1.27237471784754,-614.492948248,140.875888516996,-278.79
x212,-1.04803568711097,-614.644877375,45.538842033215,-1565.92
x213,-0.966285711562841,-614.662072572,34.7486839636874,-726.21
x214,-1.10266631281779,-614.587737554,81.3946511089026,-802.18
x215,-1.22682745736278,-614.738086477,-12.9508015628425,-354.92
x216,-1.18234387622807,-614.757498774,-25.1322120533319,-851.53
x217,-0.962956121205123,-614.507784987,131.56568642705,-1296.82
x218,-1.37377557776094,-614.858052705,-88.230809295093,-310.71
x219,-1.18339253511625,-614.974237703,-161.138057390069,-329.2
x220,-1.03096235630722,-614.736283021,-11.819114888244,-847.75
x221,-1.16695512378487,-614.701168155,10.2158146753897,-602.7
x222,-1.17802312493942,-614.640315812,48.4012684312978,-600.96
x223,-1.1799882826041,-614.664434463,33.2665737422999,-537.61
x224,-1.15971924510215,-614.44798018,169.093800867677,-626.85
x225,-1.0470038338993,-614.226235035,308.241096806627,-1496.63
x226,-1.46915809278456,-614.875278376,-99.0400901043065,-444.23
x227,-1.31083776386437,-614.741414095,-15.0389151339959,-233.88
x228,-1.19640887854838,-614.860517399,-89.7774294270132,-367.68
x229,-1.07382413102801,-614.793508248,-47.7285170830162,-424.52
x230,-1.296769832867,-614.894662749,-111.203978005524,-468.36
x231,-1.05094407259811,-614.590788339,79.4802530135353,-778.12
x232,-1.28345698900851,-614.902886712,-116.364597027711,-312
x233,-1.21426086539891,-614.740740176,-14.6160242223368,-917.02
x234,-1.24957573000832,-614.961342902,-153.046440814549,-181.82
x235,-1.22611085515359,-614.730450908,-8.15940565961599,-395.28
x236,-1.14453103995073,-614.49479763,139.715382818147,-793.81
x237,-1.14098515305817,-614.573901237,90.0770783895899,-663.73
x238,-0.932786826973752,-614.643366668,46.4868257827635,-1188.96
x239,-1.22961507621329,-614.867184814,-93.9612990136871,-544.23
x240,-1.31550338045586,-614.713492213,2.48234503981591,72.51
x241,-1.05910454616317,-614.838924928,-76.2279379498266,-548.4
x242,-1.30370114709943,-614.809794827,-57.948508271339,-394.78
x243,-1.05492152303452,-614.680214418,23.3644941802682,-869.11
x244,-1.17126110725433,-614.882721415,-103.710671507202,-95.24
x245,-1.10978790962843,-614.837389179,-75.2642400948197,-527.36
x246,-1.03873209893932,-614.722590061,-3.22664555867058,-578.38
x247,-1.06476836499278,-614.720230819,-1.74619761124345,-525.5
x248,-1.03173776900263,-614.84727329,-81.4666185884419,-610.35
x249,-1.09518948837082,-614.738170689,-13.0036454349207,-808.19
x250,-1.13001607085762,-614.799252817,-51.3332915762424,-377.87
x251,-0.981661415801254,-614.649591483,42.5806921221161,-1228.6
x252,-1.08530467192344,-614.720371551,-1.83450834854908,-509.24
x253,-1.33674868636387,-614.840925752,-77.4834750180619,-254.43
x254,-1.14484449927491,-614.885910355,-105.711763246585,-432.14
x255,-1.24284613596509,-614.900037032,-114.576394330877,-278.99
