idx,n_centers,rot633,rot589,rot355,rot589_sign,rot589_abs,rot633_sign,rot633_abs,rot355_sign,rot355_abs,point_group,is_point_group_chiral
125099,0,-50.14,-57.48,-122.7,-1.0,57.48,-1.0,50.14,-1.0,122.7,C1,True
109443,1,37.34,42.77,97.8,1.0,42.77,1.0,37.34,1.0,97.8,C1,True
022782,2,9.16,9.77,-30.39,1.0,9.77,1.0,9.16,-1.0,30.39,C1,True
024431,0,15.17,16.02,-73.91,1.0,16.02,1.0,15.17,-1.0,73.91,C1,True
127459,0,-68.17,-79.86,-277.2,-1.0,79.86,-1.0,68.17,-1.0,277.2,C1,True
101709,3,-108.87,-126.91,-401.87,-1.0,126.91,-1.0,108.87,-1.0,401.87,C1,True
057241,0,-0.08,-0.1,-1.16,-1.0,0.1,-1.0,0.08,-1.0,1.16,Cs,False
015059,1,-100.46,-117.56,-393.47,-1.0,117.56,-1.0,100.46,-1.0,393.47,C1,True
116604,1,40.08,47.05,174.45,1.0,47.05,1.0,40.08,1.0,174.45,C1,True
093176,1,-76.39,-94.91,-15487.33,-1.0,94.91,-1.0,76.39,-1.0,15487.33,C1,True
074401,2,12.59,14.54,35.68,1.0,14.54,1.0,12.59,1.0,35.68,C1,True
021206,0,56.34,66.07,225.96,1.0,66.07,1.0,56.34,1.0,225.96,C1,True
122913,1,9.29,10.81,33.43,1.0,10.81,1.0,9.29,1.0,33.43,C1,True
131840,1,23.32,25.73,-0.37,1.0,25.73,1.0,23.32,-1.0,0.37,C1,True
034889,4,144.86,169.49,566.14,1.0,169.49,1.0,144.86,1.0,566.14,C1,True
036945,1,-9.8,-11.42,-36.4,-1.0,11.42,-1.0,9.8,-1.0,36.4,C1,True
089422,3,-294.57,-347.63,-1341.11,-1.0,347.63,-1.0,294.57,-1.0,1341.11,C1,True
025978,0,-226.15,-267.51,-1086.82,-1.0,267.51,-1.0,226.15,-1.0,1086.82,C1,True
003965,0,0.02,0.02,0.11,1.0,0.02,1.0,0.02,1.0,0.11,Cs,False
059249,4,-219.63,-261.26,-1096.75,-1.0,261.26,-1.0,219.63,-1.0,1096.75,C1,True
058037,2,18.55,21.81,77.83,1.0,21.81,1.0,18.55,1.0,77.83,C1,True
079062,5,-69.81,-80.67,-211.07,-1.0,80.67,-1.0,69.81,-1.0,211.07,C1,True
132516,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,Cs,False
097332,0,0.25,0.3,1.26,1.0,0.3,1.0,0.25,1.0,1.26,Cs,False
113042,2,174.93,203.7,636.39,1.0,203.7,1.0,174.93,1.0,636.39,C1,True
107145,3,-61.82,-72.13,-231.91,-1.0,72.13,-1.0,61.82,-1.0,231.91,C1,True
087028,2,67.37,78.58,249.76,1.0,78.58,1.0,67.37,1.0,249.76,C1,True
118557,1,70.47,90.05,1160.33,1.0,90.05,1.0,70.47,1.0,1160.33,C1,True
070166,2,-220.04,-321.1,1493.09,-1.0,321.1,-1.0,220.04,1.0,1493.09,C1,True
057599,0,-6.74,-6.57,111.4,-1.0,6.57,-1.0,6.74,1.0,111.4,C1,True
027506,0,-5.84,-6.87,-25.5,-1.0,6.87,-1.0,5.84,-1.0,25.5,C1,True
004186,3,96.4,115.38,544.12,1.0,115.38,1.0,96.4,1.0,544.12,C1,True
127432,0,0.01,0.02,1.29,1.0,0.02,1.0,0.01,1.0,1.29,C1,True
000170,0,0.02,0.02,-0.05,1.0,0.02,1.0,0.02,-1.0,0.05,Cs,False
086429,4,23.41,26.89,66.16,1.0,26.89,1.0,23.41,1.0,66.16,C1,True
037795,4,-0.0,-0.0,-0.01,0.0,0.0,0.0,0.0,-1.0,0.01,Cs,False
051952,0,296.16,358.97,2567.97,1.0,358.97,1.0,296.16,1.0,2567.97,C1,True
094204,2,23.85,27.31,63.99,1.0,27.31,1.0,23.85,1.0,63.99,C1,True
095114,3,76.51,88.41,239.11,1.0,88.41,1.0,76.51,1.0,239.11,C1,True
018500,3,239.58,290.47,2053.16,1.0,290.47,1.0,239.58,1.0,2053.16,C1,True
062333,5,-0.55,-0.65,-2.36,-1.0,0.65,-1.0,0.55,-1.0,2.36,Cs,False
090548,4,-41.98,-54.82,-844.54,-1.0,54.82,-1.0,41.98,-1.0,844.54,C1,True
003963,0,-1.5,-1.15,42.54,-1.0,1.15,-1.0,1.5,1.0,42.54,C1,True
011867,1,-71.11,-83.58,-106.33,-1.0,83.58,-1.0,71.11,-1.0,106.33,C1,True
025084,1,19.16,21.97,48.62,1.0,21.97,1.0,19.16,1.0,48.62,C1,True
096225,1,78.26,82.26,-2516.2,1.0,82.26,1.0,78.26,-1.0,2516.2,C1,True
096457,3,-0.26,-0.21,3.14,-1.0,0.21,-1.0,0.26,1.0,3.14,C1,True
069232,2,98.51,117.78,560.28,1.0,117.78,1.0,98.51,1.0,560.28,C1,True
028383,0,84.42,104.1,1014.73,1.0,104.1,1.0,84.42,1.0,1014.73,C1,True
121560,0,-36.15,-41.91,-120.86,-1.0,41.91,-1.0,36.15,-1.0,120.86,C1,True
113101,2,304.43,367.43,2445.21,1.0,367.43,1.0,304.43,1.0,2445.21,C1,True
008481,3,-8.8,-9.93,-17.54,-1.0,9.93,-1.0,8.8,-1.0,17.54,C1,True
066763,6,-0.02,-0.03,-0.07,-1.0,0.03,-1.0,0.02,-1.0,0.07,Cs,False
095743,1,123.85,146.66,579.35,1.0,146.66,1.0,123.85,1.0,579.35,C1,True
015819,0,-120.42,-137.72,-214.0,-1.0,137.72,-1.0,120.42,-1.0,214.0,C1,True
113181,2,-136.01,-158.15,-481.19,-1.0,158.15,-1.0,136.01,-1.0,481.19,C1,True
012125,4,-82.6,-97.31,-360.5,-1.0,97.31,-1.0,82.6,-1.0,360.5,C1,True
056933,3,-166.48,-193.9,-602.36,-1.0,193.9,-1.0,166.48,-1.0,602.36,C1,True
022698,2,-43.7,-52.14,-233.53,-1.0,52.14,-1.0,43.7,-1.0,233.53,C1,True
007852,2,138.72,162.3,541.38,1.0,162.3,1.0,138.72,1.0,541.38,C1,True
094305,2,32.01,37.4,123.31,1.0,37.4,1.0,32.01,1.0,123.31,C1,True
017646,1,81.2,95.96,375.5,1.0,95.96,1.0,81.2,1.0,375.5,C1,True
040078,2,-26.87,-31.63,-114.18,-1.0,31.63,-1.0,26.87,-1.0,114.18,C1,True
094475,1,17.04,20.61,116.49,1.0,20.61,1.0,17.04,1.0,116.49,C1,True
099876,1,98.52,115.01,372.67,1.0,115.01,1.0,98.52,1.0,372.67,C1,True
089322,3,-30.99,-35.69,-84.04,-1.0,35.69,-1.0,30.99,-1.0,84.04,C1,True
062763,2,-0.08,-0.09,-0.2,-1.0,0.09,-1.0,0.08,-1.0,0.2,Cs,False
092399,2,44.65,53.26,226.23,1.0,53.26,1.0,44.65,1.0,226.23,C1,True
122693,0,118.42,141.81,699.64,1.0,141.81,1.0,118.42,1.0,699.64,C1,True
025994,0,-0.05,-0.05,0.06,-1.0,0.05,-1.0,0.05,1.0,0.06,Cs,False
133747,0,5.4,6.25,18.78,1.0,6.25,1.0,5.4,1.0,18.78,C1,True
123123,0,10.54,12.11,30.2,1.0,12.11,1.0,10.54,1.0,30.2,C1,True
058887,3,-69.24,-81.97,-327.43,-1.0,81.97,-1.0,69.24,-1.0,327.43,C1,True
029075,0,-1028.4,-1240.42,-7078.29,-1.0,1240.42,-1.0,1028.4,-1.0,7078.29,C1,True
057494,0,-0.15,-0.18,-0.64,-1.0,0.18,-1.0,0.15,-1.0,0.64,Cs,False
089742,2,69.18,80.66,256.85,1.0,80.66,1.0,69.18,1.0,256.85,C1,True
082651,5,1.83,2.36,19.79,1.0,2.36,1.0,1.83,1.0,19.79,C1,True
119581,3,-2.21,-2.39,2.25,-1.0,2.39,-1.0,2.21,1.0,2.25,C1,True
008076,2,-15.45,-18.12,-62.03,-1.0,18.12,-1.0,15.45,-1.0,62.03,C1,True
096287,1,62.51,72.64,214.43,1.0,72.64,1.0,62.51,1.0,214.43,C1,True
098400,0,-0.0,0.01,1.62,1.0,0.01,0.0,0.0,1.0,1.62,Cs,False
104754,2,-244.93,-285.65,-914.65,-1.0,285.65,-1.0,244.93,-1.0,914.65,C1,True
020989,0,0.06,0.07,0.27,1.0,0.07,1.0,0.06,1.0,0.27,Cs,False
001814,0,0.04,0.04,0.13,1.0,0.04,1.0,0.04,1.0,0.13,Cs,False
008979,0,-100.87,-119.67,-697.87,-1.0,119.67,-1.0,100.87,-1.0,697.87,C1,True
113577,2,7.23,8.09,10.23,1.0,8.09,1.0,7.23,1.0,10.23,C1,True
037194,4,33.67,39.26,125.18,1.0,39.26,1.0,33.67,1.0,125.18,C1,True
115091,1,101.24,122.53,776.21,1.0,122.53,1.0,101.24,1.0,776.21,C1,True
058259,1,3.66,4.34,16.99,1.0,4.34,1.0,3.66,1.0,16.99,C1,True
090991,5,57.76,67.15,205.62,1.0,67.15,1.0,57.76,1.0,205.62,C1,True
026143,0,-0.11,-0.14,-0.95,-1.0,0.14,-1.0,0.11,-1.0,0.95,Cs,False
077030,3,147.01,171.44,547.63,1.0,171.44,1.0,147.01,1.0,547.63,C1,True
051152,2,307.11,366.17,1886.34,1.0,366.17,1.0,307.11,1.0,1886.34,C1,True
012183,2,25.26,31.35,249.35,1.0,31.35,1.0,25.26,1.0,249.35,C1,True
114874,3,-19.81,-22.74,-57.08,-1.0,22.74,-1.0,19.81,-1.0,57.08,C1,True
047525,2,-9.76,-9.74,72.59,-1.0,9.74,-1.0,9.76,1.0,72.59,C1,True
092454,4,-88.7,-104.06,-359.44,-1.0,104.06,-1.0,88.7,-1.0,359.44,C1,True
053621,1,-162.43,-188.58,-561.94,-1.0,188.58,-1.0,162.43,-1.0,561.94,C1,True
035839,1,-263.5,-311.37,-1246.11,-1.0,311.37,-1.0,263.5,-1.0,1246.11,C1,True
109091,0,-510.49,-620.41,-4055.68,-1.0,620.41,-1.0,510.49,-1.0,4055.68,C1,True
096810,1,53.95,63.69,245.59,1.0,63.69,1.0,53.95,1.0,245.59,C1,True
048594,2,55.32,66.46,427.25,1.0,66.46,1.0,55.32,1.0,427.25,C1,True
114954,1,48.14,55.87,165.66,1.0,55.87,1.0,48.14,1.0,165.66,C1,True
079771,6,-0.04,-0.05,-0.16,-1.0,0.05,-1.0,0.04,-1.0,0.16,Cs,False
043136,3,129.29,155.36,860.44,1.0,155.36,1.0,129.29,1.0,860.44,C1,True
046421,1,46.01,53.14,139.79,1.0,53.14,1.0,46.01,1.0,139.79,C1,True
002072,0,54.3,64.86,292.6,1.0,64.86,1.0,54.3,1.0,292.6,C1,True
029837,0,-10.84,-12.73,-48.2,-1.0,12.73,-1.0,10.84,-1.0,48.2,C1,True
128233,0,44.88,51.17,81.15,1.0,51.17,1.0,44.88,1.0,81.15,C1,True
066522,5,-113.25,-135.32,-672.8,-1.0,135.32,-1.0,113.25,-1.0,672.8,C1,True
048130,1,-327.28,-366.94,-2515.41,-1.0,366.94,-1.0,327.28,-1.0,2515.41,C1,True
113871,2,177.95,207.83,677.02,1.0,207.83,1.0,177.95,1.0,677.02,C1,True
038468,5,78.67,92.34,331.31,1.0,92.34,1.0,78.67,1.0,331.31,C1,True
126513,0,-113.35,-138.75,-909.3,-1.0,138.75,-1.0,113.35,-1.0,909.3,C1,True
030060,1,-0.94,-1.46,-23.92,-1.0,1.46,-1.0,0.94,-1.0,23.92,C1,True
061660,1,83.31,96.85,293.54,1.0,96.85,1.0,83.31,1.0,293.54,C1,True
033762,3,-66.93,-78.31,-262.72,-1.0,78.31,-1.0,66.93,-1.0,262.72,C1,True
044998,2,118.16,138.84,498.84,1.0,138.84,1.0,118.16,1.0,498.84,C1,True
116613,0,221.0,261.71,1056.89,1.0,261.71,1.0,221.0,1.0,1056.89,C1,True
045938,1,-72.7,-88.91,-922.14,-1.0,88.91,-1.0,72.7,-1.0,922.14,C1,True
090546,3,-261.05,-316.78,-2323.92,-1.0,316.78,-1.0,261.05,-1.0,2323.92,C1,True
133818,6,119.07,139.08,450.96,1.0,139.08,1.0,119.07,1.0,450.96,C1,True
126974,0,-42.19,-49.29,-161.63,-1.0,49.29,-1.0,42.19,-1.0,161.63,C1,True
049491,3,137.5,157.47,-75.2,1.0,157.47,1.0,137.5,-1.0,75.2,C1,True
027190,2,383.72,457.06,2081.66,1.0,457.06,1.0,383.72,1.0,2081.66,C1,True
010549,1,-214.06,-250.03,-817.74,-1.0,250.03,-1.0,214.06,-1.0,817.74,C1,True
091499,4,26.91,31.09,85.91,1.0,31.09,1.0,26.91,1.0,85.91,C1,True
118184,1,-33.99,-39.27,-104.81,-1.0,39.27,-1.0,33.99,-1.0,104.81,C1,True
096173,3,-6.72,-7.71,-18.43,-1.0,7.71,-1.0,6.72,-1.0,18.43,C1,True
066605,6,-0.28,-0.33,-1.02,-1.0,0.33,-1.0,0.28,-1.0,1.02,Cs,False
029254,0,-19.71,-23.66,-117.35,-1.0,23.66,-1.0,19.71,-1.0,117.35,C1,True
104894,0,65.66,76.45,238.47,1.0,76.45,1.0,65.66,1.0,238.47,C1,True
010102,1,160.29,187.0,603.35,1.0,187.0,1.0,160.29,1.0,603.35,C1,True
059973,2,28.16,31.99,54.11,1.0,31.99,1.0,28.16,1.0,54.11,C1,True
016331,3,-47.43,-55.77,-201.84,-1.0,55.77,-1.0,47.43,-1.0,201.84,C1,True
024324,0,0.02,0.02,0.23,1.0,0.02,1.0,0.02,1.0,0.23,C2v,False
077340,2,-84.95,-98.93,-302.22,-1.0,98.93,-1.0,84.95,-1.0,302.22,C1,True
053269,2,-108.18,-128.29,-527.73,-1.0,128.29,-1.0,108.18,-1.0,527.73,C1,True
065754,1,-124.77,-146.43,-524.09,-1.0,146.43,-1.0,124.77,-1.0,524.09,C1,True
079072,5,-104.29,-122.45,-438.26,-1.0,122.45,-1.0,104.29,-1.0,438.26,C1,True
012522,0,-226.35,-267.86,-1061.79,-1.0,267.86,-1.0,226.35,-1.0,1061.79,C1,True
126571,0,69.8,81.11,245.39,1.0,81.11,1.0,69.8,1.0,245.39,C1,True
029546,0,-0.12,-0.14,-0.71,-1.0,0.14,-1.0,0.12,-1.0,0.71,Cs,False
084868,1,-657.67,-780.25,-3224.07,-1.0,780.25,-1.0,657.67,-1.0,3224.07,C1,True
025731,0,109.2,130.56,629.51,1.0,130.56,1.0,109.2,1.0,629.51,C1,True
057453,3,-142.58,-166.67,-551.28,-1.0,166.67,-1.0,142.58,-1.0,551.28,C1,True
013690,2,-178.64,-215.4,-1398.79,-1.0,215.4,-1.0,178.64,-1.0,1398.79,C1,True
118758,2,59.76,69.58,217.63,1.0,69.58,1.0,59.76,1.0,217.63,C1,True
119055,2,-84.43,-98.71,-325.81,-1.0,98.71,-1.0,84.43,-1.0,325.81,C1,True
064722,3,-69.0,-80.2,-243.2,-1.0,80.2,-1.0,69.0,-1.0,243.2,C1,True
073246,2,82.84,97.03,332.18,1.0,97.03,1.0,82.84,1.0,332.18,C1,True
083137,3,-52.05,-63.12,-336.9,-1.0,63.12,-1.0,52.05,-1.0,336.9,C1,True
005306,0,-63.42,-74.4,-262.96,-1.0,74.4,-1.0,63.42,-1.0,262.96,C1,True
089689,3,-14.63,-16.79,-42.2,-1.0,16.79,-1.0,14.63,-1.0,42.2,C1,True
090461,4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,Cs,False
023806,0,-0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-1.0,0.08,Cs,False
029401,0,-590.86,-718.76,-5453.51,-1.0,718.76,-1.0,590.86,-1.0,5453.51,C1,True
051527,0,3.74,7.88,389.59,1.0,7.88,1.0,3.74,1.0,389.59,C1,True
057250,1,127.1,158.18,97.04,1.0,158.18,1.0,127.1,1.0,97.04,C1,True
051748,2,-156.43,-181.28,-523.33,-1.0,181.28,-1.0,156.43,-1.0,523.33,C1,True
048465,0,135.76,158.54,147.61,1.0,158.54,1.0,135.76,1.0,147.61,C1,True
069386,2,137.14,168.98,1811.12,1.0,168.98,1.0,137.14,1.0,1811.12,C1,True
052620,0,1.13,1.33,5.15,1.0,1.33,1.0,1.13,1.0,5.15,C1,True
034387,2,127.53,148.86,481.51,1.0,148.86,1.0,127.53,1.0,481.51,C1,True
022925,2,-72.94,-86.88,-386.12,-1.0,86.88,-1.0,72.94,-1.0,386.12,C1,True
103448,3,-313.23,-371.08,-1490.13,-1.0,371.08,-1.0,313.23,-1.0,1490.13,C1,True
117989,2,12.01,14.05,47.21,1.0,14.05,1.0,12.01,1.0,47.21,C1,True
017671,2,47.77,55.82,183.69,1.0,55.82,1.0,47.77,1.0,183.69,C1,True
073199,3,158.66,190.37,1190.19,1.0,190.37,1.0,158.66,1.0,1190.19,C1,True
087995,2,60.43,70.19,211.32,1.0,70.19,1.0,60.43,1.0,211.32,C1,True
098801,0,0.04,0.05,0.16,1.0,0.05,1.0,0.04,1.0,0.16,Cs,False
082650,4,87.77,102.45,331.05,1.0,102.45,1.0,87.77,1.0,331.05,C1,True
007340,0,0.15,0.17,-8.57,1.0,0.17,1.0,0.15,-1.0,8.57,Cs,False
096365,1,122.8,142.9,442.2,1.0,142.9,1.0,122.8,1.0,442.2,C1,True
093372,3,328.15,401.41,3518.37,1.0,401.41,1.0,328.15,1.0,3518.37,C1,True
040488,5,-10.39,-12.54,-59.08,-1.0,12.54,-1.0,10.39,-1.0,59.08,C1,True
090464,4,-147.79,-172.9,-581.12,-1.0,172.9,-1.0,147.79,-1.0,581.12,C1,True
032515,0,-0.04,-0.06,-0.97,-1.0,0.06,-1.0,0.04,-1.0,0.97,Cs,False
104879,0,-6.21,-7.7,-43.83,-1.0,7.7,-1.0,6.21,-1.0,43.83,C1,True
031543,0,-144.16,-170.94,-717.86,-1.0,170.94,-1.0,144.16,-1.0,717.86,C1,True
104794,3,-156.47,-182.28,-574.15,-1.0,182.28,-1.0,156.47,-1.0,574.15,C1,True
074452,2,101.9,119.77,428.6,1.0,119.77,1.0,101.9,1.0,428.6,C1,True
077402,4,-0.0,-0.0,-0.01,0.0,0.0,0.0,0.0,-1.0,0.01,Cs,False
123174,1,-37.19,-43.25,-132.77,-1.0,43.25,-1.0,37.19,-1.0,132.77,C1,True
069573,3,56.76,65.34,-136.61,1.0,65.34,1.0,56.76,-1.0,136.61,C1,True
104677,3,39.22,45.72,144.99,1.0,45.72,1.0,39.22,1.0,144.99,C1,True
129998,0,-52.03,-62.35,-311.08,-1.0,62.35,-1.0,52.03,-1.0,311.08,C1,True
005074,0,1.16,1.25,-3.16,1.0,1.25,1.0,1.16,-1.0,3.16,C1,True
062526,1,-51.35,-58.9,-133.41,-1.0,58.9,-1.0,51.35,-1.0,133.41,C1,True
081312,3,58.34,69.35,286.91,1.0,69.35,1.0,58.34,1.0,286.91,C1,True
096105,2,31.1,36.2,112.18,1.0,36.2,1.0,31.1,1.0,112.18,C1,True
008725,1,-157.22,-191.73,-1617.91,-1.0,191.73,-1.0,157.22,-1.0,1617.91,C1,True
079686,5,-463.56,-555.96,-2882.43,-1.0,555.96,-1.0,463.56,-1.0,2882.43,C1,True
023595,4,27.78,30.96,-18.8,1.0,30.96,1.0,27.78,-1.0,18.8,C1,True
100121,1,97.36,112.99,336.04,1.0,112.99,1.0,97.36,1.0,336.04,C1,True
005258,0,-0.05,-0.05,-0.25,-1.0,0.05,-1.0,0.05,-1.0,0.25,Cs,False
098269,2,-13.6,-15.95,-58.56,-1.0,15.95,-1.0,13.6,-1.0,58.56,C1,True
121324,1,119.2,133.06,-186.65,1.0,133.06,1.0,119.2,-1.0,186.65,C1,True
010384,0,-279.0,-333.09,-1756.4,-1.0,333.09,-1.0,279.0,-1.0,1756.4,C1,True
087734,3,-141.27,-166.75,-645.63,-1.0,166.75,-1.0,141.27,-1.0,645.63,C1,True
012403,1,-64.03,-74.93,-254.26,-1.0,74.93,-1.0,64.03,-1.0,254.26,C1,True
099409,0,173.0,205.09,848.56,1.0,205.09,1.0,173.0,1.0,848.56,C1,True
089319,3,-111.12,-130.37,-453.83,-1.0,130.37,-1.0,111.12,-1.0,453.83,C1,True
063996,1,-20.45,-24.39,-119.63,-1.0,24.39,-1.0,20.45,-1.0,119.63,C1,True
116511,0,39.42,45.31,118.42,1.0,45.31,1.0,39.42,1.0,118.42,C1,True
026377,0,-84.0,-98.94,-371.88,-1.0,98.94,-1.0,84.0,-1.0,371.88,C1,True
105331,3,-217.39,-255.08,-894.0,-1.0,255.08,-1.0,217.39,-1.0,894.0,C1,True
024024,0,-59.68,-70.05,-246.32,-1.0,70.05,-1.0,59.68,-1.0,246.32,C1,True
070864,4,0.18,0.2,0.62,1.0,0.2,1.0,0.18,1.0,0.62,Cs,False
021174,0,49.82,58.95,235.78,1.0,58.95,1.0,49.82,1.0,235.78,C1,True
044260,1,-22.27,-27.41,-263.89,-1.0,27.41,-1.0,22.27,-1.0,263.89,C1,True
061893,1,101.39,124.51,872.43,1.0,124.51,1.0,101.39,1.0,872.43,C1,True
003591,4,0.03,0.04,0.12,1.0,0.04,1.0,0.03,1.0,0.12,Cs,False
057351,1,-10.51,-12.23,-37.57,-1.0,12.23,-1.0,10.51,-1.0,37.57,C1,True
074929,4,-116.47,-139.89,-669.27,-1.0,139.89,-1.0,116.47,-1.0,669.27,C1,True
097277,0,97.88,116.14,535.5,1.0,116.14,1.0,97.88,1.0,535.5,C1,True
064936,0,-109.31,-128.21,-442.52,-1.0,128.21,-1.0,109.31,-1.0,442.52,C1,True
063389,2,-30.44,-35.64,-120.78,-1.0,35.64,-1.0,30.44,-1.0,120.78,C1,True
078940,6,-29.29,-34.01,-100.61,-1.0,34.01,-1.0,29.29,-1.0,100.61,C1,True
126192,0,-25.96,-30.28,-95.93,-1.0,30.28,-1.0,25.96,-1.0,95.93,C1,True
019226,2,-257.37,-307.7,-1456.52,-1.0,307.7,-1.0,257.37,-1.0,1456.52,C1,True
098330,1,15.67,17.96,39.29,1.0,17.96,1.0,15.67,1.0,39.29,C1,True
130287,0,15.04,17.0,25.61,1.0,17.0,1.0,15.04,1.0,25.61,C1,True
122797,0,-72.82,-88.74,-1007.66,-1.0,88.74,-1.0,72.82,-1.0,1007.66,C1,True
074018,3,94.98,113.31,493.57,1.0,113.31,1.0,94.98,1.0,493.57,C1,True
002720,0,0.14,0.16,0.47,1.0,0.16,1.0,0.14,1.0,0.47,C2v,False
027362,1,0.42,0.51,2.57,1.0,0.51,1.0,0.42,1.0,2.57,Cs,False
073956,0,181.29,214.55,841.13,1.0,214.55,1.0,181.29,1.0,841.13,C1,True
076589,3,-81.61,-95.62,-335.23,-1.0,95.62,-1.0,81.61,-1.0,335.23,C1,True
112895,2,92.85,102.9,-252.07,1.0,102.9,1.0,92.85,-1.0,252.07,C1,True
066114,3,8.68,10.31,42.46,1.0,10.31,1.0,8.68,1.0,42.46,C1,True
014680,0,-253.27,-295.33,-942.61,-1.0,295.33,-1.0,253.27,-1.0,942.61,C1,True
001279,0,-0.01,-0.01,-0.04,-1.0,0.01,-1.0,0.01,-1.0,0.04,Cs,False
014783,0,74.11,86.57,278.97,1.0,86.57,1.0,74.11,1.0,278.97,C1,True
023139,0,89.93,105.96,387.83,1.0,105.96,1.0,89.93,1.0,387.83,C1,True
079507,5,-111.02,-132.83,-614.19,-1.0,132.83,-1.0,111.02,-1.0,614.19,C1,True
132198,1,-44.46,-53.32,-265.62,-1.0,53.32,-1.0,44.46,-1.0,265.62,C1,True
015898,2,-143.94,-168.47,-581.27,-1.0,168.47,-1.0,143.94,-1.0,581.27,C1,True
063929,2,-189.66,-223.48,-837.16,-1.0,223.48,-1.0,189.66,-1.0,837.16,C1,True
022010,0,-0.08,-0.09,-0.23,-1.0,0.09,-1.0,0.08,-1.0,0.23,Cs,False
017936,3,1497.23,1961.39,-21419.14,1.0,1961.39,1.0,1497.23,-1.0,21419.14,C1,True
000516,0,-0.09,-0.11,-0.83,-1.0,0.11,-1.0,0.09,-1.0,0.83,Cs,False
004667,0,8.69,10.27,28.52,1.0,10.27,1.0,8.69,1.0,28.52,C1,True
048247,0,-0.02,-0.02,-0.12,-1.0,0.02,-1.0,0.02,-1.0,0.12,Cs,False
047865,0,-77.6,-100.54,-3253.06,-1.0,100.54,-1.0,77.6,-1.0,3253.06,C1,True
024137,0,85.51,99.12,288.57,1.0,99.12,1.0,85.51,1.0,288.57,C1,True
121108,2,40.03,46.6,144.58,1.0,46.6,1.0,40.03,1.0,144.58,C1,True
126570,0,82.54,95.68,276.4,1.0,95.68,1.0,82.54,1.0,276.4,C1,True
113790,3,-95.51,-110.87,-331.39,-1.0,110.87,-1.0,95.51,-1.0,331.39,C1,True
015734,0,0.05,0.06,0.25,1.0,0.06,1.0,0.05,1.0,0.25,Cs,False
098015,0,12.95,15.8,122.73,1.0,15.8,1.0,12.95,1.0,122.73,C1,True
000108,0,0.0,0.01,0.02,1.0,0.01,0.0,0.0,1.0,0.02,Cs,False
099220,0,18.52,22.09,95.82,1.0,22.09,1.0,18.52,1.0,95.82,C1,True
080306,3,76.22,89.27,293.07,1.0,89.27,1.0,76.22,1.0,293.07,C1,True
082402,3,52.62,59.18,-32.95,1.0,59.18,1.0,52.62,-1.0,32.95,C1,True
091323,3,-26.09,-30.71,-110.0,-1.0,30.71,-1.0,26.09,-1.0,110.0,C1,True
038281,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
061853,1,37.34,43.75,148.71,1.0,43.75,1.0,37.34,1.0,148.71,C1,True
017590,4,-0.01,-0.01,-0.03,-1.0,0.01,-1.0,0.01,-1.0,0.03,Cs,False
003347,1,50.85,61.76,336.3,1.0,61.76,1.0,50.85,1.0,336.3,C1,True
093649,3,-77.43,-89.51,-249.3,-1.0,89.51,-1.0,77.43,-1.0,249.3,C1,True
132089,1,0.11,0.13,1.34,1.0,0.13,1.0,0.11,1.0,1.34,Cs,False
084699,3,92.24,108.57,395.49,1.0,108.57,1.0,92.24,1.0,395.49,C1,True
047241,0,-749.03,-896.79,-4455.28,-1.0,896.79,-1.0,749.03,-1.0,4455.28,C1,True
021305,0,-40.45,-47.32,-156.31,-1.0,47.32,-1.0,40.45,-1.0,156.31,C1,True
072259,4,30.97,36.39,127.02,1.0,36.39,1.0,30.97,1.0,127.02,C1,True
011238,1,45.11,53.35,205.59,1.0,53.35,1.0,45.11,1.0,205.59,C1,True
112427,2,39.13,45.87,161.83,1.0,45.87,1.0,39.13,1.0,161.83,C1,True
075757,2,153.4,181.29,708.37,1.0,181.29,1.0,153.4,1.0,708.37,C1,True
099979,2,11.43,13.7,61.61,1.0,13.7,1.0,11.43,1.0,61.61,C1,True
026008,0,-84.68,-99.46,-354.47,-1.0,99.46,-1.0,84.68,-1.0,354.47,C1,True
012314,0,145.21,172.3,695.67,1.0,172.3,1.0,145.21,1.0,695.67,C1,True
076072,3,-35.49,-43.55,-278.97,-1.0,43.55,-1.0,35.49,-1.0,278.97,C1,True
126639,1,193.88,228.22,855.78,1.0,228.22,1.0,193.88,1.0,855.78,C1,True
067333,5,92.69,114.18,1075.15,1.0,114.18,1.0,92.69,1.0,1075.15,C1,True
097341,0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,-1.0,0.05,Cs,False
036526,1,-25.33,-29.52,-92.52,-1.0,29.52,-1.0,25.33,-1.0,92.52,C1,True
053961,2,-28.02,-32.53,-102.01,-1.0,32.53,-1.0,28.02,-1.0,102.01,C1,True
053085,0,-0.0,-0.01,-0.02,-1.0,0.01,0.0,0.0,-1.0,0.02,Cs,False
029308,0,49.77,59.56,299.94,1.0,59.56,1.0,49.77,1.0,299.94,C1,True
014469,4,0.18,0.21,0.59,1.0,0.21,1.0,0.18,1.0,0.59,Cs,False
068408,2,-0.03,-0.03,-0.09,-1.0,0.03,-1.0,0.03,-1.0,0.09,Cs,False
