idx,rot633,rot589,rot355,rot589_sign,rot589_abs,rot589_power,rot589_power_abs,rot633_sign,rot633_abs,rot633_power,rot633_power_abs,rot355_sign,rot355_abs,rot355_power,rot355_power_abs,point_group,point_group_noH
056162,-115.54,-135.03,-448.14,-1.0,135.03,-171.7406061,171.7406061,-1.0,115.54,-146.9518598,146.9518598,-1.0,448.14,-569.9758218,569.9758218,C1,C1
093309,159.11,185.87,608.28,1.0,185.87,239.98605050000003,239.98605050000003,1.0,159.11,205.43487650000003,205.43487650000003,1.0,608.28,785.380722,785.380722,C1,C1
109640,-150.85,-175.53,-544.91,-1.0,175.53,-224.9083443,224.9083443,-1.0,150.85,-193.2856135,193.2856135,-1.0,544.91,-698.1986320999999,698.1986320999999,C1,C1
028433,7.69,8.98,31.08,1.0,8.98,10.8822334,10.8822334,1.0,7.69,9.3189727,9.3189727,1.0,31.08,37.6636764,37.6636764,C1,C1
082985,-70.92,-83.43,-295.32,-1.0,83.43,-101.9606373,101.9606373,-1.0,70.92,-86.67204119999998,86.67204119999998,-1.0,295.32,-360.9135251999999,360.9135251999999,C1,C1
097391,-98.15,-114.19,-350.16,-1.0,114.19,-145.1845917,145.1845917,-1.0,98.15,-124.7908545,124.7908545,-1.0,350.16,-445.2039288000001,445.2039288000001,C1,C1
080356,-152.48,-178.66,-616.37,-1.0,178.66,-221.7938838,221.7938838,-1.0,152.48,-189.2932464,189.2932464,-1.0,616.37,-765.1802091000001,765.1802091000001,C1,C1
055473,-31.55,-36.63,-111.07,-1.0,36.63,-46.95050249999999,46.95050249999999,-1.0,31.55,-40.4392125,40.4392125,-1.0,111.07,-142.36397249999996,142.36397249999996,C1,C1
074027,-25.15,-22.34,926.16,-1.0,22.34,-27.512827,27.512827,-1.0,25.15,-30.9734825,30.9734825,1.0,926.16,1140.612348,1140.612348,C1,C1
122551,-61.43,-72.45,-267.78,-1.0,72.45,-91.4311755,91.4311755,-1.0,61.43,-77.52404569999999,77.52404569999999,-1.0,267.78,-337.9356821999999,337.9356821999999,C1,C1
087711,5.22,6.24,25.44,1.0,6.24,7.874817599999999,7.874817599999999,1.0,5.22,6.587587799999999,6.587587799999999,1.0,25.44,32.1050256,32.1050256,C1,C1
103891,123.64,144.56,483.86,1.0,144.56,186.71225040000004,186.71225040000004,1.0,123.64,159.69218760000004,159.69218760000004,1.0,483.86,624.9487374000001,624.9487374000001,C1,C1
098661,3.89,4.82,33.86,1.0,4.82,6.1304134,6.1304134,1.0,3.89,4.9475743,4.9475743,1.0,33.86,43.0655182,43.0655182,C1,C1
084614,238.16,279.69,1012.23,1.0,279.69,341.5658187,341.5658187,1.0,238.16,290.8481368,290.8481368,1.0,1012.23,1236.1656429000002,1236.1656429000002,C1,C1
126946,-43.43,-50.35,-135.55,-1.0,50.35,-63.5230705,63.5230705,-1.0,43.43,-54.79259089999999,54.79259089999999,-1.0,135.55,-171.01394650000003,171.01394650000003,C1,C1
122099,113.72,132.44,414.74,1.0,132.44,169.74967239999998,169.74967239999998,1.0,113.72,145.75606119999998,145.75606119999998,1.0,414.74,531.5764054,531.5764054,C1,C1
046055,-65.7,-76.94,-267.04,-1.0,76.94,-96.3065674,96.3065674,-1.0,65.7,-82.23734700000001,82.23734700000001,-1.0,267.04,-334.2566384,334.2566384,C1,C1
091793,82.18,103.43,1139.12,1.0,103.43,132.52175610000003,132.52175610000003,1.0,82.18,105.29476860000004,105.29476860000004,1.0,1139.12,1459.5202823999998,1459.5202823999998,C1,C1
103941,-74.9,-87.18,-271.31,-1.0,87.18,-111.7394778,111.7394778,-1.0,74.9,-96.000079,96.000079,-1.0,271.31,-347.7407401,347.7407401,C1,C1
101073,-110.27,-128.92,-429.22,-1.0,128.92,-163.91791239999998,163.91791239999998,-1.0,110.27,-140.2049969,140.2049969,-1.0,429.22,-545.7403534000001,545.7403534000001,C1,C1
017066,114.02,132.86,418.93,1.0,132.86,154.27171760000002,154.27171760000002,1.0,114.02,132.3954632,132.3954632,1.0,418.93,486.4447588,486.4447588,C1,C1
001783,-121.71,-141.68,-441.14,-1.0,141.68,-144.7020344,144.7020344,-1.0,121.71,-124.30607429999998,124.30607429999998,-1.0,441.14,-450.5495162,450.5495162,C1,C1
012539,-26.11,-30.88,-117.53,-1.0,30.88,-34.6387136,34.6387136,-1.0,26.11,-29.2881092,29.2881092,-1.0,117.53,-131.8357516,131.8357516,C1,C1
111173,-42.9,-50.13,-163.58,-1.0,50.13,-60.2537535,60.2537535,-1.0,42.9,-51.563655,51.563655,-1.0,163.58,-196.614981,196.614981,C1,C1
031651,-18.62,-22.3,-104.31,-1.0,22.3,-27.913133,27.913133,-1.0,18.62,-23.3068402,23.3068402,-1.0,104.31,-130.5658701,130.5658701,C1,C1
080982,98.92,116.34,421.55,1.0,116.34,144.47450220000002,144.47450220000002,1.0,98.92,122.8418236,122.8418236,1.0,421.55,523.4934365,523.4934365,C1,C1
131260,13.95,16.56,70.27,1.0,16.56,20.387844,20.387844,1.0,13.95,17.174542499999998,17.174542499999998,1.0,70.27,86.5129105,86.5129105,C1,C1
066680,18.35,22.23,139.01,1.0,22.23,27.147942900000004,27.147942900000004,1.0,18.35,22.409570500000005,22.409570500000005,1.0,139.01,169.7631823,169.7631823,C1,C1
031890,-257.46,-308.04,-1548.03,-1.0,308.04,-370.125462,370.125462,-1.0,257.46,-309.351063,309.351063,-1.0,1548.03,-1860.0354465,1860.0354465,C1,C1
029776,-22.56,-26.9,-124.36,-1.0,26.9,-33.406303,33.406303,-1.0,22.56,-28.0165872,28.0165872,-1.0,124.36,-154.4389532,154.4389532,C1,C1
036079,-50.65,-59.02,-186.21,-1.0,59.02,-71.4962378,71.4962378,-1.0,50.65,-61.3569035,61.3569035,-1.0,186.21,-225.5729319,225.5729319,C1,C1
081451,-30.83,-35.93,-115.35,-1.0,35.93,-45.6824799,45.6824799,-1.0,30.83,-39.1981869,39.1981869,-1.0,115.35,-146.6594505,146.6594505,C1,C1
051702,259.84,317.67,2595.15,1.0,317.67,403.8951681,403.8951681,1.0,259.84,330.3683712,330.3683712,1.0,2595.15,3299.5515645,3299.5515645,C1,C1
112738,-12.26,-13.99,-31.12,-1.0,13.99,-17.931122900000002,17.931122900000002,-1.0,12.26,-15.7137646,15.7137646,-1.0,31.12,-39.8868152,39.8868152,C1,C1
083452,-61.06,-72.91,-318.51,-1.0,72.91,-90.5126613,90.5126613,-1.0,61.06,-75.8017158,75.8017158,-1.0,318.51,-395.4078693,395.4078693,C1,C1
042073,-21.31,-24.58,-71.33,-1.0,24.58,-30.0286486,30.0286486,-1.0,21.31,-26.0337877,26.0337877,-1.0,71.33,-87.1417211,87.1417211,C1,C1
018736,165.1,198.92,1293.3,1.0,198.92,219.1223152,219.1223152,1.0,165.1,181.867556,181.867556,1.0,1293.3,1424.647548,1424.647548,C1,C1
000666,-129.27,-151.12,-500.95,-1.0,151.12,-127.1191216,127.1191216,-1.0,129.27,-108.7393386,108.7393386,-1.0,500.95,-421.38912099999993,421.38912099999993,C1,C1
118359,-108.73,-128.07,-567.92,-1.0,128.07,-165.4139313,165.4139313,-1.0,108.73,-140.43458070000003,140.43458070000003,-1.0,567.92,-733.5197928,733.5197928,C1,C1
133828,113.36,142.26,3342.44,1.0,142.26,168.12144539999997,168.12144539999997,1.0,113.36,133.9677144,133.9677144,1.0,3342.44,3950.062167600001,3950.062167600001,C1,C1
126297,-5.42,-6.77,-49.97,-1.0,6.77,-8.4074599,8.4074599,-1.0,5.42,-6.7309354,6.7309354,-1.0,49.97,-62.0562439,62.0562439,C1,C1
054020,215.26,253.76,1005.12,1.0,253.76,330.1493727999999,330.1493727999999,1.0,215.26,280.0597178,280.0597178,1.0,1005.12,1307.6912736,1307.6912736,C1,C1
000618,20.85,24.06,65.88,1.0,24.06,20.7238404,20.7238404,1.0,20.85,17.958938999999997,17.958938999999997,1.0,65.88,56.74507919999999,56.74507919999999,C1,C1
099287,77.92,90.61,275.58,1.0,90.61,115.2441407,115.2441407,1.0,77.92,99.1041104,99.1041104,1.0,275.58,350.5019346,350.5019346,C1,C1
132868,-52.22,-63.15,-376.53,-1.0,63.15,-80.89919359743449,80.89919359743449,-1.0,52.22,-66.89716373171859,66.89716373171859,-1.0,376.53,-482.3590398296438,482.3590398296438,C1,C1
061395,39.44,45.75,135.39,1.0,45.75,57.2858625,57.2858625,1.0,39.44,49.384796,49.384796,1.0,135.39,169.5285885,169.5285885,C1,C1
029305,-107.11,-126.88,-522.88,-1.0,126.88,-160.01471199999995,160.01471199999995,-1.0,107.11,-135.0817765,135.0817765,-1.0,522.88,-659.4301119999999,659.4301119999999,C1,C1
073203,126.92,149.2,536.09,1.0,149.2,185.281036,185.281036,1.0,126.92,157.6130636,157.6130636,1.0,536.09,665.7326447,665.7326447,C1,C1
077369,-14.75,-17.4,-64.09,-1.0,17.4,-21.95097,21.95097,-1.0,14.75,-18.6078625,18.6078625,-1.0,64.09,-80.85273950000001,80.85273950000001,C1,C1
082472,89.69,104.5,328.68,1.0,104.5,130.803695,130.803695,1.0,89.69,112.2658699,112.2658699,1.0,328.68,411.4120428000001,411.4120428000001,C1,C1
131620,22.95,26.92,92.68,1.0,26.92,33.142558,33.142558,1.0,22.95,28.2548925,28.2548925,1.0,92.68,114.102982,114.102982,C1,C1
075983,106.87,128.56,733.25,1.0,128.56,165.99024400000002,165.99024400000002,1.0,106.87,137.98520050000002,137.98520050000002,1.0,733.25,946.7357375,946.7357375,C1,C1
109270,-308.67,-362.74,-1308.63,-1.0,362.74,-443.3081814,443.3081814,-1.0,308.67,-377.2286937,377.2286937,-1.0,1308.63,-1599.2898093,1599.2898093,C1,C1
052159,82.73,105.5,1236.61,1.0,105.5,133.093525,133.093525,1.0,82.73,104.3680315,104.3680315,1.0,1236.61,1560.0453454999997,1560.0453454999997,C1,C1
085585,-95.81,-112.36,-384.88,-1.0,112.36,-145.07361400000002,145.07361400000002,-1.0,95.81,-123.70508150000002,123.70508150000002,-1.0,384.88,-496.93781200000006,496.93781200000006,C1,C1
056859,-83.08,-97.64,-348.71,-1.0,97.64,-122.1740028,122.1740028,-1.0,83.08,-103.9555116,103.9555116,-1.0,348.71,-436.3303617,436.3303617,C1,C1
003205,-41.48,-47.57,123.97,-1.0,47.57,-46.1985569,46.1985569,-1.0,41.48,-40.2841316,40.2841316,1.0,123.97,120.39594490000002,120.39594490000002,C1,C1
049235,-55.89,-68.36,-873.91,-1.0,68.36,-83.5133612,83.5133612,-1.0,55.89,-68.2791363,68.2791363,-1.0,873.91,-1067.6296297,1067.6296297,C1,C1
015388,-283.82,-331.06,-1063.62,-1.0,331.06,-367.9533264,367.9533264,-1.0,283.82,-315.4489008,315.4489008,-1.0,1063.62,-1182.1498127999998,1182.1498127999998,C1,C1
014812,127.67,149.5,507.21,1.0,149.5,160.13842,160.13842,1.0,127.67,136.7549972,136.7549972,1.0,507.21,543.3030636,543.3030636,C1,C1
043835,179.51,212.86,882.82,1.0,212.86,262.147733,262.147733,1.0,179.51,221.0755405,221.0755405,1.0,882.82,1087.236971,1087.236971,C1,C1
076178,12.44,14.08,24.92,1.0,14.08,17.7631872,17.7631872,1.0,12.44,15.6941796,15.6941796,1.0,24.92,31.438822800000004,31.438822800000004,C1,C1
035274,-125.61,-146.31,-460.69,-1.0,146.31,-180.1880805,180.1880805,-1.0,125.61,-154.6949955,154.6949955,-1.0,460.69,-567.3627695,567.3627695,C1,C1
064902,-40.59,-47.53,-163.65,-1.0,47.53,-57.579267900000005,57.579267900000005,-1.0,40.59,-49.1719437,49.1719437,-1.0,163.65,-198.2505195,198.2505195,C1,C1
098420,26.29,30.73,101.05,1.0,30.73,39.690560700000006,39.690560700000006,1.0,26.29,33.955901100000005,33.955901100000005,1.0,101.05,130.5151695,130.5151695,C1,C1
085844,-42.08,-48.99,-151.63,-1.0,48.99,-61.82489009999999,61.82489009999999,-1.0,42.08,-53.10453919999999,53.10453919999999,-1.0,151.63,-191.3555437,191.3555437,C1,C1
052408,-142.04,-174.44,-1410.87,-1.0,174.44,-220.1415356,220.1415356,-1.0,142.04,-179.25305959999997,179.25305959999997,-1.0,1410.87,-1780.5038312999998,1780.5038312999998,C1,C1
013204,106.47,126.17,522.92,1.0,126.17,146.5035572,146.5035572,1.0,106.47,123.6287052,123.6287052,1.0,522.92,607.1937872,607.1937872,C1,C1
060501,-174.37,-209.66,-1564.74,-1.0,209.66,-258.206773,258.206773,-1.0,174.37,-214.74537350000003,214.74537350000003,-1.0,1564.74,-1927.055547,1927.055547,C1,C1
040039,-261.14,-307.3,-1117.34,-1.0,307.3,-369.359235,369.359235,-1.0,261.14,-313.877223,313.877223,-1.0,1117.34,-1342.986813,1342.986813,C1,C1
052313,13.67,13.94,-64.25,1.0,13.94,17.860903800000003,17.860903800000003,1.0,13.67,17.514960900000002,17.514960900000002,-1.0,64.25,-82.32159750000001,82.32159750000001,C1,C1
128272,-21.1,-24.73,-76.85,-1.0,24.73,-31.6877855,31.6877855,-1.0,21.1,-27.036485,27.036485,-1.0,76.85,-98.47174749999998,98.47174749999998,C1,C1
041277,-23.48,-27.59,-97.07,-1.0,27.59,-33.7058753,33.7058753,-1.0,23.48,-28.684811600000003,28.684811600000003,-1.0,97.07,-118.5875069,118.5875069,C1,C1
118909,74.08,86.36,274.93,1.0,86.36,111.5417124,111.5417124,1.0,74.08,95.68098720000002,95.68098720000002,1.0,274.93,355.0968387000001,355.0968387000001,C1,C1
001895,-50.1,-58.16,-174.23,-1.0,58.16,-57.081132,57.081132,-1.0,50.1,-49.17064499999999,49.17064499999999,-1.0,174.23,-170.9980335,170.9980335,C1,C1
109191,-30.71,-35.46,-89.88,-1.0,35.46,-44.0225262,44.0225262,-1.0,30.71,-38.1255437,38.1255437,-1.0,89.88,-111.5833236,111.5833236,C1,C1
072327,-415.61,-495.43,-2391.12,-1.0,495.43,-619.9166961,619.9166961,-1.0,415.61,-520.0403246999999,520.0403246999999,-1.0,2391.12,-2991.9367224,2991.9367224,C1,C1
102632,-58.16,-67.75,-210.44,-1.0,67.75,-90.8764625,90.8764625,-1.0,58.16,-78.01291599999999,78.01291599999999,-1.0,210.44,-282.273694,282.273694,C1,C1
057692,31.82,37.14,121.32,1.0,37.14,45.3743094,45.3743094,1.0,31.82,38.8748122,38.8748122,1.0,121.32,148.2178572,148.2178572,C1,C1
116383,-67.24,-77.14,-171.02,-1.0,77.14,-98.87110939999998,98.87110939999998,-1.0,67.24,-86.18218039999998,86.18218039999998,-1.0,171.02,-219.1980442,219.1980442,C1,C1
008743,9.87,11.66,45.51,1.0,11.66,12.8395256,12.8395256,1.0,9.87,10.8684492,10.8684492,1.0,45.51,50.11379159999999,50.11379159999999,C1,C1
011180,179.72,214.53,1156.58,1.0,214.53,234.1122984,234.1122984,1.0,179.72,196.1248416,196.1248416,1.0,1156.58,1262.1526224,1262.1526224,C1,C1
050630,-174.46,-208.35,-1108.16,-1.0,208.35,-264.9024405,264.9024405,-1.0,174.46,-221.8136778,221.8136778,-1.0,1108.16,-1408.9478688,1408.9478688,C1,C1
075711,45.58,55.58,364.69,1.0,55.58,70.11917220000001,70.11917220000001,1.0,45.58,57.5032722,57.5032722,1.0,364.69,460.08925710000005,460.08925710000005,C1,C1
128171,22.73,36.27,-483.54,1.0,36.27,46.8314613,46.8314613,1.0,22.73,29.3487487,29.3487487,-1.0,483.54,-624.3420126,624.3420126,C1,C1
084389,-128.1,-152.71,-658.54,-1.0,152.71,-188.07610890000004,188.07610890000004,-1.0,128.1,-157.766679,157.766679,-1.0,658.54,-811.0512785999999,811.0512785999999,C1,C1
077948,-35.32,-41.28,-136.36,-1.0,41.28,-52.0784352,52.0784352,-1.0,35.32,-44.5593588,44.5593588,-1.0,136.36,-172.03041240000002,172.03041240000002,C1,C1
053402,14.69,15.34,-47.31,1.0,15.34,18.4311634,18.4311634,1.0,14.69,17.650181899999996,17.650181899999996,-1.0,47.31,-56.84343809999999,56.84343809999999,C1,C1
021497,58.48,69.06,286.3,1.0,69.06,76.7284224,76.7284224,1.0,58.48,64.97361919999999,64.97361919999999,1.0,286.3,318.090752,318.090752,C1,C1
067490,-11.01,-11.97,11.28,-1.0,11.97,-14.3820747,14.3820747,-1.0,11.01,-13.228625099999997,13.228625099999997,1.0,11.28,13.553032799999997,13.553032799999997,C1,C1
054373,-137.47,-164.17,-834.72,-1.0,164.17,-203.7989963,203.7989963,-1.0,137.47,-170.6538833,170.6538833,-1.0,834.72,-1036.2130608,1036.2130608,C1,C1
119874,-43.48,-49.75,-112.64,-1.0,49.75,-62.78400249999999,62.78400249999999,-1.0,43.48,-54.8713252,54.8713252,-1.0,112.64,-142.1505536,142.1505536,C1,C1
045919,-70.68,-83.89,-406.04,-1.0,83.89,-107.45218429999998,107.45218429999998,-1.0,70.68,-90.5318916,90.5318916,-1.0,406.04,-520.0844548,520.0844548,C1,C1
125515,-347.34,-418.02,-2711.23,-1.0,418.02,-518.9425686,518.9425686,-1.0,347.34,-431.1982962,431.1982962,-1.0,2711.23,-3365.8022589,3365.8022589,C1,C1
006714,68.44,80.01,265.73,1.0,80.01,92.1523176,92.1523176,1.0,68.44,78.8264544,78.8264544,1.0,265.73,306.0571848,306.0571848,C1,C1
092249,-62.28,-73.15,-254.96,-1.0,73.15,-91.5625865,91.5625865,-1.0,62.28,-77.9564988,77.9564988,-1.0,254.96,-319.13598160000004,319.13598160000004,C1,C1
082329,49.27,57.1,164.92,1.0,57.1,72.03678900000001,72.03678900000001,1.0,49.27,62.15853930000001,62.15853930000001,1.0,164.92,208.0614228,208.0614228,C1,C1
132122,88.53,111.18,1300.86,1.0,111.18,143.5271574366234,143.5271574366234,1.0,88.53,114.2872751202039,114.2872751202039,1.0,1300.86,1679.3374529862017,1679.3374529862017,C1,C1
092078,72.34,85.7,360.72,1.0,85.7,109.80483900000002,109.80483900000002,1.0,72.34,92.6870718,92.6870718,1.0,360.72,462.1797144000001,462.1797144000001,C1,C1
115151,84.11,98.06,310.97,1.0,98.06,124.7195722,124.7195722,1.0,84.11,106.9769857,106.9769857,1.0,310.97,395.5134139,395.5134139,C1,C1
056618,36.05,41.6,102.96,1.0,41.6,51.23414400000001,51.23414400000001,1.0,36.05,44.3988195,44.3988195,1.0,102.96,126.8045064,126.8045064,C1,C1
037984,48.1,56.39,193.39,1.0,56.39,71.1388045,71.1388045,1.0,48.1,60.680555000000005,60.680555000000005,1.0,193.39,243.9711545,243.9711545,C2,C2
016863,-86.18,-100.95,-342.83,-1.0,100.95,-113.19725399999996,113.19725399999996,-1.0,86.18,-96.6353576,96.6353576,-1.0,342.83,-384.4221355999999,384.4221355999999,C1,C1
122561,22.39,26.0,78.57,1.0,26.0,32.81173999999999,32.81173999999999,1.0,22.39,28.2559561,28.2559561,1.0,78.57,99.1545543,99.1545543,C1,C1
041477,-105.45,-122.71,-381.04,-1.0,122.71,-156.0171753,156.0171753,-1.0,105.45,-134.0722935,134.0722935,-1.0,381.04,-484.4656872000001,484.4656872000001,C1,C1
011659,-40.46,-46.52,-84.46,-1.0,46.52,-53.07932,53.07932,-1.0,40.46,-46.16486,46.16486,-1.0,84.46,-96.36885999999998,96.36885999999998,C1,C1
061808,-99.87,-115.82,-333.88,-1.0,115.82,-149.5919538,149.5919538,-1.0,99.87,-128.99109330000002,128.99109330000002,-1.0,333.88,-431.2360692,431.2360692,C1,C1
082157,276.14,331.74,2079.38,1.0,331.74,425.0485098,425.0485098,1.0,276.14,353.80989780000004,353.80989780000004,1.0,2079.38,2664.2472126,2664.2472126,C1,C1
132302,-35.48,-42.89,-253.43,-1.0,42.89,-55.36858951661071,55.36858951661071,-1.0,35.48,-45.8026942422324,45.8026942422324,-1.0,253.43,-327.1639459359909,327.1639459359909,C1,C1
111982,31.09,35.08,54.5,1.0,35.08,43.5633964,43.5633964,1.0,31.09,38.6084947,38.6084947,1.0,54.5,67.679735,67.679735,C1,C1
062443,-178.52,-213.04,-982.22,-1.0,213.04,-262.28419599999995,262.28419599999995,-1.0,178.52,-219.784898,219.784898,-1.0,982.22,-1209.260153,1209.260153,C1,C1
093682,-41.11,-47.14,-114.63,-1.0,47.14,-58.56060780000001,58.56060780000001,-1.0,41.11,-51.06971970000001,51.06971970000001,-1.0,114.63,-142.4014101,142.4014101,C1,C1
073795,194.96,237.6,1805.09,1.0,237.6,299.753784,299.753784,1.0,194.96,245.9595864,245.9595864,1.0,1805.09,2277.2834931,2277.2834931,C1,C1
020116,-50.09,-57.98,-122.44,-1.0,57.98,-65.01413359999998,65.01413359999998,-1.0,50.09,-56.16691879999999,56.16691879999999,-1.0,122.44,-137.29442079999998,137.29442079999998,C1,C1
014332,31.1,36.39,124.39,1.0,36.39,41.520990000000005,41.520990000000005,1.0,31.1,35.4851,35.4851,1.0,124.39,141.92899,141.92899,C1,C1
128900,-89.3,-104.21,-544.58,-1.0,104.21,-126.20143629999998,126.20143629999998,-1.0,89.3,-108.14497899999998,108.14497899999998,-1.0,544.58,-659.5027173999999,659.5027173999999,C1,C1
060829,-165.81,-197.96,-1002.77,-1.0,197.96,-261.534854,261.534854,-1.0,165.81,-219.0598815,219.0598815,-1.0,1002.77,-1324.8095855,1324.8095855,C1,C1
000686,-232.87,-277.08,-1226.91,-1.0,277.08,-230.225772,230.225772,-1.0,232.87,-193.491683,193.491683,-1.0,1226.91,-1019.439519,1019.439519,C1,C1
120699,24.46,29.06,123.53,1.0,29.06,37.247655,37.247655,1.0,24.46,31.351605,31.351605,1.0,123.53,158.33457749999997,158.33457749999997,C1,C1
088249,247.85,290.47,998.75,1.0,290.47,349.00260969999994,349.00260969999994,1.0,247.85,297.7942535,297.7942535,1.0,998.75,1200.0081125,1200.0081125,C1,C1
034635,83.29,101.4,559.79,1.0,101.4,120.835338,120.835338,1.0,83.29,99.25419430000002,99.25419430000002,1.0,559.79,667.0849493000001,667.0849493000001,C1,C1
065738,253.21,303.33,1812.43,1.0,303.33,385.6628619,385.6628619,1.0,253.21,321.9387903,321.9387903,1.0,1812.43,2304.3778749000003,2304.3778749000003,C1,C1
082240,-12.86,-15.35,-63.08,-1.0,15.35,-19.0620905,19.0620905,-1.0,12.86,-15.969933800000002,15.969933800000002,-1.0,63.08,-78.3346364,78.3346364,C1,C1
035416,164.63,194.84,764.89,1.0,194.84,232.1849828,232.1849828,1.0,164.63,196.1846321,196.1846321,1.0,764.89,911.4964663,911.4964663,C1,C1
026554,102.39,119.61,313.75,1.0,119.61,150.8509359,150.8509359,1.0,102.39,129.13324409999998,129.13324409999998,1.0,313.75,395.6983625,395.6983625,C1,C1
023662,-24.12,-29.15,-166.54,-1.0,29.15,-32.679308022014496,32.679308022014496,-1.0,24.12,-27.0403056429156,27.0403056429156,-1.0,166.54,-186.70366922766016,186.70366922766016,C1,C1
013724,44.26,51.47,157.9,1.0,51.47,59.787552,59.787552,1.0,44.26,51.41241599999999,51.41241599999999,1.0,157.9,183.41664,183.41664,C1,C1
107746,-44.21,-52.08,-191.52,-1.0,52.08,-65.701524,65.701524,-1.0,44.21,-55.773125500000006,55.773125500000006,-1.0,191.52,-241.612056,241.612056,C1,C1
104093,-48.37,-57.2,-221.67,-1.0,57.2,-72.18582799999999,72.18582799999999,-1.0,48.37,-61.042456299999984,61.042456299999984,-1.0,221.67,-279.74532329999994,279.74532329999994,C1,C1
124718,-313.27,-377.5,-1967.17,-1.0,377.5,-476.114325,476.114325,-1.0,313.27,-395.1055221,395.1055221,-1.0,1967.17,-2481.0538191,2481.0538191,C1,C1
104990,-50.33,-58.55,-180.07,-1.0,58.55,-73.2876205,73.2876205,-1.0,50.33,-62.9985643,62.9985643,-1.0,180.07,-225.3954197,225.3954197,C1,C1
025667,-73.33,-86.64,-345.88,-1.0,86.64,-103.2462888,103.2462888,-1.0,73.33,-87.3851611,87.3851611,-1.0,345.88,-412.1748196,412.1748196,C1,C1
011922,78.99,93.5,374.65,1.0,93.5,101.1109,101.1109,1.0,78.99,85.419786,85.419786,1.0,374.65,405.14651,405.14651,C1,C1
026123,-63.84,-75.74,-314.89,-1.0,75.74,-94.8045154,94.8045154,-1.0,63.84,-79.90916640000002,79.90916640000002,-1.0,314.89,-394.1509619,394.1509619,C1,C1
020394,35.66,42.31,172.77,1.0,42.31,47.00641,47.00641,1.0,35.66,39.61825999999999,39.61825999999999,1.0,172.77,191.94747,191.94747,C1,C1
072496,-34.81,-40.62,-130.56,-1.0,40.62,-52.8640866,52.8640866,-1.0,34.81,-45.3027783,45.3027783,-1.0,130.56,-169.9147008,169.9147008,C1,C1
094807,111.07,129.47,410.84,1.0,129.47,163.3898453,163.3898453,1.0,111.07,140.16922929999998,140.16922929999998,1.0,410.84,518.4759715999999,518.4759715999999,C1,C1
054948,321.88,384.72,2197.3,1.0,384.72,473.80191600000006,473.80191600000006,1.0,321.88,396.411314,396.411314,1.0,2197.3,2706.0848150000006,2706.0848150000006,C1,C1
009877,-0.42,-0.33,5.7,-1.0,0.33,-0.3602676,0.3602676,-1.0,0.42,-0.4585223999999999,0.4585223999999999,1.0,5.7,6.222804,6.222804,C1,C1
071073,293.6,351.62,1660.6,1.0,351.62,436.4975518,436.4975518,1.0,293.6,364.47210400000006,364.47210400000006,1.0,1660.6,2061.452234,2061.452234,C1,C1
108844,-64.11,-75.83,-300.6,-1.0,75.83,-96.4125369,96.4125369,-1.0,64.11,-81.5113773,81.5113773,-1.0,300.6,-382.1918580000001,382.1918580000001,C1,C1
057214,21.88,25.83,102.35,1.0,25.83,33.6169701,33.6169701,1.0,21.88,28.4761636,28.4761636,1.0,102.35,133.20545449999997,133.20545449999997,C1,C1
125669,25.2,29.48,94.28,1.0,29.48,36.3072732,36.3072732,1.0,25.2,31.036068,31.036068,1.0,94.28,116.1143052,116.1143052,C1,C1
093268,-37.53,-43.76,-140.65,-1.0,43.76,-57.81352399999999,57.81352399999999,-1.0,37.53,-49.5827595,49.5827595,-1.0,140.65,-185.8197475,185.8197475,C1,C1
051513,-111.39,-126.38,592.9,-1.0,126.38,-158.1355026,158.1355026,-1.0,111.39,-139.3789653,139.3789653,1.0,592.9,741.877983,741.877983,C1,C1
114929,-64.16,-75.39,-285.11,-1.0,75.39,-92.1047169,92.1047169,-1.0,64.16,-78.3849136,78.3849136,-1.0,285.11,-348.3217381,348.3217381,C1,C1
015835,6.44,7.41,18.31,1.0,7.41,8.607455999999999,8.607455999999999,1.0,6.44,7.480704,7.480704,1.0,18.31,21.268896,21.268896,C1,C1
012874,-155.98,-186.07,-810.26,-1.0,186.07,-204.9672692,204.9672692,-1.0,155.98,-171.8213288,171.8213288,-1.0,810.26,-892.5500056,892.5500056,C1,C1
099598,-44.33,-51.49,-155.08,-1.0,51.49,-64.9572095,64.9572095,-1.0,44.33,-55.9245115,55.9245115,-1.0,155.08,-195.64117400000003,195.64117400000003,C1,C1
112632,-149.65,-178.79,-1140.14,-1.0,178.79,-225.5525245,225.5525245,-1.0,149.65,-188.7909575,188.7909575,-1.0,1140.14,-1438.343617,1438.343617,C1,C1
052949,70.18,85.92,512.27,1.0,85.92,105.814776,105.814776,1.0,70.18,86.43017900000001,86.43017900000001,1.0,512.27,630.8861185000001,630.8861185000001,C1,C1
089341,-70.21,-83.62,-355.55,-1.0,83.62,-103.80837660000002,103.80837660000002,-1.0,70.21,-87.16080029999999,87.16080029999999,-1.0,355.55,-441.3904365,441.3904365,C1,C1
061488,-49.79,-58.32,-199.37,-1.0,58.32,-72.3978648,72.3978648,-1.0,49.79,-61.80880809999999,61.80880809999999,-1.0,199.37,-247.4959243,247.4959243,C1,C1
124909,-244.58,-287.66,-1073.55,-1.0,287.66,-348.4799538,348.4799538,-1.0,244.58,-296.2915494,296.2915494,-1.0,1073.55,-1300.5306765,1300.5306765,C1,C1
