xyz,smiles_gdb9,smiles,A_GHz,B_GHz,C_GHz,mu_Debye,alpha_Bohr3,homo_Hartree,lumo_Hartree,gap_Hartree,r2_Bohr2,zpve_Hartree,U0_Hartree,U_Hartree,H_Hartree,G_Hartree,Cv_cal/mol/K
dsC7O2H10nsd/dsC7O2H10nsd_1203.xyz,OC(C#C)C1CCOC1,O[C@H](C#C)[C@H]1CCOC1,3.1202064,1.0775958,0.8484442,1.9771,76.71,-0.25077,0.02644,0.27721,1340.7507,0.156289,-422.523997,-422.514615,-422.513671,-422.559182,33.952
dsC7O2H10nsd/dsC7O2H10nsd_1204.xyz,CC(O)(C#C)C1(C)CO1,C[C@](O)(C#C)[C@]1(C)CO1,2.3026672,1.429693,1.2552701,1.8106,76.32,-0.25849,0.03213,0.29062,1118.4382,0.152689,-422.508472,-422.49845,-422.497506,-422.54267,37.828
dsC7O2H10nsd/dsC7O2H10nsd_1205.xyz,CC(O)(C#C)C1(O)CC1,C[C@](O)(C#C)C1(O)CC1,2.2387625,1.4397359,1.3096991,1.8594,77.12,-0.25183,0.02825,0.28008,1106.5106,0.152557,-422.515059,-422.504862,-422.503918,-422.549267,38.618
dsC7O2H10nsd/dsC7O2H10nsd_1206.xyz,CC(O)(C#C)C1CCO1,C[C@](O)(C#C)[C@H]1CCO1,2.670686,1.3271823,1.1010045,1.7101,76.89,-0.252,0.03413,0.28613,1171.9482,0.154325,-422.509042,-422.499435,-422.498491,-422.543289,35.624
dsC7O2H10nsd/dsC7O2H10nsd_1207.xyz,CC(O)(C#C)C1COC1,C[C@](O)(C#C)C1COC1,2.6154454,1.2799358,1.0635269,2.0528,76.58,-0.24638,0.02921,0.27559,1194.5881,0.153873,-422.502458,-422.492554,-422.49161,-422.537321,35.969
dsC7O2H10nsd/dsC7O2H10nsd_1208.xyz,CC(C)(O)C#CC1CO1,CC(C)(O)C#C[C@@H]1CO1,3.7435108,0.6800248,0.6764557,1.447,82.76,-0.25347,0.01719,0.27066,1757.2705,0.153136,-422.505544,-422.495037,-422.494092,-422.542916,37.045
dsC7O2H10nsd/dsC7O2H10nsd_1209.xyz,CC(C)(O)C#CCC=O,CC(C)(O)C#CCC=O,3.7067048,0.6150817,0.5976314,2.9274,82.25,-0.24793,-0.02843,0.2195,1910.8668,0.151697,-422.541589,-422.530412,-422.529467,-422.580428,38.397
dsC7O2H10nsd/dsC7O2H10nsd_1210.xyz,CC(C)(O)C(=O)CC#C,CC(C)(O)C(=O)CC#C,2.3473362,1.2967307,1.0960999,1.6461,77.21,-0.23761,-0.02723,0.21038,1205.9637,0.152076,-422.55106,-422.540466,-422.539522,-422.586628,38.622
dsC7O2H10nsd/dsC7O2H10nsd_1211.xyz,CC(C)(O)C(C=O)C#C,CC(C)(O)[C@H](C=O)C#C,1.7450509,1.6661411,1.0482092,2.9227,78.1,-0.24696,-0.02762,0.21934,1210.6617,0.151398,-422.54246,-422.531623,-422.530679,-422.578155,39.008
dsC7O2H10nsd/dsC7O2H10nsd_1212.xyz,CC(C)(O)C1(CO1)C#C,CC(C)(O)[C@]1(CO1)C#C,2.1349466,1.5749909,1.2223582,1.3601,77.11,-0.26058,0.01765,0.27823,1114.856,0.152618,-422.513685,-422.503692,-422.502747,-422.547732,37.75
dsC7O2H10nsd/dsC7O2H10nsd_1213.xyz,CC(C)(O)C1OC1C#C,CC(C)(O)[C@@H]1O[C@H]1C#C,3.4264283,0.9495346,0.8976361,1.4577,79.12,-0.25846,0.01508,0.27354,1378.7764,0.152702,-422.512649,-422.502573,-422.501629,-422.547159,37.452
dsC7O2H10nsd/dsC7O2H10nsd_1214.xyz,CC(C)(O)CC#CC=O,CC(C)(O)CC#CC=O,3.6975357,0.7106212,0.6839176,3.4784,83.49,-0.26883,-0.0644,0.20443,1701.2366,0.152486,-422.546794,-422.535933,-422.534988,-422.583809,37.861
dsC7O2H10nsd/dsC7O2H10nsd_1215.xyz,CC(C)(C)OC(=O)C#C,CC(C)(C)OC(=O)C#C,3.03932,1.0326579,0.93187,1.9668,80.03,-0.27099,-0.03728,0.23371,1348.1646,0.152344,-422.559917,-422.549452,-422.548507,-422.595005,37.985
dsC7O2H10nsd/dsC7O2H10nsd_1216.xyz,CC(C)(O)CC(=O)C#C,CC(C)(O)CC(=O)C#C,2.5897411,1.1461778,0.9683182,3.4484,78.7,-0.25898,-0.05952,0.19946,1295.2557,0.152063,-422.54502,-422.534356,-422.533412,-422.580789,38.522
dsC7O2H10nsd/dsC7O2H10nsd_1217.xyz,CC(O)(CC#C)C1CO1,C[C@](O)(CC#C)[C@@H]1CO1,2.1709629,1.5011669,1.0911212,1.8229,76.37,-0.2539,0.04805,0.30195,1172.9559,0.153176,-422.510027,-422.500062,-422.499118,-422.544624,36.798
dsC7O2H10nsd/dsC7O2H10nsd_1218.xyz,CC(O)(CC1CO1)C#C,C[C@@](O)(C[C@@H]1CO1)C#C,2.5402404,1.2004679,1.0354432,2.9841,77.18,-0.26055,0.04551,0.30606,1248.6864,0.153634,-422.505884,-422.496051,-422.495107,-422.540386,36.535
dsC7O2H10nsd/dsC7O2H10nsd_1219.xyz,CC(C)(CC#C)OC=O,CC(C)(CC#C)OC=O,1.9930399,1.4760917,1.1074127,1.9672,77.12,-0.26296,0.00811,0.27107,1191.2096,0.152833,-422.56124,-422.550949,-422.550005,-422.596187,37.338
dsC7O2H10nsd/dsC7O2H10nsd_1220.xyz,CC(O)(CC=O)CC#C,C[C@@](O)(CC=O)CC#C,2.5473083,1.0118318,0.8674171,3.3775,78.09,-0.24264,-0.01822,0.22442,1387.2057,0.151666,-422.542233,-422.531466,-422.530522,-422.578506,38.301
dsC7O2H10nsd/dsC7O2H10nsd_1221.xyz,CC(C)(OCC#C)C=O,CC(C)(OCC#C)C=O,3.3276833,0.9274709,0.8811521,2.5654,77.39,-0.2534,-0.02714,0.22626,1382.734,0.151284,-422.520699,-422.509892,-422.508948,-422.557476,38.011
dsC7O2H10nsd/dsC7O2H10nsd_1222.xyz,CC(O)(CCC#C)C=O,C[C@](O)(CCC#C)C=O,2.7530515,0.8702842,0.769445,1.3517,78.23,-0.25033,-0.03507,0.21526,1522.0453,0.152009,-422.539692,-422.528913,-422.527969,-422.576204,38.165
dsC7O2H10nsd/dsC7O2H10nsd_1223.xyz,CC(C)(COC=O)C#C,CC(C)(COC=O)C#C,2.3470148,1.1407639,0.9977721,2.1449,77.83,-0.26676,0.00985,0.27661,1300.3917,0.153183,-422.555964,-422.545492,-422.544548,-422.592198,37.109
dsC7O2H10nsd/dsC7O2H10nsd_1224.xyz,CC(C)(OCC=O)C#C,CC(C)(OCC=O)C#C,2.5973996,0.9225002,0.8210894,3.0966,78.71,-0.25443,-0.02564,0.22879,1475.3858,0.150991,-422.524057,-422.513179,-422.512235,-422.560618,38.085
dsC7O2H10nsd/dsC7O2H10nsd_1225.xyz,CC(O)(CCC=O)C#C,C[C@@](O)(CCC=O)C#C,2.6504245,0.8680501,0.7646558,3.6438,78.68,-0.24587,-0.01614,0.22973,1535.1416,0.15182,-422.539667,-422.52882,-422.527875,-422.576207,38.227
dsC7O2H10nsd/dsC7O2H10nsd_1226.xyz,CC(C)C#CC(O)C=O,CC(C)C#C[C@@H](O)C=O,2.9696288,0.687829,0.6026402,3.9017,83.36,-0.24316,-0.03323,0.20993,1879.7493,0.152523,-422.535557,-422.524278,-422.523333,-422.574404,37.932
dsC7O2H10nsd/dsC7O2H10nsd_1227.xyz,CC(O)C#CC(C)C=O,C[C@H](O)C#C[C@@H](C)C=O,2.9791527,0.6825122,0.5994302,2.5069,82.83,-0.25055,-0.0318,0.21875,1862.3855,0.152794,-422.539107,-422.527943,-422.526999,-422.578209,37.721
dsC7O2H10nsd/dsC7O2H10nsd_1228.xyz,CC(O)C#CC1(C)CO1,C[C@H](O)C#C[C@]1(C)CO1,3.4568447,0.6898962,0.6780586,0.6691,82.35,-0.25419,0.02389,0.27808,1768.8781,0.15339,-422.506168,-422.49565,-422.494706,-422.543185,36.976
dsC7O2H10nsd/dsC7O2H10nsd_1229.xyz,CC(O)C#CC1(O)CC1,C[C@H](O)C#CC1(O)CC1,3.4854633,0.7008929,0.6602318,1.6538,82.86,-0.23817,0.03225,0.27042,1768.579,0.153824,-422.509864,-422.499434,-422.49849,-422.546482,37.402
dsC7O2H10nsd/dsC7O2H10nsd_1230.xyz,CC(O)C#CC1CC1O,C[C@H](O)C#C[C@H]1C[C@@H]1O,4.0452001,0.5974261,0.5722871,3.153,83.65,-0.23828,0.03372,0.272,1971.5364,0.154132,-422.509225,-422.498739,-422.497795,-422.546222,37.098
dsC7O2H10nsd/dsC7O2H10nsd_1231.xyz,CC(O)C#CC1OC1C,C[C@H](O)C#C[C@@H]1O[C@H]1C,4.7983612,0.5766939,0.5585628,1.6808,84.04,-0.25233,0.01561,0.26794,2038.4553,0.153609,-422.505825,-422.495278,-422.494334,-422.54285,36.692
dsC7O2H10nsd/dsC7O2H10nsd_1232.xyz,CC(O)C#CC1CCO1,C[C@H](O)C#C[C@H]1CCO1,4.3326492,0.6351377,0.6160023,2.7578,82.36,-0.24998,0.01713,0.26711,1876.475,0.155061,-422.499726,-422.48959,-422.488646,-422.537131,34.842
dsC7O2H10nsd/dsC7O2H10nsd_1233.xyz,CC(O)C#CC1COC1,C[C@H](O)C#CC1COC1,4.1652299,0.6351191,0.6022144,1.5617,81.7,-0.2528,0.02881,0.28161,1878.8596,0.155182,-422.499969,-422.489857,-422.488913,-422.538158,34.764
dsC7O2H10nsd/dsC7O2H10nsd_1234.xyz,CC(O)C#CCC(C)=O,C[C@H](O)C#CCC(=O)C,3.7048767,0.6343583,0.585596,2.1444,81.41,-0.24314,-0.01875,0.22439,1898.6901,0.15255,-422.547609,-422.536435,-422.535491,-422.586474,37.93
dsC7O2H10nsd/dsC7O2H10nsd_1235.xyz,CC(O)C#CCC1CO1,C[C@H](O)C#CC[C@@H]1CO1,4.7495979,0.5611377,0.5365666,2.4086,81.9,-0.25197,0.03559,0.28756,2110.0669,0.154161,-422.500981,-422.490579,-422.489635,-422.539144,35.856
dsC7O2H10nsd/dsC7O2H10nsd_1236.xyz,CC(C)C#CCOC=O,CC(C)C#CCOC=O,5.2478196,0.5245829,0.4976472,2.5556,83.52,-0.25778,0.00639,0.26417,2120.5238,0.154047,-422.553529,-422.542768,-422.541824,-422.593103,35.993
dsC7O2H10nsd/dsC7O2H10nsd_1237.xyz,CC(O)C#CCCC=O,C[C@H](O)C#CCCC=O,5.9089145,0.452405,0.4399327,2.1944,83.26,-0.251,-0.02973,0.22127,2426.7574,0.153002,-422.536338,-422.525222,-422.524278,-422.57605,37.072
dsC7O2H10nsd/dsC7O2H10nsd_1238.xyz,CC(C)C(=O)C(O)C#C,CC(C)C(=O)[C@H](O)C#C,2.4085702,1.1201157,1.067044,2.6218,77.76,-0.24276,-0.02374,0.21902,1279.0577,0.152345,-422.539047,-422.528157,-422.527213,-422.575203,38.435
dsC7O2H10nsd/dsC7O2H10nsd_1239.xyz,CC(O)C(=O)C(C)C#C,C[C@@H](O)C(=O)[C@@H](C)C#C,2.1752701,1.341832,0.960812,1.5736,78.03,-0.23881,-0.02736,0.21145,1284.75,0.152711,-422.546149,-422.535509,-422.534564,-422.582168,38.064
dsC7O2H10nsd/dsC7O2H10nsd_1240.xyz,CC(C)C(=O)OCC#C,CC(C)C(=O)OCC#C,3.803749,0.7869977,0.6998887,1.5023,79.18,-0.26708,0.01061,0.27769,1624.0415,0.153059,-422.557369,-422.54664,-422.545696,-422.594973,36.958
dsC7O2H10nsd/dsC7O2H10nsd_1241.xyz,CC(O)C(=O)CCC#C,C[C@@H](O)C(=O)CCC#C,3.5653475,0.7517044,0.6519968,2.9114,78.6,-0.24496,-0.01824,0.22672,1708.6739,0.152287,-422.545022,-422.534135,-422.533191,-422.582604,37.954
dsC7O2H10nsd/dsC7O2H10nsd_1242.xyz,CC(O)C(C#C)C(C)=O,C[C@H](O)[C@@H](C#C)C(=O)C,1.8818586,1.4680361,0.9461019,1.2046,78.16,-0.2435,-0.02293,0.22057,1290.8687,0.151814,-422.545883,-422.53487,-422.533926,-422.582228,38.728
dsC7O2H10nsd/dsC7O2H10nsd_1243.xyz,CC(O)C(C#C)C1CO1,C[C@H](O)[C@H](C#C)[C@@H]1CO1,1.9321646,1.4738814,0.8855819,3.0622,77.51,-0.25717,0.05008,0.30725,1308.8195,0.153302,-422.5019,-422.491694,-422.490749,-422.537303,36.709
dsC7O2H10nsd/dsC7O2H10nsd_1244.xyz,CC(C)C(O)(C=O)C#C,CC(C)[C@@](O)(C=O)C#C,1.8020082,1.6704428,1.0836868,2.1432,78.23,-0.26548,-0.04585,0.21963,1192.1049,0.15209,-422.5407,-422.530129,-422.529185,-422.575778,38.358
dsC7O2H10nsd/dsC7O2H10nsd_1245.xyz,CC(O)C(C)(C=O)C#C,C[C@H](O)[C@@](C)(C=O)C#C,1.8645858,1.4030197,1.2934423,1.3309,77.7,-0.25481,-0.03013,0.22468,1157.0303,0.151906,-422.539887,-422.529152,-422.528207,-422.575223,38.656
dsC7O2H10nsd/dsC7O2H10nsd_1246.xyz,CC(C)C(O)C#CC=O,CC(C)[C@H](O)C#CC=O,3.1489171,0.7397561,0.6189291,2.7974,84.18,-0.27033,-0.06573,0.2046,1773.4367,0.15302,-422.534687,-422.523692,-422.522748,-422.571971,37.539
dsC7O2H10nsd/dsC7O2H10nsd_1247.xyz,CC(O)C(C)C#CC=O,C[C@H](O)[C@@H](C)C#CC=O,3.0279147,0.7426123,0.6268777,3.5238,84.09,-0.26423,-0.0603,0.20393,1750.7368,0.153021,-422.539302,-422.528252,-422.527308,-422.578505,37.548
dsC7O2H10nsd/dsC7O2H10nsd_1248.xyz,CC(C)C(O)C(=O)C#C,CC(C)[C@@H](O)C(=O)C#C,2.2609853,1.1634829,1.0193658,1.7528,78.78,-0.25556,-0.06381,0.19175,1294.9833,0.152468,-422.538511,-422.527617,-422.526672,-422.575508,38.227
dsC7O2H10nsd/dsC7O2H10nsd_1249.xyz,CC(O)C(C)C(=O)C#C,C[C@H](O)[C@@H](C)C(=O)C#C,2.7280815,1.0494674,0.8884754,1.5499,78.92,-0.25885,-0.05888,0.19997,1362.0862,0.152638,-422.542036,-422.531264,-422.53032,-422.578059,38.215
dsC7O2H10nsd/dsC7O2H10nsd_1250.xyz,CC(O)C(CC#C)C=O,C[C@H](O)[C@@H](CC#C)C=O,2.2217324,1.129409,0.7978161,1.6087,78.35,-0.25274,-0.03092,0.22182,1425.4249,0.152293,-422.536697,-422.525883,-422.524938,-422.573601,37.832
dsC7O2H10nsd/dsC7O2H10nsd_1251.xyz,CC(C)C(OC=O)C#C,CC(C)[C@H](OC=O)C#C,1.9618734,1.3446779,0.9034752,2.0285,78.49,-0.275,0.00442,0.27942,1334.9383,0.153247,-422.553198,-422.542772,-422.541827,-422.589385,36.775
dsC7O2H10nsd/dsC7O2H10nsd_1252.xyz,CC(O)C(CC=O)C#C,C[C@H](O)[C@@H](CC=O)C#C,2.2995229,1.0600993,0.7623891,3.9525,78.36,-0.24665,-0.01766,0.22899,1472.8501,0.152143,-422.538815,-422.527979,-422.527035,-422.575433,37.85
dsC7O2H10nsd/dsC7O2H10nsd_1253.xyz,CC(O)C1(C)OC1C#C,C[C@@H](O)[C@]1(C)O[C@H]1C#C,3.3406198,0.986322,0.9424082,1.5825,78.41,-0.25677,0.01653,0.2733,1330.0708,0.152886,-422.512519,-422.502302,-422.501358,-422.547365,37.502
dsC7O2H10nsd/dsC7O2H10nsd_1254.xyz,CC(O)C1(O)CC1C#C,C[C@H](O)[C@]1(O)C[C@H]1C#C,3.1964857,1.0666811,0.9888212,1.5663,78.91,-0.25255,0.03082,0.28337,1279.1425,0.153342,-422.517808,-422.507722,-422.506777,-422.552325,37.724
dsC7O2H10nsd/dsC7O2H10nsd_1255.xyz,CC(O)C1(CC#C)CO1,C[C@@H](O)[C@]1(CC#C)CO1,2.2090928,1.292988,1.0464732,1.7961,76.31,-0.25611,0.04297,0.29908,1234.258,0.15373,-422.509562,-422.499676,-422.498732,-422.544543,36.458
dsC7O2H10nsd/dsC7O2H10nsd_1256.xyz,CC(O)C1(CC1O)C#C,C[C@H](O)[C@]1(C[C@H]1O)C#C,1.8580322,1.4977101,1.1435227,2.2246,78.27,-0.23972,0.0378,0.27752,1183.8169,0.153388,-422.513257,-422.503029,-422.502085,-422.547985,37.983
dsC7O2H10nsd/dsC7O2H10nsd_1257.xyz,CC(O)C1(OC1C)C#C,C[C@H](O)[C@]1(O[C@@H]1C)C#C,2.1670467,1.3271065,1.1159681,2.9738,77.82,-0.2581,0.01796,0.27606,1220.0704,0.152419,-422.511041,-422.50063,-422.499686,-422.546025,37.83
dsC7O2H10nsd/dsC7O2H10nsd_1258.xyz,CC(O)C1(CCO1)C#C,C[C@@H](O)[C@@]1(CCO1)C#C,2.0148962,1.5166227,1.2450658,1.1136,77.1,-0.24776,0.01747,0.26523,1137.4686,0.154025,-422.509141,-422.499292,-422.498348,-422.543813,36.036
dsC7O2H10nsd/dsC7O2H10nsd_1259.xyz,CC(O)C1(COC1)C#C,C[C@H](O)C1(COC1)C#C,1.9828863,1.4880391,1.2036745,2.209,76.75,-0.25315,0.03154,0.28469,1150.3195,0.154301,-422.505867,-422.496093,-422.495149,-422.540328,35.81
dsC7O2H10nsd/dsC7O2H10nsd_1260.xyz,CC(O)C12C3CC1OC23,C[C@H](O)[C@]12[C@@H]3C[C@H]1O[C@H]23,3.0127035,1.3765409,1.1886905,1.6607,74.35,-0.23086,0.06992,0.30078,1105.5473,0.156322,-422.492849,-422.484477,-422.483533,-422.525957,31.941
dsC7O2H10nsd/dsC7O2H10nsd_1261.xyz,CC(C)C12CC(O1)C2=O,CC(C)[C@]12C[C@H](O1)C2=O,2.4075032,1.4098124,1.3041288,2.6544,75.76,-0.25067,-0.00779,0.24288,1110.9702,0.154579,-422.511709,-422.502577,-422.501633,-422.545752,33.616
dsC7O2H10nsd/dsC7O2H10nsd_1262.xyz,CC(O)C12CC(C1)C2=O,C[C@@H](O)[C@@]12C[C@@H](C1)C2=O,2.5530432,1.4348896,1.1278157,2.5265,75.56,-0.23925,0.00948,0.24873,1135.4321,0.155961,-422.532777,-422.523868,-422.522924,-422.566535,33.279
dsC7O2H10nsd/dsC7O2H10nsd_1263.xyz,CC(O)C12CC(O1)C=C2,C[C@@H](O)[C@]12C[C@H](O1)C=C2,3.1752222,1.4477824,1.2344426,2.1287,74.62,-0.23909,-0.00122,0.23787,1068.5666,0.156311,-422.520542,-422.512243,-422.511298,-422.553207,32.538
dsC7O2H10nsd/dsC7O2H10nsd_1264.xyz,CC(C)C12CC(=O)C1O2,CC(C)[C@@]12CC(=O)[C@@H]1O2,3.6613757,1.0840658,0.9697565,3.3161,76.22,-0.24211,-0.02605,0.21606,1269.5278,0.154361,-422.54036,-422.531167,-422.530223,-422.574463,33.939
dsC7O2H10nsd/dsC7O2H10nsd_1265.xyz,CC(C)C12CC1C(=O)O2,CC(C)[C@@]12C[C@@H]1C(=O)O2,2.9789516,1.2359266,1.0956227,4.3664,75.67,-0.27169,0.00466,0.27635,1190.2083,0.155394,-422.565229,-422.556235,-422.555291,-422.598996,33.408
dsC7O2H10nsd/dsC7O2H10nsd_1266.xyz,CC(O)C12CC1C(=O)C2,C[C@@H](O)[C@@]12C[C@@H]1C(=O)C2,3.1739856,1.1384221,1.0306216,4.812,76.89,-0.23567,-0.00346,0.23221,1226.9583,0.155179,-422.553429,-422.54432,-422.543376,-422.587311,34.058
dsC7O2H10nsd/dsC7O2H10nsd_1267.xyz,CC(C)C12OC1C1OC21,CC(C)[C@@]12O[C@@H]1[C@@H]1O[C@H]21,3.0788716,1.2621813,1.2171121,3.2636,73.99,-0.24684,0.04506,0.2919,1135.545,0.154117,-422.465753,-422.457018,-422.456074,-422.499151,33.056
dsC7O2H10nsd/dsC7O2H10nsd_1268.xyz,CC(O)C12CC1C1OC21,C[C@@H](O)[C@@]12C[C@@H]1[C@@H]1O[C@H]21,3.0361906,1.2727475,1.2285093,2.4568,74.41,-0.2267,0.064,0.2907,1118.8712,0.155075,-422.479456,-422.470835,-422.469891,-422.51258,33.181
dsC7O2H10nsd/dsC7O2H10nsd_1269.xyz,CC(O)C12OC1C1CC21,C[C@H](O)[C@]12O[C@H]1[C@H]1C[C@@H]21,3.0945951,1.2607669,1.2129409,1.5184,74.16,-0.23061,0.0617,0.29231,1130.7844,0.154936,-422.481478,-422.472738,-422.471794,-422.514856,33.415
dsC7O2H10nsd/dsC7O2H10nsd_1270.xyz,CC(O)C12CC=CC1O2,C[C@@H](O)[C@]12CC=C[C@H]1O2,3.1062851,1.2637195,1.173328,1.6147,75.08,-0.24377,0.00188,0.24565,1140.4391,0.155775,-422.55213,-422.54331,-422.542366,-422.585589,33.318
dsC7O2H10nsd/dsC7O2H10nsd_1271.xyz,CC(C)C12CC1OC2=O,CC(C)[C@]12C[C@H]1OC2=O,2.3965623,1.4381088,1.2349406,4.0778,74.71,-0.27168,0.00287,0.27455,1123.4705,0.155549,-422.561264,-422.552272,-422.551327,-422.595048,33.29
dsC7O2H10nsd/dsC7O2H10nsd_1272.xyz,CC(C)C12OC1CC2=O,CC(C)[C@@]12O[C@@H]1CC2=O,2.3993637,1.4311727,1.2171241,2.6288,75.59,-0.24051,-0.02558,0.21493,1136.0267,0.15445,-422.541103,-422.531852,-422.530908,-422.575237,33.93
dsC7O2H10nsd/dsC7O2H10nsd_1273.xyz,CC(O)C12CC1CC2=O,C[C@@H](O)[C@@]12C[C@@H]1CC2=O,2.4332392,1.4943796,1.2116686,3.0949,76.04,-0.24552,-0.01348,0.23204,1112.2532,0.155721,-422.554772,-422.545797,-422.544853,-422.588505,33.661
dsC7O2H10nsd/dsC7O2H10nsd_1274.xyz,CC(O)C12OC1CC=C2,C[C@H](O)[C@@]12O[C@@H]1CC=C2,3.0113097,1.3736992,1.1227644,2.0309,75.56,-0.24457,0.00394,0.24851,1137.6627,0.156035,-422.551743,-422.543067,-422.542123,-422.584974,33.141
dsC7O2H10nsd/dsC7O2H10nsd_1275.xyz,CC(O)C12CC3C(O1)C23,C[C@H](O)[C@@]12C[C@H]3[C@@H](O1)[C@@H]23,3.2758242,1.4369366,1.2676159,1.9195,73.85,-0.2389,0.0698,0.3087,1056.1857,0.156383,-422.498455,-422.490337,-422.489393,-422.53087,31.9
dsC7O2H10nsd/dsC7O2H10nsd_1276.xyz,CC(C)C12OC3C1OC23,CC(C)[C@@]12O[C@H]3[C@@H]1O[C@@H]23,3.0172033,1.3153124,1.3103103,0.5865,74.45,-0.24218,0.05095,0.29313,1095.4204,0.154356,-422.453908,-422.445385,-422.444441,-422.48709,32.293
dsC7O2H10nsd/dsC7O2H10nsd_1277.xyz,CC(O)C12CC3C1OC23,C[C@H](O)[C@@]12C[C@H]3[C@@H]1O[C@@H]23,2.8811222,1.5949188,1.22437,2.8774,74.53,-0.24425,0.0618,0.30605,1054.8578,0.156013,-422.471329,-422.463149,-422.462205,-422.504168,31.692
dsC7O2H10nsd/dsC7O2H10nsd_1278.xyz,CC(O)C12OC3C1CC23,C[C@H](O)[C@@]12O[C@H]3[C@@H]1C[C@@H]23,3.0564149,1.347777,1.3271135,1.9943,74.79,-0.23943,0.06815,0.30758,1074.0025,0.155755,-422.474527,-422.466226,-422.465282,-422.507356,32.03
dsC7O2H10nsd/dsC7O2H10nsd_1279.xyz,CC(O)C12CC3OC1C23,C[C@H](O)[C@]12C[C@@H]3O[C@H]1[C@H]23,3.4469116,1.2302522,1.159355,0.9403,74.06,-0.23001,0.06989,0.2999,1131.918,0.155924,-422.491454,-422.483032,-422.482088,-422.524579,32.207
dsC7O2H10nsd/dsC7O2H10nsd_1280.xyz,CC(O)C12OC3CC1C23,C[C@H](O)[C@]12O[C@@H]3C[C@H]1[C@H]23,3.4365545,1.3119216,1.225494,2.0477,74.33,-0.23716,0.07414,0.3113,1097.9466,0.156236,-422.496326,-422.488026,-422.487082,-422.52917,32.011
dsC7O2H10nsd/dsC7O2H10nsd_1281.xyz,CC(O)C1=CC(=O)CC1,C[C@@H](O)C1=CC(=O)CC1,3.6196032,0.9532161,0.8609833,4.6715,80.26,-0.23074,-0.03832,0.19242,1383.5841,0.155935,-422.599964,-422.590596,-422.589652,-422.634805,33.919
dsC7O2H10nsd/dsC7O2H10nsd_1282.xyz,CC(O)C1=CC2CC1O2,C[C@@H](O)C1=C[C@@H]2C[C@H]1O2,3.47879,1.1703261,1.0388578,0.5072,76.25,-0.23045,0.00266,0.23311,1207.7991,0.156641,-422.514703,-422.506307,-422.505363,-422.547927,32.137
dsC7O2H10nsd/dsC7O2H10nsd_1283.xyz,CC(O)C1=CC2OC2C1,C[C@H](O)C1=C[C@@H]2O[C@@H]2C1,3.6772783,1.0253676,1.0220718,1.8138,76.81,-0.24238,-0.00412,0.23826,1261.5912,0.156466,-422.550675,-422.542041,-422.541097,-422.584137,32.696
dsC7O2H10nsd/dsC7O2H10nsd_1284.xyz,CC(O)C1=CCC(=O)C1,C[C@H](O)C1=CCC(=O)C1,3.3576525,0.9585738,0.8842935,2.8447,78.3,-0.24155,-0.0176,0.22395,1375.6396,0.155355,-422.594851,-422.585533,-422.584589,-422.629521,34.13
dsC7O2H10nsd/dsC7O2H10nsd_1285.xyz,CC(O)C1=CCC2OC12,C[C@@H](O)C1=CC[C@H]2O[C@@H]12,3.1614982,1.1919678,1.0567407,2.3647,77.06,-0.24295,-0.00201,0.24094,1210.8601,0.156386,-422.550635,-422.54193,-422.540986,-422.584185,32.732
dsC7O2H10nsd/dsC7O2H10nsd_1286.xyz,CC(C)C1=CCOC1=O,CC(C)C1=CCOC1=O,2.6529589,1.3323894,0.9809837,4.2983,78.1,-0.26628,-0.03557,0.23071,1242.8471,0.156733,-422.614405,-422.605452,-422.604507,-422.648262,32.879
dsC7O2H10nsd/dsC7O2H10nsd_1287.xyz,CC(O)C1=CCCC1=O,C[C@@H](O)C1=CCCC1=O,2.5725013,1.3043133,0.964457,3.092,78.82,-0.23813,-0.04251,0.19562,1255.9275,0.156237,-422.601277,-422.592011,-422.591067,-422.635669,33.759
dsC7O2H10nsd/dsC7O2H10nsd_1288.xyz,CC(O)C1C(O)C1C#C,C[C@H](O)[C@H]1[C@@H](O)[C@@H]1C#C,2.1296369,1.1733353,0.8710432,2.1133,79.53,-0.23731,0.04629,0.2836,1367.7397,0.153758,-422.506834,-422.496643,-422.495699,-422.541843,37.671
dsC7O2H10nsd/dsC7O2H10nsd_1289.xyz,CC(O)C1C2C3OC1C23,C[C@@H](O)[C@H]1[C@@H]2[C@@H]3O[C@H]1[C@H]23,3.6668344,1.2082339,1.053827,1.9222,73.77,-0.23055,0.0714,0.30195,1174.0328,0.156138,-422.489837,-422.481626,-422.480682,-422.5226,31.784
dsC7O2H10nsd/dsC7O2H10nsd_1290.xyz,CC(O)C1C2C3OC2C13,C[C@H](O)[C@H]1[C@H]2[C@@H]3O[C@H]2[C@H]13,4.1757369,1.0654416,0.9794247,2.4732,74.67,-0.23254,0.06827,0.30081,1243.0062,0.155565,-422.465854,-422.457556,-422.456612,-422.498876,31.796
dsC7O2H10nsd/dsC7O2H10nsd_1291.xyz,CC(O)C1C2C3OC3C12,C[C@H](O)[C@@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,3.8823784,1.027536,0.9505115,2.6577,74.45,-0.23629,0.0547,0.29099,1285.1801,0.155257,-422.476913,-422.468369,-422.467425,-422.510042,32.844
